"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e2b74a8f-6084-4f06-84a0-48ca67f3ad0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Keller Site QA"
"fe38be8d-d5e3-41e1-b84f-fa33aaf6a0a5","","folder-normal","pass","","step","TRUE","FALSE","Keller Site QA","Retention Piles"
"cf9a54d1-a9d1-437e-a524-4faed3d4eefa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 30"
"43af733d-df97-4c1a-8541-d6e72453b575","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","December 2022"
"10b8715a-416a-4582-9c2b-3ea66820be86","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 1"
"828a795c-60a1-4d12-993b-69af654bd6e1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 2"
"3a4a6322-3123-4713-9f13-1ef3d40a3454","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 5"
"ace6fa69-039b-4d68-b28a-196c7452f8a6","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 6"
"97f8dadc-5fda-416b-abbf-17cfdb696d85","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 7"
"904cbbd1-7237-4543-b538-7bcfbf849b0b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 8"
"6e936c4c-19c9-4a6a-aeb0-facda9781f0b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 9"
"653a9328-8cfd-4fbf-ab0c-eb111008d9a4","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 12"
"3edc97a3-a94b-4a55-a06b-b6ef73fbe385","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 13"
"14f3e780-15f6-44cb-9050-42ec000adf0e","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 14"
"0b4db5e6-50cb-41da-801e-f449b7059393","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 15"
"9e84dcc7-0fc7-4287-9108-be4587a2edbd","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 16"
"48ef3dd5-7c74-4358-a44b-7b0838a59ae8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 19"
"17bfee41-ba65-40d9-b24e-eb497507994c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 20"
"538835fb-8058-4d64-b708-61c3f7e17c96","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 21"
"ca35cdef-eb70-4fb6-87fe-f67c5fe0e22f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 22"
"ee855050-0a8d-44a0-a690-18db05e96d58","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 23"
"4b6a3805-9526-4ab4-a2aa-f84ca41667d3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 26"
"b5b4bc04-8b97-49c3-9e80-91a8d969db62","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 27"
"fc00265f-a284-42c6-ad7b-632682c1af95","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 28"
"f3a2296e-45d6-456f-b290-b99b34fdf701","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 29"
"a0573dfe-fddc-4a6f-b852-2bdc7e9ad811","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 30"
"b945d00f-c557-4a76-afae-127d19f84468","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","January 2023"
"d04cb727-935e-47eb-a3b9-d84185360a91","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 2"
"985cb2f5-2a48-4aba-8880-e36608d8e872","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 3"
"df60ce01-8714-407e-a120-bca9f95909e3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 4"
"ac8e0513-fe95-484d-b135-11c89ae4c2ab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 5"
"a7cfd5a8-fe8c-4571-87f2-0119ff3c4f84","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 6"
"e87bf358-d386-4c88-90ab-a29a28337088","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 9"
"a69e75a6-6b08-4fb9-b378-1501df0d8360","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 10"
"2958f9db-8b0e-4d21-b207-9d6ab49a7aa0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 11"
"ecc581db-87f2-4b1d-95fd-0ff518eaad12","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 12"
"dbdce361-77b9-44c3-9d09-63bcedb0f245","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 13"
"fafec0fe-197b-421b-8676-e34ccb77da88","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 16"
"1afc0bbf-d3ab-4cb7-b907-a5296d6de79f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 17"
"0d67dab3-c922-40c4-915d-6c2ee62237a8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 18"
"f4a9ff86-bc24-41a3-a3ac-8adbf441a7f1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 19"
"99384a6b-3ebd-4441-b5f2-86c92de06a25","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 20"
"76127bba-5679-4e21-a381-a26ba49cfc58","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 23"
"0b7b07f3-bdfb-466f-987e-3f6fd74cfe71","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 24"
"81ebd944-4745-44bb-a436-9d5db1eae741","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 25"
"108550cd-b8a5-4a9d-8082-381432c15100","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 26"
"1ff83dcb-373f-49f7-8241-ee97a25ae964","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 27"
"0ec65b29-a156-43e5-8855-89233eb21f17","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 30"
"801a20cf-e95d-4737-876c-aa8c8902ca7e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 31"
"d195845c-dddd-4ed0-9083-f1309f6cd179","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","February 2023"
"c18e454e-ac31-42bb-815e-9d75ff1622fe","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 1"
"eefe817f-3525-4b9f-9447-33f8418f2369","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 2"
"b3fc8b46-5d88-496f-8606-118054c55fe0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 3"
"592071f9-3553-4a7a-ac62-3c8b07939f24","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 6"
"8d6255e4-bd40-4648-907a-681b280d28b3","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 7"
"1a19ffa1-dae6-41bb-959f-079dcec2dce3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 8"
"a23532f3-fe4e-40fe-88be-9e0ce8e376b5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 9"
"f15cb7e9-2c49-4c5d-8c55-5596eab7afec","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 10"
"362d89c3-3988-4e0f-83a7-661404369e64","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 13"
"d0a31323-8d3b-4ff6-bdef-ee0970eb3f62","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 14"
"612880e8-718e-40e0-931f-58296b2cc541","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 15"
"63644424-1597-4991-820a-591bf926f210","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 16"
"6a95c6b1-7ad1-4980-8575-541dc3bba324","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 17"
"b25ad751-6176-4f96-94c9-188a284f8f91","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 20"
"8c09594c-2a29-4410-a7e0-b9189b2f5724","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 21"
"e3ac1275-94e7-4064-9319-36cf9937b315","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 22"
"a816dd28-4569-4a79-8be3-80cb55a8ef38","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 23"
"519771ad-293e-4c67-840c-5f26ec894984","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 24"
"54edb342-5eda-419b-9da3-b19df5acb0ff","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 27"
"e4c65fa8-58a0-47c3-8091-68edf58df1aa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 28"
"78e663f8-6389-472b-86cb-62b678ffead9","","folder-normal","not-started","","step","TRUE","FALSE","Photos","March 2023"
"40fc3f41-b16c-4180-9c54-5e21771f7501","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 1"
"e1172d67-a0ff-406d-b33a-2108b4835d37","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 2"
"931b5d87-045f-4730-8b7a-77ef04118afe","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 3"
"15ce6870-16b8-46b5-83bd-22c15cbcee94","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 6"
"cffd7f6c-af92-42e0-9f93-c6310473b8fb","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 7"
"1587e50e-f155-46a3-a395-6e2956c8cb17","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 8"
"d9bd5d44-fa0b-43db-805a-02fab574f352","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 9"
"7d4525d8-a660-48b3-a2ec-31cb4fabcb46","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 10"
"fce600b1-233a-46cd-b1b6-e551af985eba","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 13"
"ce42148d-b6df-4285-9454-a41800a032b2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 14"
"09bce194-d3c7-4b7b-88f6-ee9226bad311","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 15"
"cf01638c-d69d-4e5a-b2b7-e079155b81dd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 16"
"75655439-952c-4cc5-bdc5-8db931a6233e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 17"
"36af3da5-d676-4251-a93c-4f8a45a71e46","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 20"
"8c18d472-dae0-43a5-8d03-cb6af1faf7e8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 21"
"e68fba9e-38c2-4303-ab7a-9c3193176e8b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 22"
"b8a709ef-dc50-433d-ab6a-d81632380eb4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 23"
"7a3f6888-6552-4df5-a7ed-486eb95c84cf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 24"
"c76d0e3c-0f4d-477c-9843-4f1ca3ac411c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 27"
"b1a7ebac-36d1-412f-a9da-35af02107070","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 28"
"f16cc598-9408-4158-a5a8-7cbd0deeb1c7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 29"
"20eb4b94-47fd-46f9-8350-500a55c73f0c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 30"
"8890fcd2-d4c8-442e-8b40-4f4a6f7a1b80","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 31"
"aad14f83-891e-42f0-94ca-e7574a86f776","","folder-normal","not-started","","step","TRUE","FALSE","Photos","April 2023"
"c6c3d5e2-f5db-4e00-b2e8-cc08d0cb42e4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 3"
"3a82a27b-e793-4c6a-9dcb-5ecf972d4c91","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 4"
"e40a27f2-92e9-4bf3-a4a1-e9a97b8c812c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 5"
"4271f3b9-7afb-494e-a934-3a0f18e000ab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 6"
"2425e058-34be-46ea-93bf-7a69b1caf125","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 7"
"2e1606e3-03d5-4431-b9f3-82892909ab5b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 10"
"9ac433a9-a9f7-404c-bc3e-ce76623c696d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 11"
"f44dec7b-d46c-4bd1-9935-dc99535012d8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 12"
"322b74be-da58-4207-bb1f-ee6cd2919442","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 13"
"602472d6-3539-4295-9457-62518a35eb6d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 14"
"0a93b101-1693-4461-b2a9-f702cf6c4c5a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 17"
"94eb3dbd-1ed1-40c2-b247-8892ae45225e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 18"
"035cf1ed-d82f-4033-add5-823961b47ef0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 19"
"42f0e5ce-a173-4876-bf3b-74b9b54dc02b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 20"
"501f4762-bf65-4fa0-ba9e-9ad3dab685a5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 21"
"3619daf1-d08d-4e02-9895-344d26395541","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 24"
"83d5883c-236e-469d-af8a-c318681f2fa8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 25"
"289e1f0c-a339-460f-9a63-5841f8694c29","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 26"
"701ef810-2c95-49ca-8a6a-93e797bea50d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 27"
"8eb31e94-2309-4c81-a12e-0e9b3f7b9139","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 28"
"f0d7b01b-eb4f-41b3-8a10-7c77999ca12b","","folder-normal","not-started","","step","TRUE","FALSE","Photos","May 2023"
"d4ffcdce-fe48-438f-8f44-a2849b96ea8d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 1"
"00f3f7ea-0a60-4b72-be2f-331c1177b02d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 2"
"a6305e04-5c18-4087-a5e4-8e7f1d0a88f2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 3"
"07986a48-ea9d-4df4-89bd-ca9a94081e5a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 4"
"a02d42e6-ffda-4eb8-9904-dd916f8254d5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 5"
"7008fbb3-52af-422f-aca8-ed466d30ae98","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 8"
"d4ae8c65-e90d-4b7e-a175-a57c2a83e9b1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 9"
"de518e86-ddc5-4447-b50d-31318e447232","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 10"
"68d6c2ee-978a-4291-9eb4-aec18c3fe312","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 11"
"33fe523e-9274-4051-8af8-bd835d2d9879","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 12"
"02ed11ec-c867-4488-be1e-97ad01463312","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 15"
"e02852b4-5e95-49a6-80f8-1d72b1d3ad41","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 16"
"b03ddb21-91bd-4e63-acb5-9e00bb97eb02","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 17"
"5eed9b32-5a24-4b00-963e-69236b9b1c37","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 18"
"e03ec6fd-2ef2-4ead-9a47-c42947ec66b7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 19"
"0443ecb2-acde-4d0f-bb27-f15c696d4eaf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 22"
"2014b4f7-27c2-4364-b9c2-00e4a94faf9c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 23"
"7ec2d75d-9101-46bf-b156-719c9b1e909c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 24"
"afffdf9d-9d31-4da8-8a7c-cefbef76b9e7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 25"
"1b55aff0-ce3d-48e0-be00-2c2e14ed131c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 26"
"da7f6c9d-24bd-42ef-af9f-b53c2d633219","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 29"
"77a48208-b259-4854-a4ec-1cf2c8ad7158","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 30"
"210f8c63-f058-4a4c-9f56-da0e48491e34","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 31"
"320b8415-fcc2-4f76-804c-843f9fca7542","","folder-normal","not-started","","step","TRUE","FALSE","Photos","June 2023"
"d2749196-6e75-4152-afee-68adb97d3b63","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Thursday 1"
"9520318d-14ad-480a-97ea-5153781bc8b2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Friday 2"
"83ed05f8-3cfb-43ba-b5b6-dcd58e3ca39b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Monday 5"
"bd57b2b5-51c0-49db-a0de-7741e6d9da7e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Tuesday 6"
"08510482-9ece-472c-9fda-c43dd7569465","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Wednesday 7"
"5b86d283-94f2-4ec4-9c1c-271498130497","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Thursday 8"
"0e38c8b2-b483-43ee-b2a6-48cccd89aaf2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Friday 9"
"3ef87b13-dcb7-4a79-982a-3b2c32fc0a18","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Monday 12"
"7cbe4269-13eb-4a4a-a4c2-05e3d8d33c7f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Tuesday 13"
"ff85ff75-d981-4371-a8e3-448e757b304e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Wednesday 14"
"c759a490-ff4f-4a95-a7c2-11c75214d17f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Thursday 15"
"69fd7043-e7cb-44cc-9ffa-8e5001109576","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Friday 16"
"079e6ff8-8e1a-48bd-8ffb-ebde173720a0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Monday 19"
"55ce5cd7-4a34-4d93-8cc5-4bb8d12beee9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Tuesday 20"
"5ca0bdf8-4e0b-4b1e-8925-166a65f66485","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Wednesday 21"
"2c79ef4e-a49a-4f30-bfef-d1a8b5a634f5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Thursday 22"
"16c346cb-73d4-4389-b2b0-b35864d4ffff","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Friday 23"
"0756f23b-032f-41c5-9261-822da9ac11bd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Monday 26"
"0eb949a8-2f9e-4faf-8f81-d222206722cc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Tuesday 27"
"fadafa60-d53f-4a92-8497-d3f43487725e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","June 2023","Wednesday 28"
