"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc307097-fcc7-4317-8d8a-fbe503769d51","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record"
"13a27e3c-1b47-4ee2-a5f3-f59e5fe4db56","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation"
"b0359b49-a872-41b0-96a9-eeb51b9339eb","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L00"
"b951d708-992a-4e13-a7db-bd3b6108ca4f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L00","Dry Fire"
"170f7446-4099-4616-affb-1eed3564127c","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L34","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L34-0001"
"c3b92a1d-946c-42e3-b8ef-e86baa3e01c0","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L34","Wet Fire"
"9d437446-992b-4b60-a397-45504eb111b5","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L34","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L34-0001"
"82cbb2d4-3b6f-4d65-9ee0-6a1170c4251d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L35"
"80e86ead-012f-42c1-943a-40128dfbcf79","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L35","Dry Fire"
"24b0ef3d-495f-4f08-8ef4-46cd1dd906aa","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L35","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L35-0001"
"e6ea639a-4c4e-4a30-bad6-5132a11946ec","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L35","Wet Fire"
"e3bb284b-7a74-4f7e-a3d0-c54035d6e024","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L35","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L35-0001"
"214da52b-4d51-4d7a-b8e2-249ca2a79011","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L36"
"fde78680-d671-4720-8978-0058ed19b054","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L36","Dry Fire"
"adcd976f-fa92-445a-8b5c-a7f700899061","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L36","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L36-0001"
"ee923fc7-6a2c-43c1-973b-2753bda2a196","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L36","Wet Fire"
"1a77888d-a29d-409f-b36a-e44c1c2db1ec","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L36","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L36-0001"
"cc5ec5c5-7da7-4339-a1e4-fbdc3b30289e","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L37"
"6e2bfe85-430b-4de6-ab59-5836c48ef468","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L37","Dry Fire"
"2ec8fcf8-9ca6-4b4f-ad78-ae8348fb7c24","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L37","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L37-0001"
"ae999b03-0463-4745-a206-74bdce072599","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L37","Wet Fire"
"64e11b0b-3267-40fb-a445-3011731d0db2","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L37","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L37-0001"
"2907d78f-6416-4c16-bfa5-8235822725b0","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L38"
"84e7d84d-59fa-4025-b933-726619b92d0f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L38","Dry Fire"
"9dbcb271-366f-401e-ae09-5288d84f9cb4","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L38","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L38-0001"
"b5c83d3d-8a13-4224-a384-a5c421cdd13f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L38","Wet Fire"
"62529acb-8a00-499f-9759-6a789577d9ec","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L38","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L38-0001"
"648703ca-4e8b-4f04-b565-1a2968f273e8","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L39"
"2a19ad27-dcdd-4654-9ac6-de302b22f9f3","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L39","Dry Fire"
"72b191b3-df95-46b5-925c-4603011f5452","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L39","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L39-0001"
"ed60c44a-fae4-495d-8c40-9459c240ec46","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L39","Wet Fire"
"239e3a05-011b-4573-9971-7d4003cfbf41","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L39","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L39-0001"
"f5eacb1a-bd49-46c9-9cf3-17d240c6a18c","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L40"
"3f2e1241-8e48-4f6b-8211-ab242eedf8e3","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L40","Dry Fire"
"5505dc6c-47f2-41ff-8b22-6118027a7db8","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L40","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L40-0001 - LOWER RES OUTRIGGER"
"c046091b-6c8a-426c-bac2-c390734d8a54","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L40","Wet Fire"
"2b45190f-92e5-4aec-8e35-a56a29eb7249","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L40","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L40-0001 - LOWER RES OUTRIGGER"
"6c8f54ba-3781-4f24-9765-ff2884ad617a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L41"
"4139009e-d40e-41e7-ac09-8e9e8cf263f8","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L41","Dry Fire"
"25be9c7e-4842-4531-aa91-42d5fc5cadac","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L41","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L41-0001"
"ae01cd30-48c6-4660-801c-b51455626c4d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L41","Wet Fire"
"09e15d1a-5cf7-4dc9-9ec9-c8e6c05a7a67","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L41","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L41-0001"
"06ca265a-a1e5-4a57-85e0-0bd89168fc50","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L42"
"31203fe7-e90f-41f3-b1af-83a7da7c7eca","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L42","Dry Fire"
"834245ec-2cc1-404b-9625-b028daf7b996","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L42","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L42-0001"
"521c9583-5537-4af8-800b-82e63b23354f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L42","Wet Fire"
"fed17897-d787-4cc0-b1ec-63d2b03ce08a","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L42","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L42-0001"
"1ce824c1-1b18-4ce9-a501-1a87b77420c9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L43"
"10e79201-a836-4880-9f0a-e884df3a818e","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L43","Dry Fire"
"a78fe7c7-9570-4d82-aea1-9c4c663b4f5e","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L43","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L43-0001"
"bc2d4eb5-56bc-42af-81f7-90dbcd776a47","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L43","Wet Fire"
"f96287d7-4d32-410c-8996-dac40185322b","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L43","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L43-0001"
"67cf3649-1b02-4490-b43b-af5b6acfcedc","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L44"
"e030c7d4-984b-436f-b39e-b1c25fea67c9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L44","Dry Fire"
"522f53a4-4545-4a1e-9a5e-e3936d11d169","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L44","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L44-0001 - OVERRUN"
"13540e3e-f9cc-443d-81f6-63cee5390be1","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L44","Wet Fire"
"c8580906-96c9-4d5d-afc0-a493768f6b83","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L44","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L44-0001 - OVERRUN"
"58461e88-9280-467e-b18c-25f87f7966e4","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L45"
"de0422fa-27b3-463e-b0f5-00003f6f1151","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L45","Dry Fire"
"706b85c4-5b79-4953-bccc-66a0804126d2","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L45","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L45-0001 - MID-RESIDENTIAL"
"b88de76d-900f-4e67-9553-f65bbe750eb9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L45","Wet Fire"
"96edbee6-ee87-488e-8661-6832c0e271f2","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L45","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L45-0001 - MID-RESIDENTIAL"
"ff7a241d-32ef-467f-ac58-400ce56d2e28","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L46"
"f9173ea4-0482-4268-aa01-92a04061d03c","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L46","Dry Fire"
"8fd07ab5-18dd-4d7e-a4de-cc64a78c5c7f","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L46","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L46-0001 - V+W TYPICAL LAYOUT"
"df9e6345-93e3-42c0-a4d7-8f54aa789d29","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L46","Wet Fire"
"adeda3d1-6eb2-49e2-8c0f-dbc721837e1f","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L46","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L46-0001 - V+W TYPICAL LAYOUT"
"80e2f4f8-d88f-460d-8581-f47073cbfd34","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L47"
"5a1cd407-faca-4ffc-898f-4a27be0ec431","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L47","Dry Fire"
"f6e02fe0-6ef7-419b-b5ee-92e3316d8eaf","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L47","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L47-0001"
"8e946250-421c-4808-a267-6636609bc7db","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L47","Wet Fire"
"14614b02-843a-45f3-b626-d3888cb58d2e","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L47","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L47-0001"
"39771070-53f7-4dcc-ba86-28b67fff6c5c","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L48"
"cf63a58a-f039-48f0-aa52-02f7f38ae202","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L48","Dry Fire"
"284f9592-f040-42b9-a77d-40d9fb8b6595","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L48","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L48-0001"
"16e6a208-92db-4bdb-a6cc-25a6b9c96657","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L48","Wet Fire"
"48cdb7d3-3cd8-43ff-ae67-aee66305d484","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L48","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L48-0001"
"3799d27a-7b08-4a63-9c64-bf0f8e67b4e7","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L49"
"d295d4c8-7fef-4031-b136-2eb044a8c659","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L49","Dry Fire"
"c347fef3-b9ab-417d-80fb-38d8d6475fb5","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L49","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L49-0001"
"f5a7fd9a-42f4-4cbf-a686-5349e993f96e","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L49","Wet Fire"
"8ba98e53-b9f1-45a5-be1d-f5dec8293050","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L49","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L49-0001"
"980f5dff-2da8-40b6-ac8f-70f5e4966149","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L50"
"037992ed-d964-4b9c-8a8c-09862177a9f6","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L50","Dry Fire"
"2aff752b-aa23-4b20-813f-639aa40cee04","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L50","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L50-0001"
"09f9eb8d-e217-419e-b2a6-86a3f5f678a5","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L50","Wet Fire"
"d6074112-1192-4e01-9062-2f97469a7713","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L50","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L50-0001"
"baa0c264-078c-4146-a781-ff7e38144c7f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L51"
"1e9189f2-f92b-4040-987b-9c486b7b2610","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L51","Dry Fire"
"5b8589be-0f3a-4447-8a14-49f7cb130a5a","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L51","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L51-0001"
"9a916a23-7d21-445f-b723-82ceb386ddbe","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L51","Wet Fire"
"0d0a7411-18ea-4aa2-8a2b-338cea374d22","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L51","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L51-0001"
"7b29b8fc-3f6b-4a0e-8668-f3a38eae9634","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L52"
"c5f804e4-dbb3-4743-aa00-ddbe6787496e","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L52","Dry Fire"
"cdf99bb8-0d30-4ad5-a1b7-e7c5e6a2271f","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L52","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L52-0001 - MID RES LAYOUT"
"1b48f2c0-8802-422f-a1c4-76298371c960","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L52","Wet Fire"
"a8ade26d-980f-4ff5-9467-1be6d1527a50","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L52","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L52-0001 - MID RES LAYOUT"
"3b4f5a75-2a71-4cf0-909b-d20e11bdb72f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L53"
"ee923f37-8085-4a7f-9127-073649136525","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L53","Dry Fire"
"f013e5b9-b12a-4f51-b523-91dfb2361423","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L53","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L53-0001"
"365a41fd-bf44-4524-9802-881d77c56142","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L53","Wet Fire"
"a61d9315-bd24-43e4-8f04-78f1919342c9","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L53","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L53-0001"
"74b4a643-cd6f-45d1-bc41-c1f8c1071e5d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L54"
"e65c13b8-ea3b-432f-b83b-cded53d1f79a","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L54","Dry Fire"
"a6669567-8d8f-4395-9ad4-4c21fdcca7e3","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L54","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L54-0001"
"f596b268-0477-4df7-a237-1117c5f51908","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L54","Wet Fire"
"5076db31-3c82-49f6-80ec-b48eab9539b0","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L54","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L54-0001"
"a344f635-82f0-4cc5-b059-b3c00e417a3a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L55"
"9c987023-1116-45ba-8c82-04c0a5b1a776","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L55","Dry Fire"
"e840a6d0-2ae6-4756-8d0a-f40ddeeb8868","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L55","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L55-0001"
"d2509bea-c7b4-4651-820a-bb4ad50db2d9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L55","Wet Fire"
"4bd6a996-a73f-47b2-abfc-378c86206341","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L55","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L55-0001"
"e62f931d-4152-45f5-ad99-360d10777159","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L56"
"74d3b997-f615-4ff0-88e5-51c10f888f44","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L56","Dry Fire"
"c4777580-2153-4154-af0c-d4f67ab692e7","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L56","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L56-0001"
"dccc4a2f-b218-4f77-8527-d86c26992ca7","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L56","Wet Fire"
"30c791e5-46bb-418b-bf94-cb8503a4e16d","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L56","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L56-0001"
"56ac6c25-20d7-451f-96bd-ae32890139cd","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L57"
"f5a881c8-50ac-44bb-af14-b8b31ce74bdb","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L57","Dry Fire"
"06391a42-b62c-494c-b908-1c74af3344d2","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L57","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L57-0001"
"b9eee896-bfb0-41e3-b98b-b6247564c527","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L57","Wet Fire"
"afa84891-83b3-4fe0-83ce-2a8c154845f6","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L57","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L57-0001"
"d956bd09-6736-4700-852b-dd2fc605f983","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L58"
"28a8aa17-0161-45b6-934b-25f214a2aa9d","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L58","Dry Fire"
"7500e413-2bc9-4783-87a2-6b04b49d9e99","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L58","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L58-0001"
"c379b3e6-fe99-4d1e-9ba8-d83fc05e8167","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L58","Wet Fire"
"58cadbda-3fa8-42d7-ab4c-b9d1ca1069b3","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L58","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L58-0001"
"d0569da0-1fb5-461c-916b-a9299275df49","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L59"
"f21a39be-2b7f-41be-abc4-9749b57580d5","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L59","Dry Fire"
"63e31761-4d45-4998-b87b-f332b20cb9cf","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L59","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L59-0001"
"d0636437-4739-4e42-ae0c-5174a87ba7d6","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L59","Wet Fire"
"a80a917a-7ecb-46da-b93f-25f2dac1601f","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L59","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L59-0001"
"d34aa3cc-f55a-4124-802d-90f18cc1ee88","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L60"
"5eafc4e5-c496-46a5-8a6a-c4accdedb5ef","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L60","Dry Fire"
"15ee7481-106b-423e-9a98-d4edb2489190","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L60","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L60-0001"
"c035b6e1-3eb0-4c24-a5dd-476f4866921f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L60","Wet Fire"
"f2605c0c-b1a7-4be5-a2d6-55768896e63a","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L60","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L60-0001"
"c2b30e0a-2735-4de7-9559-4c814dc3ec89","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L61"
"76660e91-9b66-49d6-9aeb-9305d7f02297","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L61","Dry Fire"
"3843a37e-67cd-496a-9d29-4fd2c9c1a0c9","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L61","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L61-0001 - PENTHOUSE T+U TYPICAL"
"bd93b98d-e213-4290-8e9d-1493e97227aa","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L61","Wet Fire"
"706e5934-3251-4964-830b-2e3c2a577030","","not-started","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L61","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L61-0001 - PENTHOUSE T+U TYPICAL"
"b66f142d-7ecb-4bd1-bb21-7a62dc926437","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L62"
"b07cdd97-3848-4106-95bb-f809ff51f454","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L62","Dry Fire"
"4da83599-01aa-4c0a-b85a-d335a5f4aebe","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L62","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L62-0001 - PENTHOUSE T+U TYPICAL"
