type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Penetrations,,,,,,Penetrations Checklist,
section,Details,,,,,,,
checkpoint,Slab Penetrations (All slab penetations installed as per Plan),,,,,,,
