"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"/1","checklist","Balustrade Checklist 1","","Balustrade Checklist 1",9,"fce14a0b-de03-4966-994c-383563058ad8"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
,"checkpoint","Bolts/Screws tight",,,,
,"checkpoint","Balustrade plumb",,,,
,"checkpoint","Handrail straight",,,,
,"checkpoint","Scratches touched up",,,,
,"checkpoint","Balustrade installed with no more than 100mm gap between cladding",,,,
,"checkpoint","Balustrade installation complete, checked and reviewed",,,,

"/1","checklist","Screen Checklist 1","","Screen Checklist 1",4,"3dbdcbd9-eea6-4070-ac14-699ff3ba23d1"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
,"checkpoint","Bolts/Screws tight",,,,
,"checkpoint","Screens plumb",,,,
,"checkpoint","Scratches touched up",,,,
,"checkpoint","Screens installed with no more than 100mm gap between cladding",,,,
,"checkpoint","Screens installation complete, checked and reviewed",,,,

"/1","checklist","Stair Checklist 1","","Stair Checklist 1",0,"8039946f-d496-4486-bc66-77835654d32d"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
,"checkpoint","Bolts/Screws tight",,,,
,"checkpoint","Balustrade plumb",,,,
,"checkpoint","Handrail straight",,,,
,"checkpoint","Scratches touched up",,,,
,"checkpoint","Balustrade installed with no more than 100mm gap between cladding",,,,
,"checkpoint","Balustrade installation complete, checked and reviewed",,,,

