resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
Documents & Photos,,checklist,,,,,,Progress Photos,,,,,
,,step,,,,,Level 6,,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 1,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 2,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
,,step,,,,,Level 7,,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 1,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 2,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
,,step,,,,,Level 8,,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 1,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 2,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
,,step,,,,,Level 9,,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 1,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 2,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
,,step,,,,,Level 10,,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 1,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 2,,,,,
QA Checklist: Structure Acceptance,Alucolux Hook and Pin System Checklist,folder-with-checklists,,,,,,Balcony 3,,,,,
