"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Ground","grouping","ground"
,,"ED0.02",,"ed0.02","ground"
,,"W0.04",,"w0.04","ground"
,,"ED0.03",,"ed0.03","ground"
,,"ED0.04",,"ed0.04","ground"
,,"W0.05",,"w0.05","ground"
,,"ED0.05",,"ground","ed0.05"
,,"ED0.06",,"ed0.06","ground"
,,"W0.06",,"w0.06","ground"
,,"ED0.07",,"ed0.07","ground"
,,"ED0.08",,"ed0.08","ground"
,,"ED0.09",,"ground","ed0.09"
,,"W0.07",,"ground","w0.07"
,,"ED0.10",,"ed0.10","ground"
,,"W0.08",,"w0.08","ground"
,,"W0.10",,"ground","w0.10"
,,"ED0.11",,"ed0.11","ground"
,,"ED0.12",,"ground","ed0.12"
,,"ED0.01",,"ground","ed0.01"
,,"W0.01",,"w0.01","ground"
,,"W0.03",,"ground","w0.03"
,,"Level 1","grouping","level 1"
,,"ED1.05",,"ed1.05","level 1"
,,"W1.08",,"level 1","w1.08"
,,"ED1.06",,"level 1","ed1.06"
,,"ED1.07",,"level 1","ed1.07"
,,"W1.09",,"level 1","w1.09"
,,"ED1.08",,"ed1.08","level 1"
,,"W1.10",,"w1.10","level 1"
,,"ED1.09",,"ed1.09","level 1"
,,"ED1.10",,"level 1","ed1.10"
,,"ED1.11",,"ed1.11","level 1"
,,"W1.11",,"level 1","w1.11"
,,"ED1.12",,"ed1.12","level 1"
,,"W1.12",,"level 1","w1.12"
,,"W1.13",,"w1.13","level 1"
,,"ED1.13",,"level 1","ed1.13"
,,"W1.14",,"w1.14","level 1"
,,"ED1.14",,"level 1","ed1.14"
,,"ED1.15",,"ed1.15","level 1"
,,"ED1.16",,"ed1.16","level 1"
,,"W1.01",,"level 1","w1.01"
,,"W1.15",,"level 1","w1.15"
,,"ED1.01",,"ed1.01","level 1"
,,"W1.02",,"w1.02","level 1"
,,"ED1.02",,"level 1","ed1.02"
,,"ED1.03",,"level 1","ed1.03"
,,"W1.03",,"w1.03","level 1"
,,"ED1.04",,"ed1.04","level 1"
,,"W1.04",,"level 1","w1.04"
,,"W1.05",,"level 1","w1.05"
,,"W1.06",,"w1.06","level 1"
,,"W1.07",,"w1.07","level 1"
,,"Level 2","grouping","level 2"
,,"ED2.05",,"ed2.05","level 2"
,,"W2.08",,"level 2","w2.08"
,,"ED2.06",,"level 2","ed2.06"
,,"ED2.07",,"ed2.07","level 2"
,,"W2.09",,"w2.09","level 2"
,,"ED2.08",,"ed2.08","level 2"
,,"ED2.09",,"ed2.09","level 2"
,,"ED2.10",,"ed2.10","level 2"
,,"ED2.11",,"ed2.11","level 2"
,,"W2.10",,"w2.10","level 2"
,,"ED2.12",,"ed2.12","level 2"
,,"W2.11",,"level 2","w2.11"
,,"W2.12",,"w2.12","level 2"
,,"ED2.13",,"level 2","ed2.13"
,,"W2.13",,"w2.13","level 2"
,,"ED2.14",,"ed2.14","level 2"
,,"ED2.15",,"ed2.15","level 2"
,,"ED2.16",,"ed2.16","level 2"
,,"W2.01",,"w2.01","level 2"
,,"W2.14",,"w2.14","level 2"
,,"ED2.01",,"ed2.01","level 2"
,,"W2.02",,"w2.02","level 2"
,,"ED2.02",,"level 2","ed2.02"
,,"ED2.03",,"ed2.03","level 2"
,,"W2.03",,"w2.03","level 2"
,,"ED2.04",,"ed2.04","level 2"
,,"W2.04",,"level 2","w2.04"
,,"W2.05",,"w2.05","level 2"
,,"W2.06",,"w2.06","level 2"
,,"W2.07",,"w2.07","level 2"
,"Columns"
,,"Opening Wraped & Prepared Correctly",,"opening wraped & prepared correctly"
,,"External Flashings/Weather Seals As Per Shop Drawing",,"external flashings / weather seals as per shop drawing"
,,"Installed/Fixed As Per Shop Drawings",,"installed / fixed as per shop drawings"
,,"Airseals Completed (photo)",,"airseals completed (photo)"
,,"Site Glazing Completed",,"site glazing completed"
,,"Trade Clean & Sign off",,"trade clean & sign off"

