"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"676298e2-6874-4cda-b7d6-381b2036ac05","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"d68774a3-9356-4ca9-b1f6-f2ea174671a7","","not-started","","folder","TRUE","FALSE","Site QA","Basement 6 Top Down Construction"
"24b762d9-fa40-45b0-9c34-3f640d1d0e0a","","not-started","Cleaning","checklist","FALSE","FALSE","Site QA","Basement 6 Top Down Construction","Cleaning"
"e4b03fbe-006a-4519-8c05-c881991f5b31","","not-started","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement 6 Top Down Construction","Internal Drainage "
"69eec9d4-5e86-4889-8458-5b693a5f0b6e","","not-started","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Basement 6 Top Down Construction","Internal Stormwater "
"1243cd6e-75b1-48e5-96d2-af323a6daf7a","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 6 Top Down Construction","Sewer Stacks / Storm water stacks"
"06eefc19-8bdc-4525-8a17-3448a7fce71c","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 6 Top Down Construction","Commissioning"
"5b17b8b3-e028-48bc-b094-f4bc31eaec29","","not-started","","folder","TRUE","FALSE","Site QA","Basement 5 Top Down Construction"
"675da554-d510-434d-9320-c5f3824db080","","not-started","Cleaning","checklist","FALSE","FALSE","Site QA","Basement 5 Top Down Construction","Cleaning"
"e43ecaae-b7d1-428f-a93d-a74e91c1c827","","not-started","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement 5 Top Down Construction","Internal Drainage "
"e3beb3d1-a4e6-49b2-a52e-0942e9a319ce","","not-started","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Basement 5 Top Down Construction","Internal Stormwater "
"ea174bae-8eb5-43a6-a2c6-46260dd47985","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 5 Top Down Construction","Sewer Stacks / Storm water stacks"
"c185f652-917a-4578-8c72-e412fc02616b","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 5 Top Down Construction","Commissioning"
"3aa0d9c3-bc48-4e76-991f-3cc2ba8f026c","","not-started","","folder","TRUE","FALSE","Site QA","Basement 4 Top Down Construction"
"4e544049-36d2-44aa-817d-b72c44ef95fb","","not-started","Cleaning","checklist","FALSE","FALSE","Site QA","Basement 4 Top Down Construction","Cleaning"
"0d52b6ac-383a-48db-b85e-2f7450e48681","","not-started","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement 4 Top Down Construction","Internal Drainage "
"ef313902-5ee5-472b-ba9b-84965b5e6ca1","","not-started","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Basement 4 Top Down Construction","Internal Stormwater "
"328c424a-b9be-4cd1-b3b0-753a88d4e7f3","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 4 Top Down Construction","Sewer Stacks / Storm water stacks"
"d00e2ab0-6018-4f86-957f-2f4165a5cd6a","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 4 Top Down Construction","Commissioning"
"bd39dea5-d7aa-4925-abb0-e05046a2897e","","not-started","","folder","TRUE","FALSE","Site QA","Basement 3 Top Down Construction"
"8feb408f-fb4a-4830-847b-f7a2432fc501","","not-started","Cleaning","checklist","FALSE","FALSE","Site QA","Basement 3 Top Down Construction","Cleaning"
"ebc169cf-a7b5-4753-9a10-2132cef87e0f","","not-started","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement 3 Top Down Construction","Internal Drainage "
"0b1c17ba-6f1a-4bf6-813b-598f43fec0e0","","not-started","Internal Stormwater ","checklist","FALSE","FALSE","Site QA","Basement 3 Top Down Construction","Internal Stormwater "
"7d5d6e52-c959-4e4a-8bec-1f5ab136090a","","not-started","Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement 3 Top Down Construction","Sewer Stacks / Storm water stacks"
"b7187eac-630d-483c-8285-164e90986029","","not-started","Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement 3 Top Down Construction","Commissioning"
"902c9b14-abac-405f-a1d7-ac5bb5b270c0","","not-started","","folder","TRUE","FALSE","Site QA","Basement 2 Top Down Construction"
"3615e400-e873-450c-aa66-23bfa6a1e2dd","","not-started","Cleaning","checklist","FALSE","FALSE","Site QA","Basement 2 Top Down Construction","Cleaning"
"6a01045f-10f0-4ee6-86e5-32b3974bfb6e","","not-started","Internal Drainage ","checklist","FALSE","FALSE","Site QA","Basement 2 Top Down Construction","Internal Drainage "
