Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Final Defects/QA,,Final Defects/QA,,22be846f-fb9b-4f3e-9cfc-44035b4c8f99
,section,Final Defects/QA,,,,
,checkpoint-no-value,Defect 1,,,,
99c14c54-54dd-5b34-88ca-9622af9d1ff8,textbox,Defect 1,,,,
8bdec126-5007-5798-b551-fa8d29799664,textbox,Description,,,,
5a952478-f365-5370-82c6-d549fcc1cab9,textbox,Remedy,,,,
,checkpoint-no-value,Defect 2,,,,
28e7f0c5-d465-512a-801d-b6b83fedd401,textbox,Defect 2,,,,
3ca58f6a-cd7f-59f6-9a32-c2ab79524c44,textbox,Description,,,,
da264929-8e10-5005-a334-fcd9e8389e6f,textbox,Remedy,,,,
,checkpoint-no-value,Defect 3,,,,
95db6c31-85ec-59bd-8167-ea96dd4eb816,textbox,Defect 3,,,,
d1525c8d-6905-5b54-984a-4fb3cad2f7ef,textbox,Description,,,,
2aaffdc7-32ec-509b-95fe-e6256ceeb7dd,textbox,Remedy,,,,
,checkpoint-no-value,Defect 4,,,,
9cff4209-3da1-53f3-a2b0-6e83efe699ad,textbox,Defect 4,,,,
877f7182-958c-56bf-abd1-b5df6765506b,textbox,Description,,,,
b4e99f6f-683d-58f2-a0e9-1a83eac48a1c,textbox,Remedy,,,,
,checkpoint-no-value,Defect 5,,,,
c76edce2-b11d-50db-949b-f623142804be,textbox,Defect 5,,,,
9618b7bb-78e1-5a3c-86d3-28c5b604ffe3,textbox,Description,,,,
71ead0ba-29ec-59c1-845e-589f614f35c1,textbox,Remedy,,,,
,checkpoint-no-value,Defect 6,,,,
d9891ea2-6526-5f45-ad6c-ac3719c58221,textbox,Defect 6,,,,
3b466fe3-3c3a-5b3a-ab57-cb1569a5d4f8,textbox,Description,,,,
514e59c5-21f8-5372-827d-1bdea98e0988,textbox,Remedy,,,,
,checkpoint-no-value,Defect 7,,,,
2a6a5cb8-3cd0-5b2c-9cbd-4f50c431ba0d,textbox,Defect 7,,,,
b9bb367b-b9c0-5155-9eef-5860242bfe25,textbox,Description,,,,
daf1a02b-046c-5042-805f-ae27d1f679f9,textbox,Remedy,,,,
,checkpoint-no-value,Defect 8,,,,
8d77825a-a82a-5739-8551-56a0792cbf28,textbox,Defect 8,,,,
7be39ba8-1a73-5b56-8c8e-75d8f550770d,textbox,Description,,,,
df5fef14-4fef-598b-a0d0-d2e0a57e4547,textbox,Remedy,,,,
,checkpoint-no-value,Defect 9,,,,
4c38fb85-34ef-5791-bdb3-8d62b49e7b5d,textbox,Defect 9,,,,
9c24bad0-2318-5142-ad21-313b36309845,textbox,Description,,,,
26d7437d-43b1-512f-91e5-c0780cc7889c,textbox,Remedy,,,,
,checkpoint-no-value,Defect 10,,,,
268886f7-3a6c-5036-8579-ce2a46897b07,textbox,Defect 10,,,,
fefd87f2-1b86-5cac-b024-eec5d59d9570,textbox,Description,,,,
a1d93520-8cd7-504a-94af-01a55e1b0154,textbox,Remedy,,,,
,checkpoint-no-value,Defect 11,,,,
b4fff958-76ec-5690-9f6c-1355fd1ed000,textbox,Defect 11,,,,
e2e5851d-2ba6-53f9-8455-55a0d34edbba,textbox,Description,,,,
f2b14505-9240-5df5-8728-549ad59fbbfa,textbox,Remedy,,,,
,checkpoint-no-value,Defect 12,,,,
a82dd386-2fa4-5807-9e4e-8c863a5eb3a4,textbox,Defect 12,,,,
1b9eb1d6-ae5c-5806-8df1-0b93d06478c4,textbox,Description,,,,
704b218f-a392-596e-8485-b8a2ae797ff9,textbox,Remedy,,,,
,checkpoint-no-value,Defect 13,,,,
a92782db-6f2e-52e8-a1be-04e3bd130326,textbox,Defect 13,,,,
0a6ad192-a23a-524c-929c-0968714829e0,textbox,Description,,,,
6efe2053-8dce-51d8-8c3a-609898d3b4db,textbox,Remedy,,,,
,checkpoint-no-value,Defect 14,,,,
7d43a771-5f03-5fd7-b778-5e5c1c59ef7b,textbox,Defect 14,,,,
67b9216a-2d62-516f-9831-88806969fb23,textbox,Description,,,,
f2e4c40a-5dea-5c55-a3dc-f45710df9dc2,textbox,Remedy,,,,
,checkpoint-no-value,Defect 15,,,,
2d5f791f-2c2e-5ff9-a21c-ab0c1d020f19,textbox,Defect 15,,,,
f9841055-18b7-536c-bdfb-b3b5b011f6c3,textbox,Description,,,,
ced8b610-a8df-578a-a5f1-05eb144b3018,textbox,Remedy,,,,
,checkpoint-no-value,Defect 16,,,,
5906f4dd-9107-500a-ab16-36b44750a513,textbox,Defect 16,,,,
9365d138-0d27-58a4-8902-8d95db844da9,textbox,Description,,,,
0ecbeb25-8578-5b7c-b31c-db15be216da9,textbox,Remedy,,,,
,checkpoint-no-value,Defect 17,,,,
cfda99e0-a5e5-5597-9cc1-8011abf0869e,textbox,Defect 17,,,,
5d9f0c15-3619-5662-b81f-90fe155b7db7,textbox,Description,,,,
