"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d3390bd9-7ebf-467b-b2b1-7aa6381de672","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Opening and sill acceptable. All elements approved as per drawings"
"5405640a-8f68-5686-8f78-7b7e67549327","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W201.01","Opening wrapped & prepared correctly by others"
"ba4bff91-1fac-562c-811a-400b37b2a9fc","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W201.01","External flashings installed as per shop drawings"
"e6549599-fd4d-5b22-aa6c-4778a1976a8b","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W201.01","Installed / Fixed As Per Shop Drawings"
"29e183f9-3545-5444-b3e1-33cb58e3f167","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W201.01","Airseals Completed (photo)"
"ca8b04a3-b29d-5f2b-9a60-e05e74b77ad0","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W201.01","Site Glazing Completed"
"a3580407-e38f-56e3-b4db-ddf73acce815","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W201.01","Trade clean/protected"
"85645276-75de-55f2-8fbd-3aa1b4b98a94","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W201.02"
"052ff36f-4529-4e80-906b-da848d2e6aca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Opening and sill acceptable. All elements approved as per drawings"
"7459efc5-97ac-55bc-b05e-d65ccaa40e6a","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W201.02","Opening wrapped & prepared correctly by others"
"d9b10fa7-999d-5357-a7f9-ae7c4e9698f4","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W201.02","External flashings installed as per shop drawings"
"6a8a61d6-badc-5b13-b869-6e23ee15c418","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W201.02","Installed / Fixed As Per Shop Drawings"
"1a934fd3-f353-503c-a881-7afce9f7ee44","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W201.02","Airseals Completed (photo)"
"fe2b01dc-8038-50aa-8e19-5c83b82f4d70","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W201.02","Site Glazing Completed"
"49a5e71b-0a7a-5cab-aea0-df811fd4fdd6","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W201.02","Trade clean/protected"
"cbf0f8c6-d991-50a9-adda-989a96d471a2","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W210.01"
"92e7d42e-db90-47cb-93db-d1ab6ec55181","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Opening and sill acceptable. All elements approved as per drawings"
"7a9ca100-6095-5389-9dad-9b238b9c2723","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W210.01","Opening wrapped & prepared correctly by others"
"5efa7403-2240-5a2f-b1e3-4cd83b493b70","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W210.01","External flashings installed as per shop drawings"
"1c968c69-a101-54f9-b032-12613d138c71","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W210.01","Installed / Fixed As Per Shop Drawings"
"c64dd65a-d5b2-5412-892a-7f3a616790a6","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W210.01","Airseals Completed (photo)"
"66740619-635b-500c-b8fc-e9e245c044dc","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W210.01","Site Glazing Completed"
"da3d171b-3f45-51fa-8271-e53cd81635ea","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W210.01","Trade clean/protected"
"1106cd5f-e05a-597d-b13d-94e36d1a6ccb","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W206.01"
"ae1c6f5a-4879-4374-baa8-6777c063136b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Opening and sill acceptable. All elements approved as per drawings"
"9e213d1c-8b2a-584e-803d-fe0bf2cab921","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W206.01","Opening wrapped & prepared correctly by others"
"f89e29fb-bc09-57c3-9e5f-a52dccea47ff","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W206.01","External flashings installed as per shop drawings"
"2caf5e94-a3f3-5d13-9124-30d7c5399467","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W206.01","Installed / Fixed As Per Shop Drawings"
"df492681-7c77-5e78-a65c-7c46d1dbca50","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W206.01","Airseals Completed (photo)"
"df4f87ac-04df-50ad-abb4-efee6a4915c4","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W206.01","Site Glazing Completed"
"bdd4362a-00d9-5d2f-ad7c-30cef57b4e29","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W206.01","Trade clean/protected"
"87660210-d1fb-55d9-bf4d-abc7c316afe6","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W206.02"
"8a7bde6a-2e6d-46b2-9aa2-6d9b051ce2a3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Opening and sill acceptable. All elements approved as per drawings"
"88b81405-9120-5c3a-b995-15802a65b0c6","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W206.02","Opening wrapped & prepared correctly by others"
"6781e2de-14b7-5b0f-adf5-284ccd3856ee","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W206.02","External flashings installed as per shop drawings"
"0ac395d9-a152-5b89-847f-fa533333f9ac","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W206.02","Installed / Fixed As Per Shop Drawings"
"bb56ecc6-543f-5908-9327-fa624b35f129","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W206.02","Airseals Completed (photo)"
"2ae68c90-b2ca-5f69-8730-7febe2f34164","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W206.02","Site Glazing Completed"
"5f52cfbb-7a52-5deb-96c2-47389c9b0704","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W206.02","Trade clean/protected"
"ecadaa79-f97e-5c5c-a332-4f81aeefd13b","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","D206.07"
"452885c1-23c1-4a20-9fbc-03a0b5bc4d03","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Opening and sill acceptable. All elements approved as per drawings"
"7635d43e-fe92-5f22-abb3-63bded831c4e","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D206.07","Opening wrapped & prepared correctly by others"
"c08f9e81-38d7-5de9-80b1-310c01038ae1","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D206.07","External flashings installed as per shop drawings"
"695690fc-f262-5b7f-bf2b-fe06d76ddba1","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D206.07","Installed / Fixed As Per Shop Drawings"
"0045fce4-69b9-5fa2-9670-488b5455f089","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D206.07","Airseals Completed (photo)"
"48df8970-9f7e-5c71-ada6-7c95192075c7","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D206.07","Site Glazing Completed"
"e151e803-4c63-53d1-98d3-a1831c849fae","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D206.07","Trade clean/protected"
"f985e55e-4459-59e4-8ca5-2f399681cbde","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W205.01"
"d16584ce-f5c9-4bb8-b67b-c5c314ee2010","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Opening and sill acceptable. All elements approved as per drawings"
"2526c8a5-4a41-59be-9766-62b5062fd961","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W205.01","Opening wrapped & prepared correctly by others"
"f610926c-e569-5aad-b6ee-482d6caff53e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W205.01","External flashings installed as per shop drawings"
"118ccae5-fd34-5d54-850a-98b1bddf4456","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W205.01","Installed / Fixed As Per Shop Drawings"
"3a873c9c-870a-5e9c-ab28-d7221a5782c7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W205.01","Airseals Completed (photo)"
"fb2ac151-e803-5882-8108-6c3c4e6cd9f2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W205.01","Site Glazing Completed"
"223b277a-455c-57da-8b9f-9714944b397c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W205.01","Trade clean/protected"
"8aab7d12-bd33-5b59-9fab-23890bd866d5","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W205.02"
"46d8a3f3-6a5b-445e-bb08-f171952fffc9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Opening and sill acceptable. All elements approved as per drawings"
"59de3f40-072c-5dde-b0ab-5e774adf5356","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W205.02","Opening wrapped & prepared correctly by others"
"280ed765-1bed-5b6d-b892-1e31af4effca","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W205.02","External flashings installed as per shop drawings"
"f27c8f43-3834-5a92-ba74-f995b6dafdfc","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W205.02","Installed / Fixed As Per Shop Drawings"
"d276aa68-8239-582c-b86a-2d51738c9bb7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W205.02","Airseals Completed (photo)"
"f7040100-9c49-512c-a927-81d615414b1d","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W205.02","Site Glazing Completed"
"f704c23a-6fb2-5b88-b65e-cede060b88cf","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W205.02","Trade clean/protected"
"4a709cd4-d142-53e2-9779-cf016d52136d","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","D205.06"
"71ea108e-55be-4c82-be39-bf88ddab19bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Opening and sill acceptable. All elements approved as per drawings"
"fc6d2d33-97bb-5750-93e2-ad1ae6cec5e9","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D205.06","Opening wrapped & prepared correctly by others"
"67e54bb6-f38f-5616-8815-9e4443b1e7f9","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D205.06","External flashings installed as per shop drawings"
"3f45eee3-c4b7-50ca-b513-646872a835d7","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D205.06","Installed / Fixed As Per Shop Drawings"
"391ed657-2e86-519e-b9c7-8488a18408ea","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D205.06","Airseals Completed (photo)"
"56c817ce-212d-5c7c-8a6b-0769cf584980","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D205.06","Site Glazing Completed"
"6287b36a-c050-5003-9145-6c0023ca2df3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D205.06","Trade clean/protected"
"1d02cde5-1ec2-5cd8-9622-e90281771458","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W204.01"
"141d37b9-b8f7-4b6e-93c2-e5babf87880f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Opening and sill acceptable. All elements approved as per drawings"
"ce0ba28b-2cb5-55a0-84b2-baa25225af0e","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W204.01","Opening wrapped & prepared correctly by others"
"3f22c9d2-9340-582b-aa83-317d192dffd2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W204.01","External flashings installed as per shop drawings"
"069a1eca-bda4-5ca0-a7ff-8c45b4e3be3f","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W204.01","Installed / Fixed As Per Shop Drawings"
"6dbb5d42-4f93-581f-8f84-7d476db464f0","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W204.01","Airseals Completed (photo)"
"bed6e63a-6e21-5338-bf07-354529f87db7","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W204.01","Site Glazing Completed"
"f0b892a6-a6ff-5128-b867-32cdb026b8a3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W204.01","Trade clean/protected"
"280f4513-2201-57d8-a50f-bcac41d34571","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","D204.07"
"86b88e1d-7388-4997-987a-4f78519f46d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Opening and sill acceptable. All elements approved as per drawings"
"c9866028-d3a6-5158-8bcb-21c6a086b18a","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D204.07","Opening wrapped & prepared correctly by others"
"3f270d1b-05ff-54fe-883f-9f7cd3439c0d","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D204.07","External flashings installed as per shop drawings"
"ba896a58-c42d-5de4-8362-6c4bdb4e5ff6","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D204.07","Installed / Fixed As Per Shop Drawings"
"d1fb3efb-0787-5848-b45f-0e98e85913c0","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D204.07","Airseals Completed (photo)"
"9ad4ca1a-1b97-5eb2-8bf7-ff148307a455","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D204.07","Site Glazing Completed"
"7d6066a2-6b8d-5640-bf92-6afbb45ecc9e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D204.07","Trade clean/protected"
"c8061623-1107-5f1b-aa75-83e10e06613c","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","W203.01"
"3ffe0597-af9c-4a8b-8613-a3cb2d98f2f8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W203.01","Opening and sill acceptable. All elements approved as per drawings"
"a1712195-732b-5476-8e9d-0535804cc493","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W203.01","Opening wrapped & prepared correctly by others"
"547343dc-028c-5dc7-8ac6-efd3edc70f8a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W203.01","External flashings installed as per shop drawings"
"f023743b-f9a7-50b9-a4f8-fb62960dc043","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W203.01","Installed / Fixed As Per Shop Drawings"
"fa436900-8989-597c-bf1a-f06538826169","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W203.01","Airseals Completed (photo)"
"1dabb57b-5656-5a24-a70a-8111e9c7853b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W203.01","Site Glazing Completed"
"2ff50a23-b4dc-5a45-aa9d-da502b19fb46","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W203.01","Trade clean/protected"
"75087c77-2862-507c-85cf-7322605bdaff","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 2","D203.07"
"47d74176-75bb-4853-bb88-d7c98e34f00f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D203.07","Opening and sill acceptable. All elements approved as per drawings"
"4af6fc83-0fdd-5a0b-8367-9e2c72d5eade","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D203.07","Opening wrapped & prepared correctly by others"
"d98c7691-4517-5a59-8a26-45de7abe0cd7","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D203.07","External flashings installed as per shop drawings"
"0dfbf5f9-72bf-5ff1-ba25-638e55de22e1","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D203.07","Installed / Fixed As Per Shop Drawings"
"f1e84b8e-8fbb-5c59-9af8-bdb9a5eaab07","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D203.07","Airseals Completed (photo)"
"a20d44f6-083b-577a-b0f6-e114196853d6","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D203.07","Site Glazing Completed"
"704cb2c0-8ded-5783-b1c6-bfae19a974a2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D203.07","Trade clean/protected"
"258e6b67-54c0-5753-a5c0-dfea6f83e3d1","","folder-normal","fail","","step","TRUE","FALSE","Level 3"
"2821ab21-8c94-57fb-aa9d-9a058164922d","","checklist-flat","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 3","D302.06"
"0ae2e18f-ddeb-41af-abdc-abb752b3efb0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 3","D302.06","Opening and sill acceptable. All elements approved as per drawings"
"7e61d39a-a7b8-5199-8a94-05a432a7e83e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 3","D302.06","Opening wrapped & prepared correctly by others"
"b28dea74-09bb-5d91-87d4-f65ae33d71d0","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 3","D302.06","External flashings installed as per shop drawings"
