"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"054549e4-ff82-5750-81bc-9f839d827c5b","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1102.02","Opening wrapped & prepared correctly by others"
"a3919ef6-c524-549d-8106-dbea501d8069","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1102.02","External flashings installed as per shop drawings"
"7a2f8dc4-b43c-5b6a-83cb-b95ba3b95299","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1102.02","Installed / Fixed As Per Shop Drawings"
"a7e43b22-d467-54e3-9a05-65ba2de88292","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1102.02","Airseals Completed (photo)"
"ad70ad58-a4bb-5595-ad1c-802b6b4faf7e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1102.02","Site Glazing Completed"
"13062096-c07e-5208-8098-631d1ce03950","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1102.02","Trade clean/protected"
"6a22ad5c-ea79-5734-82d9-8515fa437b2d","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","D1101.02"
"50b50d7d-63b5-4b9c-a38d-44ce430d9cac","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1101.02","Opening and sill acceptable. All elements approved as per drawings"
"1995f726-dc7e-5f80-a13f-4d4288b3eb50","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1101.02","Opening wrapped & prepared correctly by others"
"f87056aa-f893-56de-b29b-e7f02d489588","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1101.02","External flashings installed as per shop drawings"
"3cc33598-55f9-5f04-906c-346f5e0ad17f","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1101.02","Installed / Fixed As Per Shop Drawings"
"5493a810-ffbc-52c2-ba9a-9b64bc1c2f34","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","D1101.02","Airseals Completed (photo)"
"d6cd02c4-48b9-57da-8857-f9ec82d9d6f0","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","D1101.02","Site Glazing Completed"
"e5c52e8a-3240-58fc-a7fc-3397547a1433","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","D1101.02","Trade clean/protected"
"fe239073-d35b-5990-aea0-b4dc73963e32","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1101.01"
"b1d82145-1f7e-413d-9afc-9cd4519598d9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1101.01","Opening and sill acceptable. All elements approved as per drawings"
"e306feea-e01b-5b5f-a2c3-c6f9e8978af2","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1101.01","Opening wrapped & prepared correctly by others"
"6fcf5a79-0a21-553d-a7c9-9a9716ed08de","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1101.01","External flashings installed as per shop drawings"
"ebb961e5-1ef7-549a-b7a6-0b844ed3b622","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1101.01","Installed / Fixed As Per Shop Drawings"
"3fe6ad39-3679-50cb-afff-52c0bff0ebc9","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1101.01","Airseals Completed (photo)"
"1422291c-2ab9-5a77-bdd7-c7ecc6698ebb","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1101.01","Site Glazing Completed"
"fc8453f4-88b9-52b6-a50b-e34636eb9382","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1101.01","Trade clean/protected"
"3e2a31a1-c65c-557e-96ab-d0cd9b052b26","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1101.02"
"dd2160c0-636c-4bc1-9cac-08d8cdadc99f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1101.02","Opening and sill acceptable. All elements approved as per drawings"
"e7e30430-6614-5a5f-8890-1fc1d98e7629","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1101.02","Opening wrapped & prepared correctly by others"
"51901cba-f8ed-5cc9-b11c-797f4c1abb03","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1101.02","External flashings installed as per shop drawings"
"d5189228-9065-5b56-b52b-f9229b0efd72","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1101.02","Installed / Fixed As Per Shop Drawings"
"17284d50-c7df-54bb-b05d-56428d19a7c2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1101.02","Airseals Completed (photo)"
"d36504c1-7202-568f-b089-c932aa8704fb","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1101.02","Site Glazing Completed"
"84bfa392-6d8d-5c59-bb6d-260d3fb281f5","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1101.02","Trade clean/protected"
"764c2167-819d-58b8-b441-b842c7db1cb6","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1110.01"
"a55245d9-2061-45c5-b2ad-1bd1befb5e1b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1110.01","Opening and sill acceptable. All elements approved as per drawings"
"b71a328f-d632-58b9-9c29-10212788e361","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1110.01","Opening wrapped & prepared correctly by others"
"2fc09111-e71d-5025-b4ea-c082b24f353c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1110.01","External flashings installed as per shop drawings"
"c3af2409-8dc6-54bc-953b-e1fa54c3b2cb","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1110.01","Installed / Fixed As Per Shop Drawings"
"3bf9d81e-f2dd-5fc2-a47d-54b64dd5219a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1110.01","Airseals Completed (photo)"
"4e413aba-30cc-5e1a-953a-50dd17a431ec","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1110.01","Site Glazing Completed"
"b3c2453c-eb4b-5657-a988-3e53ae4a7851","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1110.01","Trade clean/protected"
"951fb438-3034-5856-81fe-0aeaa96694b9","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1106.01"
"5657cb88-05b4-441e-bad0-d3040ebcba00","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1106.01","Opening and sill acceptable. All elements approved as per drawings"
"dcb5c2d6-1350-5e9f-9959-2f2b81647479","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1106.01","Opening wrapped & prepared correctly by others"
"96b550f9-98f6-5dfb-8697-a262f7bd2552","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1106.01","External flashings installed as per shop drawings"
"2113fae1-75d7-56ff-94b6-217c9e65cc10","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1106.01","Installed / Fixed As Per Shop Drawings"
"99027563-777d-515b-bb25-4d4010815738","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1106.01","Airseals Completed (photo)"
"51a48eae-f4c7-5582-9310-89928ec2273b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1106.01","Site Glazing Completed"
"0497881e-b69a-55b0-8dcc-2e4499e4de1c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1106.01","Trade clean/protected"
"67e951c8-5cc7-589a-9c09-8e654abac888","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1106.02"
"c7994c4c-9fd9-41ec-9c2f-5e6d3e1c6b9b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1106.02","Opening and sill acceptable. All elements approved as per drawings"
"360ae707-956c-553d-b0b6-b625102557cc","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1106.02","Opening wrapped & prepared correctly by others"
"570d4c3f-b56d-51bb-b60c-2acaa78832c3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1106.02","External flashings installed as per shop drawings"
"bf83a41c-95a1-58ac-8d26-114e9c66e044","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1106.02","Installed / Fixed As Per Shop Drawings"
"de58210c-6cc2-5964-b57a-162b93754cfc","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1106.02","Airseals Completed (photo)"
"aebaeb0b-e8f1-55c4-b9ce-73210cf90b99","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1106.02","Site Glazing Completed"
"306fd8b6-531f-5a1c-80db-d890862f05ed","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1106.02","Trade clean/protected"
"8668288a-53e4-532e-921c-8a93562f85f0","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","D1106.02"
"9cd1d919-2247-4ead-88d8-b85f20050a4d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1106.02","Opening and sill acceptable. All elements approved as per drawings"
"d2c98cfc-77ff-515b-a599-5b114ca5833f","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1106.02","Opening wrapped & prepared correctly by others"
"cdd76885-62d1-515d-a9ff-edca79d43301","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1106.02","External flashings installed as per shop drawings"
"72a832de-0a64-500e-bdbf-f3c0503adcf3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1106.02","Installed / Fixed As Per Shop Drawings"
"ec6cdeb2-d2b2-5352-b3e8-7233ded46096","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","D1106.02","Airseals Completed (photo)"
"0db00b61-407e-507c-84a6-105c3220ca7f","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","D1106.02","Site Glazing Completed"
"877e870f-aa1b-57b4-8a73-e8d9f8edbc97","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","D1106.02","Trade clean/protected"
"11c6f248-3d37-5ac5-992b-7726199fe61a","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1105.01"
"ea95baf6-5adf-49cc-b9c4-c6577d8a757d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1105.01","Opening and sill acceptable. All elements approved as per drawings"
"aa2e2fc9-d538-536e-960e-72a3c0ce0f96","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1105.01","Opening wrapped & prepared correctly by others"
"cb212408-2c84-5bb7-831f-e2dc89cbca5b","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1105.01","External flashings installed as per shop drawings"
"d215eb07-6a7b-5d60-a3df-623d2e675316","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1105.01","Installed / Fixed As Per Shop Drawings"
"04aaa5a0-cc1f-54e9-95a6-8d463193c780","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1105.01","Airseals Completed (photo)"
"44f24d03-6f1a-5cbf-ba8e-133d485fc0d4","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1105.01","Site Glazing Completed"
"edcbba1b-dfbb-56ba-86ea-5317e99b60c2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1105.01","Trade clean/protected"
"c3cf5ee6-1eab-5664-8ebe-26d4557780e0","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1105.02"
"2609bb76-73fe-42ca-af8a-3c35cf5a7302","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1105.02","Opening and sill acceptable. All elements approved as per drawings"
"18fed9ab-3e9f-5d20-9318-b86aafcaa2f5","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1105.02","Opening wrapped & prepared correctly by others"
"ce9cccea-b1d6-5e62-b765-a8660e905657","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1105.02","External flashings installed as per shop drawings"
"ba733815-8ca0-5ce1-a151-5e2f2799951f","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1105.02","Installed / Fixed As Per Shop Drawings"
"df4ba9b9-6e38-5543-a194-ef0a205e7bab","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1105.02","Airseals Completed (photo)"
"d749048c-f8cc-512e-84fd-5f7bfaddc508","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1105.02","Site Glazing Completed"
"c2cdd2ed-881a-576f-bc76-548666642efb","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1105.02","Trade clean/protected"
"42fd5b34-989a-577f-978c-5c713b2135f5","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","D1105.06"
"49f3a905-6743-47f4-8ccb-5a6eb4dd6bb7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1105.06","Opening and sill acceptable. All elements approved as per drawings"
"c3c39193-00bc-5d7d-8705-6133ffc89145","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1105.06","Opening wrapped & prepared correctly by others"
"1f616c92-dcae-5f48-820f-cd0eadee916c","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1105.06","External flashings installed as per shop drawings"
"cf8b7470-fadf-5ee3-aaec-6bb4711f1b3f","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1105.06","Installed / Fixed As Per Shop Drawings"
"a01445d3-7944-5236-829f-5eaa60a93f38","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","D1105.06","Airseals Completed (photo)"
"6026015b-3b17-5ec7-b5e9-2d4915962fa0","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","D1105.06","Site Glazing Completed"
"474388b5-3add-5da1-b325-5c9c5b1c1b0f","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","D1105.06","Trade clean/protected"
"0b8efe58-bf01-5054-befb-dc182b47997e","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1104.01"
"776e3883-bb68-41d0-ad24-4917917667a9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1104.01","Opening and sill acceptable. All elements approved as per drawings"
"d005626d-367e-5ce7-a03f-68829f2e1770","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1104.01","Opening wrapped & prepared correctly by others"
"4b7c20eb-5741-5118-9139-b99415508aac","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1104.01","External flashings installed as per shop drawings"
"e198682a-b15b-5e60-aff9-e7d4a0b5a64e","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","W1104.01","Installed / Fixed As Per Shop Drawings"
"25cea769-7062-5811-9b80-fa133b67bff2","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","W1104.01","Airseals Completed (photo)"
"608ac7b5-97a8-5485-aaf5-8fb85b88538a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","W1104.01","Site Glazing Completed"
"c51e3db3-1dfa-5f0e-87d6-07c191275e0a","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","W1104.01","Trade clean/protected"
"99f3d01b-711c-5de1-91ec-015cb8ee2b2e","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","D1104.07"
"1106b4c9-54b7-4478-b4cb-746ae31dcdb1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","D1104.07","Opening and sill acceptable. All elements approved as per drawings"
"df72f91f-dfe2-5f2d-8b67-142e4d715617","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","D1104.07","Opening wrapped & prepared correctly by others"
"a2618a3b-8229-5757-830a-30f62b0e0f04","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","D1104.07","External flashings installed as per shop drawings"
"cc43d059-1938-5e88-9dd7-ea486f30c3a3","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 11","D1104.07","Installed / Fixed As Per Shop Drawings"
"2a7d3fb1-1e45-5edb-8816-57d4dc855070","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 11","D1104.07","Airseals Completed (photo)"
"d00129f1-4f73-547a-99f5-fae49d2a3e23","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 11","D1104.07","Site Glazing Completed"
"1cdeabf7-71d0-5439-a77a-8597412234bc","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 11","D1104.07","Trade clean/protected"
"bebcae72-e636-5e60-9438-40715bb5414a","","checklist-flat","work-in-progress","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140","checklist-flat","FALSE","FALSE","Level 11","W1103.01"
"3b37b063-469a-4f84-b259-61c5a079b3f3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 11","W1103.01","Opening and sill acceptable. All elements approved as per drawings"
"0be1bb42-2902-5f57-99cd-b3a8fb118e0b","","checkpoint-status","pass","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 11","W1103.01","Opening wrapped & prepared correctly by others"
"9014b72b-8609-5989-9b23-39bcc3593573","","checkpoint-status","not-started","1e2a48e5852a729e845ac2978a102e0adf2600614b608976c17715dc51670140:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 11","W1103.01","External flashings installed as per shop drawings"
