Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Slab Reinforcement,dynamic,Slab Reinforcement,Site QA,
,,Slab PT,dynamic,Slab PT,Site QA,
,,Columns,dynamic,Columns,Site QA,
,,Core,dynamic,Core,Site QA,
,,Stairs,dynamic,Stairs,Site QA,
,Columns,,,,,
,,North,,North,,
,,South,,South,,
,,Core 1,,Core 1,,
,,Core 2,,Core 2,,
,,,,,,
Columns Progress,,,,,,
,Scope,,,Site QA,Columns,
,Rows,,,,,
,,Ground - Level 1,dynamic,Ground - Level 1,Site QA,Columns
,,Level 1 - Level 2,dynamic,Level 1 - Level 2,Site QA,Columns
,,Level 2 - Level 3,dynamic,Level 2 - Level 3,Site QA,Columns
,,Level 3 - Level 4,dynamic,Level 3 - Level 4,Site QA,Columns
,,Level 4 - Level 5,dynamic,Level 4 - Level 5,Site QA,Columns
,,Level 5 - Level 6,dynamic,Level 5 - Level 6,Site QA,Columns
,,Level 6 - Level 7,dynamic,Level 6 - Level 7,Site QA,Columns
,,Level 7 - Level 8,dynamic,Level 7 - Level 8,Site QA,Columns
,,Level 8 - Level 9,dynamic,Level 8 - Level 9,Site QA,Columns
,,Level 9 - Level 10,dynamic,Level 9 - Level 10,Site QA,Columns
,,Level 10 - Level 11,dynamic,Level 10 - Level 11,Site QA,Columns
,,Level 11 - Level 12,dynamic,Level 11 - Level 12,Site QA,Columns
,,Level 12 - Level 13,dynamic,Level 12 - Level 13,Site QA,Columns
,,Level 13 - Level 14,dynamic,Level 13 - Level 14,Site QA,Columns
,,Level 14 - Level 15,dynamic,Level 14 - Level 15,Site QA,Columns
,,Level 15 - Level 16,dynamic,Level 15 - Level 16,Site QA,Columns
,,Level 16 - Level 17,dynamic,Level 16 - Level 17,Site QA,Columns
,,Level 17 - Level 18,dynamic,Level 17 - Level 18,Site QA,Columns
,,Level 18 - Level 19,dynamic,Level 18 - Level 19,Site QA,Columns
,,Level 19 - Level 20,dynamic,Level 19 - Level 20,Site QA,Columns
,,Level 20 - Level 21,dynamic,Level 20 - Level 21,Site QA,Columns
,,Level 21 - Level 22,dynamic,Level 21 - Level 22,Site QA,Columns
,,Level 22 - Level 23,dynamic,Level 22 - Level 23,Site QA,Columns
,,Level 23 - Level 24,dynamic,Level 23 - Level 24,Site QA,Columns
,,Level 24 - Level 25,dynamic,Level 24 - Level 25,Site QA,Columns
,,Level 25 - Level 26,dynamic,Level 25 - Level 26,Site QA,Columns
,,Level 26 - Level 27,dynamic,Level 26 - Level 27,Site QA,Columns
,,Level 27 - Level 28,dynamic,Level 27 - Level 28,Site QA,Columns
,,Level 28 - Level 29,dynamic,Level 28 - Level 29,Site QA,Columns
,,Level 29 - Level 30,dynamic,Level 29 - Level 30,Site QA,Columns
,,Level 30 - Level 31,dynamic,Level 30 - Level 31,Site QA,Columns
,,Level 31 - Level 32,dynamic,Level 31 - Level 32,Site QA,Columns
,,Level 32 - Level 33,dynamic,Level 32 - Level 33,Site QA,Columns
,,Level 33 - Level 34,dynamic,Level 33 - Level 34,Site QA,Columns
,,Level 34 - Level 35,dynamic,Level 34 - Level 35,Site QA,Columns
,,Level 35 - Level 36,dynamic,Level 35 - Level 36,Site QA,Columns
,,Level 36 - Level 37,dynamic,Level 36 - Level 37,Site QA,Columns
,,Level 37 - Level 38,dynamic,Level 37 - Level 38,Site QA,Columns
,Columns,,,,,
,,Correct Grid Reference on Column tag,,Correct Grid Reference on Column tag,,
,,Column orientation correct for hydraulic services install,,Column orientation correct for hydraulic services install,,
,,Column Plumb,,Column Plumb,,
,,Reinforcement Installation Complete,,Reinforcement Installation Complete,,
,,Inspection by Builder/Engineer,,Inspection by Builder/ Engineer,,
,,Items closed out Prior to Pour,,Items closed out Prior to Pour,,
,,Ready for Sleeve,,Ready for Sleeve,,
,,Plumbed at deck level & chairs installed,,Plumbed at deck level and chairs installed,,
,,,,,,
Core Progress,,,,,,
,Scope,,,Site QA,Core,
,Rows,,,,,
,,Ground - Level 1,dynamic,Ground - Level 1,Site QA,Core
,,Level 1 - Level 2,dynamic,Level 1 - Level 2,Site QA,Core
,,Level 2 - Level 3,dynamic,Level 2 - Level 3,Site QA,Core
,,Level 3 - Level 4,dynamic,Level 3 - Level 4,Site QA,Core
,,Level 4 - Level 5,dynamic,Level 4 - Level 5,Site QA,Core
,,Level 5 - Level 6,dynamic,Level 5 - Level 6,Site QA,Core
,,Level 6 - Level 7,dynamic,Level 6 - Level 7,Site QA,Core
,,Level 7 - Level 8,dynamic,Level 7 - Level 8,Site QA,Core
,,Level 8 - Level 9,dynamic,Level 8 - Level 9,Site QA,Core
,,Level 9 - Level 10,dynamic,Level 9 - Level 10,Site QA,Core
,,Level 10 - Level 11,dynamic,Level 10 - Level 11,Site QA,Core
,,Level 11 - Level 12,dynamic,Level 11 - Level 12,Site QA,Core
,,Level 12 - Level 13,dynamic,Level 12 - Level 13,Site QA,Core
,,Level 13 - Level 14,dynamic,Level 13 - Level 14,Site QA,Core
,,Level 14 - Level 15,dynamic,Level 14 - Level 15,Site QA,Core
,,Level 15 - Level 16,dynamic,Level 15 - Level 16,Site QA,Core
,,Level 16 - Level 17,dynamic,Level 16 - Level 17,Site QA,Core
,,Level 17 - Level 18,dynamic,Level 17 - Level 18,Site QA,Core
,,Level 18 - Level 19,dynamic,Level 18 - Level 19,Site QA,Core
,,Level 19 - Level 20,dynamic,Level 19 - Level 20,Site QA,Core
,,Level 20 - Level 21,dynamic,Level 20 - Level 21,Site QA,Core
,,Level 21 - Level 22,dynamic,Level 21 - Level 22,Site QA,Core
,,Level 22 - Level 23,dynamic,Level 22 - Level 23,Site QA,Core
,,Level 23 - Level 24,dynamic,Level 23 - Level 24,Site QA,Core
,,Level 24 - Level 25,dynamic,Level 24 - Level 25,Site QA,Core
,,Level 25 - Level 26,dynamic,Level 25 - Level 26,Site QA,Core
,,Level 26 - Level 27,dynamic,Level 26 - Level 27,Site QA,Core
,,Level 27 - Level 28,dynamic,Level 27 - Level 28,Site QA,Core
,,Level 28 - Level 29,dynamic,Level 28 - Level 29,Site QA,Core
,,Level 29 - Level 30,dynamic,Level 29 - Level 30,Site QA,Core
,,Level 30 - Level 31,dynamic,Level 30 - Level 31,Site QA,Core
,,Level 31 - Level 32,dynamic,Level 31 - Level 32,Site QA,Core
,,Level 32 - Level 33,dynamic,Level 32 - Level 33,Site QA,Core
,,Level 33 - Level 34,dynamic,Level 33 - Level 34,Site QA,Core
,,Level 34 - Level 35,dynamic,Level 34 - Level 35,Site QA,Core
,,Level 35 - Level 36,dynamic,Level 35 - Level 36,Site QA,Core
,,Level 36 - Level 37,dynamic,Level 36 - Level 37,Site QA,Core
,,Level 37 - Level 38,dynamic,Level 37 - Level 38,Site QA,Core
,Columns,,,,,
,,Latest Drawing Check,,Latest Drawing Check,,
,,Check Correct Bar Size,,Check Correct Bar Size,,
,,Check Correct Spacing,,Check Correct Spacing,,
,,Check Correct Cover,,Check Correct Cover,,
,,Inspection by Builder/Engineer,,Inspection by Builder/Engineer,,
,,Items Closed Out Prior to Pour,,Items Closed Out Prior to Pour,,
,,Ready for Concrete Placement,,Ready for Concrete Placement,,
,,,,,,
Stairs Progress,,,,,,
,Scope,,,Site QA,Stairs,
