"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b72e7188-a52c-4896-8fa2-02af962698d4","","fail","","folder","TRUE","FALSE","Site QA"
"6658d9e8-e377-4fbd-bd74-f59af60e30b9","","work-in-progress","","folder","FALSE","FALSE","Site QA","L1"
"074eda17-2232-4189-a03e-7d2769dfd979","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-133"
"1d21f78c-4b87-4082-bbe6-0bda4c8b02c4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-134"
"02b11131-3b67-4722-bc4b-21d733eb0e90","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-135"
"b6a52f47-ded6-43b3-9733-1964b2a743ff","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-136"
"591118dc-7154-4159-9898-971943f08d5f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-137"
"35df385c-aa55-4ca5-94e9-a24a309a2fb6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-138"
"afdae474-50ee-462b-b007-ec066fdffe7c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-139"
"7ad386b3-85cc-42e3-a9ca-06f55d9627da","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-140"
"c182ab0b-fe66-441d-b18f-097883466aeb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-141"
"16aa8251-db81-49a9-9a81-475066c1d9f5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-142"
"db44bee0-17b4-46c4-b7e5-ccee6fb67e84","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-143"
"7d7def41-e680-4868-8978-73ea843a0dc9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L7","L7-144"
"b17b3442-4777-474a-9f0a-7aed649fb922","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L7","Post-Install Sign Off"
"6dd13e44-c97d-4107-a016-5837ca556d96","","fail","","folder","TRUE","FALSE","Site QA","L8"
"d229375a-0be5-4893-932e-c052be5c81ea","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-001"
"88749f26-7218-4ccb-89a4-ff1be8677990","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-002"
"cc8a7506-591b-406e-979d-ea9b9ea3e4cb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-003"
"bc4a60e2-7bad-4774-a0f5-5d40a6ab7df2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-004"
"e5b5f760-67ed-40d2-b4f7-3752a970fbc8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-005"
"cf4860ff-763d-49b0-b063-f618574dacc1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-006"
"bf5f5f26-00df-4174-bde7-0257996d0c39","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-007"
"431ad7a2-edc8-4176-9812-4ff990c5f663","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-008"
"688b9f7b-c12c-4fb1-91b3-69917d9d4322","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-009"
"faaafb95-92bb-467c-b8fd-11ddf2cf700a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-010"
"eff9e4c9-aec2-4f4d-8776-6d1028fde93d","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-011"
"971e8c56-7933-4111-bb83-425267ad1d24","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-012"
"0a0bfa6a-0905-4c76-94eb-7e9590bd08ed","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-013"
"f494535f-7630-495f-ab1f-871bee97f775","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-014"
"0f26e8ac-4fd2-4c9f-9ebf-267d2788f44b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-015"
"dbf80962-bc1a-494f-8c8a-3ba296ea174b","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-016"
"b2935e3d-99d5-4b79-8b9e-ec78a631af49","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-017"
"9a310ad1-a542-4d5c-af3d-c3bf20b40da3","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-018"
"daaa64fb-6c2d-47ec-aea1-4be33dae4303","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-019"
"33ce2793-208d-41a6-b10a-2363072f433b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-020"
"95c2ffa2-6d7e-4381-be79-43725169a3de","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-021"
"68095e1c-a446-4148-8c82-c8f917c38b61","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-022"
"fc79ec3b-ce83-44c5-9024-89f23c581d65","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-023"
"25b5fc0b-eb56-414c-995d-559c5f9ad669","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-024"
"3e3d0119-0e7b-4461-bd29-dd133f256f3d","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-025"
"8b405d45-004f-4ef4-b79a-b8d30e1eb1ba","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-026"
"826a835a-92b7-4f5f-9adf-32a4ae7ecae2","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-027"
"c74cd0d6-3d5f-4d18-829f-2e9af5d8debe","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-028"
"7313cb95-c792-4c60-8cfb-1340f1c754fa","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-029"
"8de140ce-13fd-4642-ad1e-ad386a257fa2","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-030"
"bbec4e12-e7cb-4a42-9a96-ad9e112f7ba9","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-031"
"d6aa28c1-e79d-4101-be1e-8e1e0c103581","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-032"
"74163986-5f53-4759-8f73-ed3801032feb","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-033"
"e399b463-bace-4c93-9810-d083aef550cf","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-034"
"99e460fb-bffe-4dff-b463-12724c9764eb","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-035"
"8f45cf76-9ce6-413d-bc47-faf3e451a4b7","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-036"
"7ec28c2d-1adc-4a8d-bce5-fd0960193013","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-037"
"f01ce1ef-0520-49a5-b3b7-6df22d03d9c0","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-038"
"2e15f27c-8b1d-48a2-9ee6-aaeefbe69d44","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-039"
"38ef036f-976f-4e5d-8556-adecc8070268","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-040"
"e88b20f5-2c01-4f3e-8e35-a4f638995290","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-041"
"e8323cc0-a7a2-4484-bcdb-29caddbbc28f","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-042"
"8f6b8c0a-95d5-432f-929b-6e16781a7435","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-043"
"811d68ed-11f5-4ebb-b052-b314cb6fcc70","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-044"
"2e505b68-51bc-4dec-a3b7-480dd1c3041a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-045"
"949aedeb-080d-4d07-80fc-c7fd231c75c1","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-046"
"14899c5d-0af1-4baf-bba8-f52a05af9781","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-047"
"33b47eb9-e4f4-4914-aa7b-5e9fc3d7e2a9","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-048"
"d3e0edcb-b119-43d4-ba98-7b2d51b8d3c4","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-049"
"7b700d3a-baf4-4021-9817-c2bf44d03262","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-050"
"ad1c08d7-aaac-4bfa-a5e8-c910e0916dc4","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-051"
"cf2c55a7-3557-4f70-a699-f2b65a1191f7","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-052"
"4a26d2de-3c1d-407c-a228-37258f4c7b59","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-053"
"4638d76f-63f7-4178-a892-f113eae5957a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-054"
"9c3461be-f8e5-4510-832a-d94757eeea61","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-055"
"3e88379e-70a9-4d2a-a0c6-236f96c1ed31","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-056"
"c5c9d315-18ac-4a5a-b6f0-a34ca5fa623d","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-057"
"20e5ee9a-39d4-4ea3-8d91-71b0d2cab264","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-058"
"27211e4b-676a-4126-95cd-b7bd65d36a67","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-059"
"8332c450-cb22-43aa-9322-90addecf499f","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-060"
"8bb6161c-44b3-42ed-bfc0-9308ef85fa6d","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-061"
"de2f0a84-1a75-48ee-b2b9-341b4167ecda","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-062"
"4bd7b1c4-d37f-47d0-bab3-459d91ce6711","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-063"
"61050c28-38f7-4806-8231-11e6276ad28d","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-064"
"c15a052f-02f2-46f6-a3b6-8e528d7ee569","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-065"
"3abbb349-91fd-4b94-9961-5abfc1773349","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-066"
"8ff525a7-7aaf-467d-b609-64fc775d94df","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-067"
"d957b1fd-e1b0-44f0-a134-1f3fb49b12e5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-068"
"7b9babc1-c190-4607-bc84-59dbcb8c4997","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-069"
"d5310952-83d1-43bf-ac00-509ac6be6495","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-070"
"494de301-9f92-48b2-b583-69eada1df3b1","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-071"
"71cd263e-28a6-402a-89bb-b8d8a3c41a14","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-072"
"c4cd7f6a-8daf-4877-be2d-76ca08caeff0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-073"
"56f6d43a-c987-4955-a859-50185c5b0796","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-074"
"f94b055a-1137-4799-b836-9fd8dc0a6aae","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-075"
"af12ae6f-6bfe-4e9b-bfe2-b64da38ebff0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-076"
"e1b6f69c-727e-46a7-9fb1-141bb8de6b61","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-077"
"78d6b594-3f52-4d42-8b48-903a6a821f3a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-078"
"28ead5cb-f182-4a8b-8d66-b4e65c58be73","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-079"
"3d67cb31-fb6c-47c5-84ca-98a8d728fb26","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-080"
"bcb5ed47-44b1-4d9b-bfae-b2daf685ee95","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-081"
"2fab7f3c-e88a-43ac-b02f-8c0085fce2b3","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-082"
"61391c93-0f69-4c69-82aa-05a7c7348a53","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-083"
"18435865-8648-469d-8825-71999c9d24c3","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-084"
"5eec76e5-5211-4479-88c7-e568b8e775dc","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-085"
"af3f6ca6-e781-4ada-9a66-4bad7ab2dedc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-086"
"80c0e04d-78ae-4891-8157-db9aa0ec053b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-087"
"e4f6d892-4ddd-4b73-86ff-ab606f46ea06","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-088"
"6164f6c2-00f0-4999-8eb0-06bced0e029b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-089"
"928b111a-9cb5-406c-8a2d-7f4f60bb8ed5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-090"
"a995aff2-8d64-4b9a-b257-8952dae52625","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-091"
"a0afa0a0-c942-4177-92cc-6a3414cbf9c0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-092"
"eb2e4c8a-8b7a-4e7e-92a2-580b23f58b75","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-093"
"0d6d6330-7cf6-4227-84fa-2b66adec5f90","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-094"
"f8a7451f-219f-47db-96fd-24f1b0930e18","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-095"
"13b9d76f-58e4-4fab-8008-26c208b83478","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-096"
"bf599ca9-8af1-4fed-a564-8a93cc33c6c6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-097"
"eab25372-d4c9-460f-ab60-967318ee3a51","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-098"
"a1eb4e77-5432-4e63-b212-6e068fa5a4f6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-099"
"ba796f3c-0e31-47d5-a787-ff7b86a3417d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-100"
"93d9376e-fd59-437f-a341-0a3f5cc451fe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-101"
"72e4929b-87e8-4f69-83c2-8a411265a4f6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-102"
"a5e5f651-8006-4a01-b7a8-d9aa7093633c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-103"
"46f16af6-6a1e-4f81-bfe4-b98dfb4953c5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-104"
"b0e32597-4f21-4a12-8035-d31d34919162","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-105"
"498f9d96-b1f0-4173-b567-4087cd817d78","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-106"
"adfb79ee-8ed0-4218-b8f4-0d9e4465f807","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-107"
"6ece451e-0e86-4baa-b3dd-76a70a721405","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-108"
"b0a15393-fbab-4cb5-a415-6a65f7d0ee64","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-109"
"1bb34db6-1a87-4f18-8268-6536d73b383f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-110"
"4e7dd198-b57f-42ab-a070-322b773f06e2","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-111"
"1a2277f5-f975-45e6-8949-7f1c639a28fc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-112"
"449edafc-b9b7-42bb-983e-3527d5303e24","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-113"
"5de92533-4c08-417f-80ea-7929a92b61c2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-114"
"6d62363b-99d0-4847-ab8a-66d065bc01ef","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-115"
"bf276650-93e1-4d60-8894-330c7a5dcc59","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-116"
"87c4ac84-10cb-4b06-888b-afd72003fea0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-117"
"f002cb13-4db3-4433-9efc-8ceb448ef770","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-118"
"d4e5762d-2395-4953-b40c-241b99931802","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-119"
"508530b5-5029-4b5b-bd32-70ef37d627e3","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-120"
"f2a60a3c-1308-40c9-8650-7ff937e1431b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-121"
"68a4fa00-848f-44e1-9f36-500ab5557852","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-122"
"d4949201-f39e-4847-9ea9-57c70e838a8b","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-123"
"c5ac8fcb-2502-4b79-a95e-d76ef36a6722","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-124"
"d8ba0214-e808-40a2-99a8-c7ccef789d1e","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-125"
"aab07136-ac3b-448f-878c-065b590718a1","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-126"
"17997861-8319-4f90-9716-fa1c1498832b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-127"
"7a4f3430-ffc6-4799-8226-28e28c701d12","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-128"
"5d35dbac-d044-4310-915f-ccda4f9ecd76","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-129"
"4344817d-ebab-4a3f-af18-a5d93889dd1e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-130"
"17b9660d-c1ef-4808-b9bd-4fced6a98423","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-131"
"01422846-6c09-41d4-92cd-335acda15446","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-132"
"efde8ec5-9648-4716-90c0-c537baa171b9","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-133"
"e10b2468-37ec-40e0-ab4d-234fc73ea797","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-134"
"883eb16a-a8dc-4c0e-aee5-d5d3df560aa7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-135"
"f32cffa2-e362-4f19-8d15-7fb569434dc0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-136"
"8b6c5a4b-798c-4cf1-8dfb-a7dfd8aa5361","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-137"
"db9d57b9-edec-4e4e-bfff-684370d45704","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-138"
"94846321-fae2-4fe5-b321-f9993782b7b0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-139"
"99b59b5e-41a9-4083-b071-917c18381518","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-140"
"f79db307-e36b-491c-ba52-27eb0bb351c6","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-141"
"de327581-6bcf-40de-9550-e58b587af968","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-142"
"355585e8-a296-43f0-9ef1-02b2530667a7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-143"
"1c8d4c33-3ffe-46ac-9696-bff26126398e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L8","L8-144"
"39a5a468-f65c-4e9d-89c2-fb539480affb","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L8","Post-Install Sign Off"
"9d7f33f5-5444-49c0-9b1f-88ef19d21e4d","","fail","","folder","TRUE","FALSE","Site QA","L9"
"591f4054-a505-4fd4-92ca-df610940f860","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-001"
"e8626d7e-af2d-4ade-b06d-08d9e78f3f57","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-002"
"255cdc72-c329-48e7-8799-a5b345c56e6e","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-003"
"6a8dc2f9-97e7-4155-8d58-a66d3c1ae23b","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-004"
"df106252-5371-47a9-bdf2-2e91976850fa","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-005"
"6b200996-42cf-4c7d-b144-c178193d4fac","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-006"
"0422b676-cfd2-4517-bccc-dabd5ae6bf0e","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-007"
"1d00119c-60bf-4ef8-bfc2-be4e4aec7100","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-008"
"0b1c37f5-0b79-4444-897e-4050cab89c2a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-009"
"0e16c321-1ff5-46cd-946c-5b71001b54eb","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-010"
"e7011b8f-1e0b-40e7-ad98-ae96e261fac4","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-011"
"e85a3145-1ac3-4e11-96f9-c6dcfe609210","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-012"
"8f992e93-16f7-436e-9916-ed4a3d9a97f5","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-013"
"79ba2c58-b96f-4586-bd55-ed0ec4e0694c","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-014"
"fa09cffc-8b27-4b4d-88c4-757375452efb","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-015"
"6f092ac7-4f6f-4382-be78-7b6f5096eee0","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L9","L9-016"
