"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Sewer Progress"
,"Scope",,
,"Rows"
,,"Sewer Main","grouping","sewer main"
,,"Lot 1 - New-1/1 East","dynamic","lot 1 - new-1/1 east"
,,"Lot 1 - New-1/1 Centre","dynamic","lot 1 - new-1/1 centre"
,,"Lot 1 - New-1/1 West","dynamic","lot 1 - new-1/1 west"
,,"Lot 2 - New-1/1 East","dynamic","lot 2 - new-1/1 east"
,,"Lot 2 - New-1/1 Centre","dynamic","lot 2 - new-1/1 centre"
,,"Lot 2 - 2/1-3/1","dynamic","lot 2 - 2/1-3/1"
,,"Lot 3 - 4/1-5/1","dynamic","lot 3 - 4/1-5/1"
,,"Lot 4 - 5/1-6/1","dynamic","lot 4 - 5/1-6/1"
,,"Lot 5 - 8/1-7/1","dynamic","lot 5 - 8/1-7/1"
,,"Lot 6 - 11/1-10/1","dynamic","lot 6 - 11/1-10/1"
,,"Lot 7 - 1/3-E/3","dynamic","lot 7 - 1/3-e/3"
,,"Lot 8 - 2/1-1/2","dynamic","lot 8 - 2/1-1/2"
,,"Lot 9 - 2/1-3/1","dynamic","lot 9 - 2/1-3/1"
,,"Lot 10 - 3/2-2/2","dynamic","lot 10 - 3/2-2/2"
,,"Lot 11 - 1/4-2/4","dynamic","lot 11 - 1/4-2/4"
,,"Road Crossings","grouping","road crossings"
,,"Lot 12 - 1/1-2/1","dynamic","lot 12 - 1/1-2/1"
,,"Lot 13 - 4/1-HC/1A","dynamic","lot 13 - 4/1-hc/1a"
,,"Lot 14 - 5/1-HC/1B","dynamic","lot 14 - 5/1-hc/1b"
,,"Lot 15 - 6/1-HC/1C","dynamic","lot 15 - 6/1-hc/1c"
,,"Lot 16 - 7/1-HC1/D","dynamic","lot 16 - 7/1-hc1/d"
,,"Lot 17 - 8/1-HC/1E","dynamic","lot 17 - 8/1-hc/1e"
,,"Lot 18 - 9/1-HC/1F","dynamic","lot 18 - 9/1-hc/1f"
,,"Lot 19 - 9/1-10/1","dynamic","lot 19 - 9/1-10/1"
,,"Lot 20 - 1/2-1/4","dynamic","lot 20 - 1/2-1/4"
,,"Lot 21 - 2/2-HC/2A","dynamic","lot 21 - 2/2-hc/2a"
,,"Manholes","grouping","manholes"
,,"New","dynamic","new"
,,"1/1","dynamic","1/1"
,,"2/1","dynamic","2/1"
,,"3/1","dynamic","3/1"
,,"6/1","dynamic","6/1"
,,"9/1","dynamic","9/1"
,,"1/2","dynamic","1/2"
,,"3/2","dynamic","3/2"
,,"1/4","dynamic","1/4"
,"Columns"
,,"Attach any relevant photos and documents",,"attach any relevant photos and documents"
,,"Test Lift","Test Lift","attach any relevant photos and documents"
,,"Test completed (Date)","Test completed (Date)","attach any relevant photos and documents"
