"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3f4fdcde-b75f-40ff-9ba6-0d4308c65bfe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"97eb35f6-e491-40b8-adbe-bcac61b3df16","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sewer"
"c86ecab7-0977-42ff-95cd-a2164689ec4a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sewer","Sewer Main"
"87dedd8e-8a0f-4909-b1d3-5066b6b25d44","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East"
"754ac84b-8e5f-4ae6-bd8b-b8209e28c9f6","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.3m Below"
"51795fe0-8d50-5860-93fe-bafd03104a6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.3m Below","Attach any relevant photos and documents"
"07c807e4-34cb-4c73-bfde-7cdfa0616fd7","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.6m Below"
"2f31400c-ac89-5dae-8212-af1673f65cf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.6m Below","Attach any relevant photos and documents"
"cd88213c-2c39-4dc4-9494-fc7ac28569fc","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.9m Below"
"502b49cf-21ac-5ae7-ad36-8d8f2ddf4782","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","0.9m Below","Attach any relevant photos and documents"
"75066d20-78c1-482a-9bab-38958f106b97","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.2m Below"
"64f74620-4315-5e3d-9a3a-b84d5ec478ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.2m Below","Attach any relevant photos and documents"
"9374cd84-bc5f-4c78-a4e9-f8e51142e7cb","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.5m Below"
"feba52ba-193a-5d8e-ae87-a8925869eefe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.5m Below","Attach any relevant photos and documents"
"29112849-71fc-45d2-9a72-a6ce082058c9","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.8m Below"
"ca40a336-c6c7-5d44-af14-5e88da8645b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","1.8m Below","Attach any relevant photos and documents"
"0f641922-ee66-4aad-ba64-6a538aae9122","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","2.1m Below"
"5c26edf6-d47b-5c40-adb7-e47dc4c708e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","2.1m Below","Attach any relevant photos and documents"
"c6705708-0228-4fb8-89a3-9a8422199c0e","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","Final Level"
"528dbee7-1c8f-5358-a8fa-465900ffe6cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 East","Final Level","Attach any relevant photos and documents"
"cb5ea950-d30d-4061-930d-2616d8fa6358","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre"
"293d855c-da13-4a7a-801d-f3e800216a82","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.3m Below"
"662e3255-67d9-50dc-8c63-ada64ca3a040","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.3m Below","Attach any relevant photos and documents"
"9233930b-8098-4675-892d-e428926f264e","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.6m Below"
"41cdf9ac-5c9e-57b5-974c-ae4ceffb15a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.6m Below","Attach any relevant photos and documents"
"f3bb6a5f-fa9b-459c-b116-f83bbe48ec01","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.9m Below"
"8207671e-18d5-5dfa-ad23-d95269039729","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","0.9m Below","Attach any relevant photos and documents"
"e389dc3a-0f90-405e-a11e-e7be1bb45cce","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","1.2m Below"
"4e8832f8-060e-5c51-9aed-f9f2934709b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","1.2m Below","Attach any relevant photos and documents"
"50c6539b-4e08-4e78-a213-4c1ae23e19a3","","checklist-flat","not-started","Sewer ITP","checklist-flat","FALSE","FALSE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","1.5m Below"
"8d84a078-9014-5faa-9549-be5cb0933403","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sewer","Sewer Main","Lot 1 - New-1/1 Centre","1.5m Below","Attach any relevant photos and documents"
