Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Basement Level ,grouping,Basement Level ,,,
,,AC-Unit,grouping,AC-Unit,,,
,,AC-B.12 & CU-B,expanded,AC-B.12 & CU-B,AC-Unit,Basement Level ,QA
,,Fan ,grouping,Fan ,,,
,,EFX-B.2,expanded,EFX-B.2,Fan ,Basement Level ,QA
,,EXF-B1.11,expanded,EXF-B1.11,Fan ,Basement Level ,QA
,,EXF-B1.12,expanded,EXF-B1.12,Fan ,Basement Level ,QA
,,Fire Damper ,grouping,Fire Damper ,,,
,,EXF-B.12,expanded,EXF-B.12,Fire Damper ,Basement Level ,QA
,,B.3,expanded,B.3,Fire Damper ,Basement Level ,QA
,,B.5,expanded,B.5,Fire Damper ,Basement Level ,QA
,,Level 1,grouping,Level 1,,,
,,AC - Unit,grouping,AC - Unit,,,
,,AC-1.1,expanded,AC-1.1,AC - Unit,Level 1,QA
,,AC-1.2,expanded,AC-1.2,AC - Unit,Level 1,QA
,,AC-1.3,expanded,AC-1.3,AC - Unit,Level 1,QA
,,AC-1.4,expanded,AC-1.4,AC - Unit,Level 1,QA
,,AC-1.5,expanded,AC-1.5,AC - Unit,Level 1,QA
,,AC-1.9,expanded,AC-1.9,AC - Unit,Level 1,QA
,,AC-1.10A,expanded,AC-1.10A,AC - Unit,Level 1,QA
,,AC-1.10B,expanded,AC-1.10B,AC - Unit,Level 1,QA
,,AC-1.16,expanded,AC-1.16,AC - Unit,Level 1,QA
,,AC-1.35,expanded,AC-1.35,AC - Unit,Level 1,QA
,,Branch Box,grouping,Branch Box,,,
,,BS1,expanded,BS1,Branch Box,Level 1,QA
,,BS2,expanded,BS2,Branch Box,Level 1,QA
,,Main pipework Run ,grouping,Main pipework Run ,,,
,,BS1,expanded,BS1,Main pipework Run ,Level 1,QA
,,BS2,expanded,BS2,Main pipework Run ,Level 1,QA
,,EXF1.20,expanded,EXF1.20,EXF-Fan,Level 1,QA
,,EXF1.21,expanded,EXF1.21,EXF-Fan,Level 1,QA
,,EXF1.24,expanded,EXF1.24,EXF-Fan,Level 1,QA
,,EXF2.18,expanded,EXF2.18,EXF-Fan,Level 1,QA
,,OAF-1.1,expanded,OAF-1.1,OAF-Fan ,Level 1,QA
,,OAF-1.2,expanded,OAF-1.2,OAF-Fan ,Level 1,QA
,,OAF-1.4,expanded,OAF-1.4,OAF-Fan ,Level 1,QA
,,OAF-1.10A,expanded,OAF-1.10A,OAF-Fan ,Level 1,QA
,,OAF-1.10B,expanded,OAF-1.10B,OAF-Fan ,Level 1,QA
,,OAF-1.16A,expanded,OAF-1.16A,OAF-Fan ,Level 1,QA
,,OAF-1.16B,expanded,OAF-1.16B,OAF-Fan ,Level 1,QA
,,OAF-1.35,expanded,OAF-1.35,OAF-Fan ,Level 1,QA
,,KH-1.16A,expanded,KH-1.16A,KEF-Fan,Level 1,QA
,,KH-1.16B,expanded,KH-1.16B,KEF-Fan,Level 1,QA
,,Level 2,grouping,Level 2,,,
,,AC-Unit,grouping,AC-Unit,,,
,,AC-2.1,expanded,AC-2.1,AC-Unit,Level 2,QA
,,AC-2.2,expanded,AC-2.2,AC-Unit,Level 2,QA
,,AC-2.3,expanded,AC-2.3,AC-Unit,Level 2,QA
,,AC-2.4,expanded,AC-2.4,AC-Unit,Level 2,QA
,,AC-2.5,expanded,AC-2.5,AC-Unit,Level 2,QA
,,AC-2.7,expanded,AC-2.7,AC-Unit,Level 2,QA
,,AC-2.21,expanded,AC-2.21,AC-Unit,Level 2,QA
,,Branch Box,grouping,Branch Box,,,
,,BS1,expanded,BS1,Branch Box,Level 2,QA
,,BS2,expanded,BS2,Branch Box,Level 2,QA
,,Main pipework Run ,grouping,Main pipework Run ,,,
,,BS1,expanded,BS1,Main pipework Run ,Level 2,QA
,,BS2,expanded,BS2,Main pipework Run ,Level 2,QA
,,Fan ,grouping,Fan ,,,
,,EXF-2.8,expanded,EXF-2.8,EXF-Fan ,Level 2,QA
