type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Pre-Start QA Checklist,,,,,,Internal Carpentry – Prestart Checklist
checkpoint-no-status,Details,,,,,,
textbox,Date,,,,,,
textbox,Area,,,,,,
label,Attach mark-up plan,,,,,,
checkpoint,Is the site ready for window reveal?,,,,,,
label,1.1 Yes - Window installed and QA received,,,,,,
label,1.2 No - Provide photos,,,,,,
label,Attach photos,,,,,,
checkpoint,Is the site ready for Fire Door installation?,,,,,,
label,2.1 Yes - Previous trade / Company wall and door opening size QA received,,,,,,
label,2.2 No - Provide photos,,,,,,
label,2.3 No - Fire Door not available,,,,,,
label,Attach photos,,,,,,
checkpoint,Is the site ready for Architrave and skirting?,,,,,,
label,3.1 Yes - Previous trade / Company plasterboard and stopping QA received,,,,,,
label,3.2 No - Provide photos,,,,,,
label,"3.3 No - Wall not square, provide photos",,,,,,
label,3.4 No - Room still full of other trades materials,,,,,,
label,Attach photos,,,,,,
