type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Photos,,,,,,Photos Checklist
checkpoint,Photos,,,,,,
,,,,,,,
checklist-flat,Test Sheets (Lightning),,,,,,Test Sheet Checklist
checkpoint,Ductor Testing Completed,,,,,,
checkpoint,Earth Resistance and Continuity Testing Completed,,,,,,
,,,,,,,
checklist-flat,Earth Pit ,,,,,,Earth Pit Checklist
checkpoint,Earth Pit Installed,,,,,,
checkpoint,Terminal Plate Cast Into top of pile cap,,,,,,
,,,,,,,
checklist-flat,Wricon Terminal Plates,,,,,,Wricon Terminal Plate Checklist
checkpoint,Wricon Welded to Column,,,,,,
checkpoint,Terminal Plates Cast into face of columns,,,,,,
,,,,,,,
checklist-flat,Test Sheet (Generator),,,,,,Test Sheet Checklist (Generator)
checkpoint,3 Phase Submain Cable Testing Completed,,,,,,
checkpoint,Earth Loop Impedance Completed,,,,,,
checkpoint,Thermal Imaging Completed,,,,,,
checkpoint,Secondary Injection Testing Completed,,,,,,
