type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,PipeWork Checklist,,,,,,PipeWork Checklist
checkpoint,Bedding Put In At Correct Height ,,,,,,
checkpoint,Grade Right,,,,,,
checkpoint,Check Pipes Is All The Way In ,,,,,,
checkpoint,Check Pipe Connections (No Gaps),,,,,,
checkpoint,Compact Around Pipe,,,,,,
