"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0efcbb0c-850c-4b6f-99d9-001bd315b93f","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"57044f1f-8856-4519-8cca-3dcb4e6ad741","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1"
"0560d05c-f5ad-4481-a17c-2cc11267a025","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing"
"e19db25e-15d3-4ec4-84b0-35d5cab707e1","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101"
"a637e004-5db4-491e-8b0c-58bee3dc8377","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in"
"1164bec8-2b16-4d97-bed4-ea68e8e61dd6","","work-in-progress","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in","WG Install Water/Gas Lead-ins"
"e4fe08fd-ed42-52e4-8e24-b2aabb04a72a","","work-in-progress","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in","WG Install Water/Gas Lead-ins","Details:"
"49d013df-158a-5b5f-8f40-797c4db72f32","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Dishwasher","Details:","Fit-off Dishwasher checked off as below:"
"91aff70b-f08d-4ee0-b84c-f37305e5dd49","","not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Gas Appliance"
"878d8f20-83b4-59ea-b45e-4f4490a0becb","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Gas Appliance","Details:"
"345609cc-42f7-5c3b-a114-e989d0124a94","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Gas Appliance","Details:","Fit-off Gas Appliance checked off as below:"
"15dc64c3-904a-4a73-a39c-4a7cd4b9ab79","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Laundry Trough & Tapware"
"d3a95ac0-15d7-5d93-bfdb-eb8fb7bb811e","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Laundry Trough & Tapware","Details:"
"74b33cae-f7d5-532a-9cfd-692f188f8841","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Laundry Trough & Tapware","Details:","Fit-off Laundry Trough & Tapware checked off as below:"
"ddd62ac6-1961-47e0-9686-5d20b84f0516","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Washing Machine Stops"
"29da7f76-3560-5ae6-afff-519c0f3ef083","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Washing Machine Stops","Details:"
"7ca839d5-8233-50d4-a816-f3c582a21b47","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Washing Machine Stops","Details:","Fit-off Washing Machine Stops checked off as below:"
"16e839dc-111b-4920-9c63-c7ce6d90699b","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Toilet & Cistern"
"a6d17bd0-1c80-57a6-99a2-08a040901810","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Toilet & Cistern","Details:"
"cfdaad4d-02d4-583d-9da8-1b4135895bfd","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Toilet & Cistern","Details:","Fit-off Toilet & Cistern checked off as below:"
"63cc68c2-adc6-4fb7-a9e8-e214ae0544a6","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Wash Basin & Tapware"
"7a08ddfb-bd3c-532e-a100-c218ab452f46","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Wash Basin & Tapware","Details:"
"b802c89b-778f-5a43-8546-86d7030f5c4d","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Wash Basin & Tapware","Details:","Fit-off Wash Basin & Tapware checked off as below:"
"fe7238f3-bb08-4829-b381-2f5d8ba169af","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Shower & Tapware"
"922b11f5-ce8c-5588-b8bf-749aa87725c7","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Shower & Tapware","Details:"
"968f09b9-fd65-582a-ae7f-f27a7ecd2c88","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Shower & Tapware","Details:","Fit-off Shower & Tapware checked off as below:"
"26874365-5845-4ab8-90c0-639ed752187f","","not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Bath & Tapware"
"4402f5d7-5df5-58c0-8b4e-8464a3714784","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Bath & Tapware","Details:"
"7b30da54-b977-59e8-9cd5-bb04d6261dcd","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Bath & Tapware","Details:","Fit-off Bath & Tapware checked off as below:"
"e9532bea-d084-4ef7-9982-8f7076f18241","","not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Hot Water Unit"
"0fc05a71-b14c-5035-a0ca-d7a08f1074a5","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Hot Water Unit","Details:"
"29ec74a4-ca86-5538-a690-da25302552cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Fit-off","FO Fit-off Hot Water Unit","Details:","Fit-off Hot Water Unit checked off as below:"
"ae59c486-7207-420a-bb4b-d737e4fa5447","","not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Testing"
"81793d77-b2e3-4ca0-a829-c03dc5ef6756","","not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Water Service Pipework"
"337f2ae7-c9b0-5f60-bf02-67e93c970137","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Water Service Pipework","Details:"
"65acbb25-e8ae-5e02-82b5-76b1356e6647","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Water Service Pipework","Details:","Test Water Service Pipework checked off as below:"
"829c8bbf-ef5f-4bb7-a2a5-76596f680150","","not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Gas Services Pipework"
"05d65f21-4fe6-53f5-ba7a-ac06fade2138","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Gas Services Pipework","Details:"
"6fcf6a34-c451-525b-93cb-c10989266663","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Testing","TST Test Gas Services Pipework","Details:","Test Gas Services Pipework checked off as below:"
"7df0ab6b-86b2-479f-8d69-cec09f26d666","","not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning"
"60ecaea9-6536-47ca-bbc8-14dcf4346d11","","not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"53046769-b1cf-5964-abf2-93138f71131d","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Rain Water Storage Tank & Pump","Details:"
"498d14b2-8faf-562e-83ea-2afa0c34d148","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Rain Water Storage Tank & Pump","Details:","Commission Rain Water Storage Tank & Pump checked off as below:"
"dd3f8d3e-fbce-497d-a401-4f15256c55e8","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Hot Water Unit"
"71d54288-8a04-52fb-8f3d-2707cda243aa","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Hot Water Unit","Details:"
"63d4a54a-a5a4-5ff0-a13c-744aa06715b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Hot Water Unit","Details:","Commission Hot Water Unit checked off as below:"
"69e7ca46-c960-4ad1-b524-150380e1a974","","not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Appliance"
"98f8ae54-1c77-55d2-841d-4e7beaaa2bd1","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Appliance","Details:"
"190c6210-03e3-5598-8f70-8245fe15c767","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Appliance","Details:","Commission Gas Appliance checked off as below:"
"2f57bbbb-0af0-43cb-b9ef-87a81f95a0bf","","not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Water Meter"
"3cd84e33-9312-56f1-b33d-5947d6175296","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Water Meter","Details:"
"5ceed1fd-b306-53ed-b0a5-a865858c69d1","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Water Meter","Details:","Commission Water Meter checked off as below:"
"87128d0d-16d2-47b2-b08b-f8d95fe7caad","","not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Meter"
"566a6e0c-2512-5714-ba3b-bb2ac74894fb","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Meter","Details:"
"7942a638-425d-551f-b2c2-386398170e7c","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Gas Meter","Details:","Commission Gas Meter checked off as below:"
"31ad5380-a1cc-4282-ad4f-1e37ba5cac89","","not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Backflow Prevention Device"
"e6f82d7e-7ebf-549f-842a-f502e1824f13","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Backflow Prevention Device","Details:"
"ecd3ba30-c4f9-54f5-aae6-9dc3ad716f52","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commission Backflow Prevention Device","Details:","Commission Backflow Prevention Device checked off as below:"
"ea86a3a3-0500-4a28-a8db-2e9edbf21068","","not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commissioning Final Handover"
"ac477ebd-e3c3-5dd4-b914-7b244957a82f","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commissioning Final Handover","Details:"
"7cea6f45-02a3-5e13-8af9-080c2f2ef4b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 101","Commissioning","COM Commissioning Final Handover","Details:","Commissioning Final Handover checked off as below:"
"ff9985e9-c53e-43d9-9e98-8e5101a458d5","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 102"
"96d51b1c-4e8c-48f7-bd78-e4dafa5e56b6","","work-in-progress","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in"
"3b06bb9b-5511-403c-ad4d-9c30a4b60123","","work-in-progress","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Lead-ins"
"68d0fd6d-b590-5b88-ad6a-2c65929f1d8a","","work-in-progress","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Lead-ins","Details:"
"89a25f27-12d8-59fe-996f-cd6430415923","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Lead-ins","Details:","Install Water/Gas Lead-ins checked off as below:"
"f67b75ce-5366-43bf-806d-83430b8c347a","","pass","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"c1f86061-1278-5e26-a582-e6df2206191d","","pass","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","SD Install Sewer Stacks, Wastes & Vents","Details:"
"7f75c352-8c7e-554b-a16e-4c0956af8882","","pass","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","SD Install Sewer Stacks, Wastes & Vents","Details:","Install Sewer Stacks, Wastes & Vents checked off as below:"
"c07975a8-99e1-41a0-9154-0ab0c0c98249","","pass","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Rough-ins"
"6056f3d9-f29a-5c9c-bde8-b0f966b4dc61","","pass","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Rough-ins","Details:"
"3be9e6b9-c03a-56a2-92a5-9ee0ae3d29ea","","pass","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Rough-in","WG Install Water/Gas Rough-ins","Details:","Install Water/Gas Rough-ins checked off as below:"
"09ca7ea1-1775-45e3-93ad-21b358e0e575","","not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off"
"3d2cce82-f205-4c3f-aba8-7d70add00644","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"af0434c1-fccd-5f5d-ba97-821f631b34b4","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Kitchen Sink & Tapware","Details:"
"9e0761e7-4f7c-5aae-9744-073f13501601","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Kitchen Sink & Tapware","Details:","Fit-off Kitchen Sink & Tapware checked off as below:"
"50259dac-c762-4295-8220-baa0a5493fdd","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Dishwasher"
"9eedda69-37ef-5ae6-ba22-18b8b0c4cf1b","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Dishwasher","Details:"
"400ccd35-e079-513e-ad92-0289c1923b68","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Dishwasher","Details:","Fit-off Dishwasher checked off as below:"
"664cc1ec-d1dd-4e3b-af67-01abb2d8bd4d","","not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Gas Appliance"
"27207ec9-4537-5be2-bb0c-49eabcb07a71","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Gas Appliance","Details:"
"7a1f3896-4545-5fa3-966a-57d7a0aa8694","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Gas Appliance","Details:","Fit-off Gas Appliance checked off as below:"
"42686539-4ffa-435f-91af-c6563e20897c","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Laundry Trough & Tapware"
"86d58024-b884-5d17-8bb9-36d0720197ea","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Laundry Trough & Tapware","Details:"
"e6c44a8e-12bd-597f-99bc-629ddcdbe269","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Laundry Trough & Tapware","Details:","Fit-off Laundry Trough & Tapware checked off as below:"
"94291667-021c-410a-b2a7-2d0f2b1abcd9","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Washing Machine Stops"
"fcedbd2b-051f-5e98-82a9-23440d2dae83","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Washing Machine Stops","Details:"
"24c20355-0e24-5dad-bb25-535b889b6e58","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Washing Machine Stops","Details:","Fit-off Washing Machine Stops checked off as below:"
"6da59756-d5b3-4ef6-bc5a-910bf12aae84","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Toilet & Cistern"
"f433d215-64fe-506f-b780-65928a7042fb","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Toilet & Cistern","Details:"
"4e29551c-4ff9-55c8-b4a3-14c5b86e49ee","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Toilet & Cistern","Details:","Fit-off Toilet & Cistern checked off as below:"
"5b5ba302-9951-4549-b205-e9bd5cb50e72","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Wash Basin & Tapware"
"e71b9bea-74aa-5481-8faf-6afd73ce37b0","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Wash Basin & Tapware","Details:"
"1fce9ff0-7910-5e21-80c4-fec26d8eeaa0","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Wash Basin & Tapware","Details:","Fit-off Wash Basin & Tapware checked off as below:"
"dcdeecfd-28a3-4841-b077-c3cefe49e108","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Shower & Tapware"
"7b572ef9-4257-5631-bb8b-d55252424cad","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Shower & Tapware","Details:"
"e9ddb12f-43ce-5c6d-8393-8106c409e760","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Shower & Tapware","Details:","Fit-off Shower & Tapware checked off as below:"
"3099b461-967b-49a3-a496-0e3bc318f9ab","","not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Hot Water Unit"
"116b6e3a-f8f0-5be9-bc71-a4e0b4bb22ac","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Hot Water Unit","Details:"
"24134721-611b-5d5c-bb9b-d9eb8f940471","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Fit-off","FO Fit-off Hot Water Unit","Details:","Fit-off Hot Water Unit checked off as below:"
"76aa674e-979b-41af-b297-c6b9594eef31","","not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Testing"
"967639fb-8675-4ee3-8e22-0dbbbf411b23","","not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Water Service Pipework"
"b8f15526-e16f-5c1e-a98b-d29e0742f442","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Water Service Pipework","Details:"
"fa19b585-df0d-5f04-84c8-f30eee05a348","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Water Service Pipework","Details:","Test Water Service Pipework checked off as below:"
"c31a23d6-70d3-40a0-9f0f-a9da3cc7e378","","not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Gas Services Pipework"
"a4b7898d-6cde-5af7-bced-14543b155612","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Gas Services Pipework","Details:"
"064a15eb-3a5b-585c-b362-d3fa3d04d6f7","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Testing","TST Test Gas Services Pipework","Details:","Test Gas Services Pipework checked off as below:"
"ee10572e-38d8-4c47-b7cb-0417e1628ddf","","not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Commissioning"
"668d4dbb-0b36-4384-b7d0-62e89060e97e","","not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"04e2029a-5823-569b-a4e9-ba4d01f12ca8","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Rain Water Storage Tank & Pump","Details:"
"1df36355-a103-5316-91a2-bd50c34b8699","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Rain Water Storage Tank & Pump","Details:","Commission Rain Water Storage Tank & Pump checked off as below:"
"f4d0a2c2-abb3-44b3-8a69-ec9b812042ce","","not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Hot Water Unit"
"d8e2ba0a-9bf4-52a5-87ca-5e19e9845503","","not-started","","section","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Hot Water Unit","Details:"
"e17388ed-50cb-5c70-be2d-b455ab00df57","","not-started","","checkpoint","TRUE","TRUE","Site QA","SP-1","Plumbing","Lot 102","Commissioning","COM Commission Hot Water Unit","Details:","Commission Hot Water Unit checked off as below:"
