"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"57233f04-9df0-4932-80da-8ac73eacfd56","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"397d6ed8-296f-44d8-8ee2-f3cf590cecc9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1"
"cd3b842e-6d4f-4b9e-a2bd-cc4f40b5f5b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing"
"12ab81b8-0223-403f-b523-3094fe834dbc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101"
"65f676cc-065b-44af-9720-937bcbfb9f3a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in"
"ee52b123-64d6-407f-994b-643e1f9922d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off"
"810a6034-6926-41c6-ad0f-208f0ce42a26","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Fit-off","FO Fit-off Wash Basin & Tapware"
"205c0368-45d9-429b-93a7-d2788110d86a","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Fit-off","FO Fit-off Shower & Tapware"
"2fec98f5-c1b4-4d08-a092-574993fa865d","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Fit-off","FO Fit-off Hot Water Unit"
"329c4b9d-f84f-4b92-8ad1-847e356bf363","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Testing"
"07f71530-3d98-40cd-b7cd-e464506bfb53","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Testing","TST Test Water Service Pipework"
"716e710b-6bdd-4c53-bdfc-ca86d296f5a8","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Testing","TST Test Gas Services Pipework"
"68d07aad-b1e5-4499-9614-4beb8df42127","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning"
"1ba422b2-88a7-4023-a547-a019f782f473","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"9ebf6572-f65f-4c41-9c17-f26fecbae7fe","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Hot Water Unit"
"b9d969a2-0cae-4f85-818e-bd5061057101","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Gas Appliance"
"5c303e16-ff3b-4b9b-9de2-2a78c3f71392","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Water Meter"
"e0aff099-07e8-4dc0-a2b4-be6b3bf966ec","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Gas Meter"
"216ad31a-dac3-488f-95f1-014e3456b886","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commission Backflow Prevention Device"
"ce4b9fc2-4428-4861-bdbc-3a5f01f42438","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 121","Commissioning","COM Commissioning Final Handover"
"9f4619f6-5ca0-4f0a-b01e-7d06ee0a4f36","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 154"
"c0c9ee8f-53e9-4c8b-b77b-3be3ee1fe1d6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Rough-in"
"b241c276-d29d-4cd7-a661-e96d8a76a850","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off"
"4c21be15-24fc-4ca0-8dc0-c1ceb5557893","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"5bedf405-6dda-46ad-a043-e497cb279b13","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Dishwasher"
"68677476-433c-43f6-9ca3-a55c171a7aee","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Gas Appliance"
"93735cbc-c696-4870-8221-2f39fae6b32b","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Laundry Trough & Tapware"
"24e3a800-351b-4e8c-ad22-0d8cd5bd7c6d","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Washing Machine Stops"
"0ecc76f1-fade-4548-af18-baced430477e","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Toilet & Cistern"
"691b5048-33bb-4515-a3f6-19a0f1f2f448","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Wash Basin & Tapware"
"d13e4c20-5ff4-4b19-8788-877bc3ccf7e9","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Shower & Tapware"
"cf5e8a85-7f76-480e-969f-1ee2717d5e65","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Bath & Tapware"
"8e783069-dd5d-435d-9a1e-eb7234d4e072","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Fit-off","FO Fit-off Hot Water Unit"
"f08a2a44-91ed-48e7-a7de-5bcbcbd2a247","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Testing"
"71872bef-476a-4d3f-a82d-9c5cda72cd6f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning"
"65cda01c-9ce9-4fc8-931e-581f8e4c18fe","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"edaa9371-dc77-4b4c-ba69-fa3f32442262","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Hot Water Unit"
"deaac5d8-f31d-4552-aa63-a3083d8fc003","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Gas Appliance"
"b867f27c-efc6-4cdd-a12c-341899633c9a","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Water Meter"
"ff7b69f0-0287-40a9-9b55-fe2ce47e6782","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Gas Meter"
"5727332e-8b65-4505-a76f-aac4127b0121","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 154","Commissioning","COM Commission Backflow Prevention Device"
"258fae1a-e411-4191-b020-14fedc3a9eee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 155"
"63262fbc-446e-4c81-8e62-32d9bffc4b9f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Rough-in"
"4b93b35b-2502-4732-98be-2ffd515e747c","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Rough-in","WG Install Water/Gas Lead-ins"
"77a50c03-4152-4317-8861-087e2325ac81","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"73ded0de-d7db-4ca8-9b83-53e2af049a94","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Rough-in","WG Install Water/Gas Rough-ins"
"e1fd8c7d-01b1-4553-95c4-6e458066fbef","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off"
"b7905c26-6d88-42f5-9851-c210f791dc23","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"ce84f926-dfc2-4278-80c5-9df430efaf79","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Dishwasher"
"aabe001e-0219-4e66-b1d7-3f5ce3606033","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Gas Appliance"
"8e80e903-7bd1-4c55-bf14-5c7174b05c63","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Laundry Trough & Tapware"
"8fe64565-767a-48b6-940a-453d64c35e9f","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Washing Machine Stops"
"7548c48c-6cf3-4d74-9c4c-8cd8520ef9da","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Toilet & Cistern"
"a4eb30ad-5094-4425-b478-3fbdb51cb242","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Wash Basin & Tapware"
"6dea472c-8958-43b9-ad2b-890e1ba9d82f","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Shower & Tapware"
"fb9a5c98-b2c5-4aaf-9d18-c3039947037a","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Fit-off","FO Fit-off Hot Water Unit"
"d2a49079-6431-4043-bbbd-f5dd2506aa5a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Testing"
"1cf948ce-fd67-4a4e-b41e-34f48794cc8b","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Testing","TST Test Water Service Pipework"
"60e61e44-47d6-4984-a920-18aca95952e4","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Testing","TST Test Gas Services Pipework"
"fd154bb3-5dac-4002-957a-7519207bbac8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning"
"2db13d8e-3099-42dd-893c-484421d8ca23","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"acd2b019-c28e-48b9-aaaa-8b6e8e2f0be2","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Hot Water Unit"
"3eda3950-69a7-4ebe-82c9-5e0adec72fa7","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Gas Appliance"
"9652685b-0077-42ed-9dbc-33f2f572e84d","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Water Meter"
"4d8f09c0-2887-4695-a789-9653c958f1c0","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Gas Meter"
"6e26b362-9365-4e6e-883e-6a7311b8accb","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commission Backflow Prevention Device"
"1d7bac17-9336-43ad-a4f1-8c55f333756a","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 155","Commissioning","COM Commissioning Final Handover"
"502ebce2-e7e0-48a7-9116-fb55e35c3d60","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 156"
"3338544d-0cbc-46e6-8fe5-7bf06e5f1299","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Rough-in"
"9c07f8ae-8d77-48d6-b219-feedf3490a5a","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Rough-in","WG Install Water/Gas Lead-ins"
"26410ecd-2d07-4a8b-ab68-8a39fc55736a","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"7dd36e90-73a1-4dee-bf96-b918ffb4f52f","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Rough-in","WG Install Water/Gas Rough-ins"
"00f9d551-6c91-4a6b-a490-e34fa21627b1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off"
"3e14f42d-6db4-419e-8795-7cbf8b70086e","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"fc58b51b-b90a-4169-a7be-5233f41dbee3","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Dishwasher"
"b1b197a2-f02c-4593-b876-fa2b4d4fac1b","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Gas Appliance"
"c51b2353-247e-4e08-aa06-2c311cdf8a62","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Laundry Trough & Tapware"
"f0a9c30a-e2e7-4805-a176-d0c199bcdaf7","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Washing Machine Stops"
"1797ceb4-d7db-4d57-992f-f3623593c858","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Toilet & Cistern"
"047aeaff-4650-4509-b86f-0ce1fd6fcfeb","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Wash Basin & Tapware"
"46e10c4d-af43-4e8f-ac2f-18fdcd25bfb7","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Shower & Tapware"
"045d02e1-d03e-4fca-b302-85b99c270983","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Fit-off","FO Fit-off Hot Water Unit"
"05e61f94-5508-4748-af5c-9d2e844090b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Testing"
"fc0c0983-e347-4160-8598-0a0d9857b3af","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Testing","TST Test Water Service Pipework"
"ddf3402b-d1fa-480a-9211-6485b50ce6f0","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Testing","TST Test Gas Services Pipework"
"ca5f7c2e-3138-4ea3-aef0-c385f7d88854","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning"
"d1ba1ae8-e337-4024-a6b7-ca249aa641df","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"6a4a362f-f643-4d2f-9adf-204c4c551f0d","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Hot Water Unit"
"a497c183-1ce1-4731-b296-b3120c8556f1","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Gas Appliance"
"3f3b910b-f359-42d6-a5d0-202adf4d6c97","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Water Meter"
"e5306892-022f-4eb9-a692-7090b8fd1098","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Gas Meter"
"3168b9a6-f9ff-4e64-87d4-210c41540479","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commission Backflow Prevention Device"
"064bed7f-c47f-4b30-a3b1-b451354b5d68","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 156","Commissioning","COM Commissioning Final Handover"
"c46bcda2-5456-4e3c-a1df-578583692a5e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 157"
"38731278-9d0e-4cd5-b4e8-cfe1b0390c14","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Rough-in"
"eb4083b8-90e2-483e-b379-dd07da00ab60","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Rough-in","WG Install Water/Gas Lead-ins"
"aff290bc-76c8-4bba-9166-3d315fb82633","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"1fd588cf-4898-4b1b-a3ee-85981f1f70f9","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Rough-in","WG Install Water/Gas Rough-ins"
"3d1c213e-d615-4862-ab2d-0efc211741f7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off"
"51ee9d74-5d51-4ae5-bc41-2d3b2a1c99d1","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"3c4fd94c-e288-4638-b5b0-04f4a4be8f8a","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Dishwasher"
"c5ebead1-0a1e-4a35-b24f-a6b4561bd432","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Gas Appliance"
"a4599589-9fdf-4b91-b5d1-cc7a56eb28d4","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Laundry Trough & Tapware"
"07c83000-14d1-4e5a-9e35-d8aeccee2d01","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Washing Machine Stops"
"827ffdc8-c526-4f49-bb49-ba39e1e963f0","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Toilet & Cistern"
"235caa59-6307-430b-8380-1b71b6121333","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Wash Basin & Tapware"
"aa912638-6e3b-43bd-b658-629faae4b614","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Shower & Tapware"
"683a9a15-a5cd-40cc-88c6-4366a90dd70c","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Fit-off","FO Fit-off Hot Water Unit"
"cbcbfaca-3ecd-47bd-ac6a-c3701bdf1647","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Testing"
"8854729b-0258-4849-bf94-275d5e8c3f5b","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Testing","TST Test Water Service Pipework"
"4146aa75-ddf8-410d-b9cb-ec0e8d059dc9","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Testing","TST Test Gas Services Pipework"
"ac97ad6c-92c1-453c-ba82-2248556c9d3e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning"
"f789c209-df80-4082-b857-b60f25dbe0b0","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"94a94164-dff9-407e-adb8-f58cdcf5fc0f","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Hot Water Unit"
"5d5d4fe7-6f79-407a-82dd-87827ac109c4","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Gas Appliance"
"6f11f821-21a1-4f03-9cb7-6ea090e23775","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Water Meter"
"2fa03fc8-89fa-4324-b5c7-80fc35bcae52","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Gas Meter"
"0fe2f904-4f58-4674-b064-27a976f29fc6","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commission Backflow Prevention Device"
"f43b80b5-c3a4-451c-98c2-959f3223e6e4","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 157","Commissioning","COM Commissioning Final Handover"
"38456641-4ffd-4f21-99d5-69f89f838785","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 158"
"ba4a9f09-c0e6-42be-91f1-0e63790bfc2c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Rough-in"
"e4e6db7c-faef-452e-903b-fb68ff379b7f","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Rough-in","WG Install Water/Gas Lead-ins"
"78d4a06a-646a-4d78-a0f1-d2e47f127866","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"4dd0f284-8ae5-46fa-b4b4-87741f98a53f","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Rough-in","WG Install Water/Gas Rough-ins"
"f3194966-6d59-42ba-8fc3-7344d7941700","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off"
"f5384568-f8f8-451c-9c4b-9205109c0b6b","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"871f6281-2b95-4782-a2e1-8e109b1c6b2d","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Dishwasher"
"79b87940-09be-4dbb-b12c-8237180bba6e","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Gas Appliance"
"7e87d660-5740-4d48-8b3a-03b40bfb71d9","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Laundry Trough & Tapware"
"11333d69-c6fd-4b8e-a71d-387b16ed3950","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Washing Machine Stops"
"c6afc560-2ff6-4106-9830-c52c015028ce","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Toilet & Cistern"
"3ad274e0-7f51-442a-afa8-4379746308ed","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Wash Basin & Tapware"
"2c56a7e2-0a37-45ab-bcb5-aa9942014e1a","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-2","Plumbing","Lot 158","Fit-off","FO Fit-off Shower & Tapware"
