Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Stage 6 Overall Progress,,,,,
,Scope,,,Stage 6,
,Rows,,,,
,,THB16,dynamic,THB16,Stage 6
,,THB17,dynamic,THB17,Stage 6
,,THB18,dynamic,THB18,Stage 6
,,THB19,dynamic,THB19,Stage 6
,,THB20,dynamic,THB20,Stage 6
,,THB21,dynamic,THB21,Stage 6
,,THB22,dynamic,THB22,Stage 6
,,THB23,dynamic,THB23,Stage 6
,,THB24,dynamic,THB24,Stage 6
,,THB25,dynamic,THB25,Stage 6
,,THB26,dynamic,THB26,Stage 6
,,THB27,dynamic,THB27,Stage 6
,,THB28,dynamic,THB28,Stage 6
,,THB29,dynamic,THB29,Stage 6
,,THB30,dynamic,THB30,Stage 6
,Columns,,,,
,,Split HW,,Split HW,
,,Toilet Ext,,Toilet Ext,
,,Kitchen Ext,,Kitchen Ext,
,,Bath Ext,,Bath Ext,
,,HRV,,HRV,
