Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
B01 Apartments QA Overview,,,,,,,
,Scope,,,B01,,,
,Rows,,,,,,
,,Level 4,grouping,Level 4,,,
,,AC 4.01 Apartment,,AC 4.01 Apartment,Level 4,A/C,B01
,,AC 4.02 Apartment,,AC 4.02 Apartment,Level 4,A/C,B01
,,AC 4.03 Apartment,,AC 4.03 Apartment,Level 4,A/C,B01
,,AC 4.04 Apartment,,AC 4.04 Apartment,Level 4,A/C,B01
,,AC 4.05 Apartment,,AC 4.05 Apartment,Level 4,A/C,B01
,,AC 4.06 Apartment,,AC 4.06 Apartment,Level 4,A/C,B01
,,AC 4.07 Apartment,,AC 4.07 Apartment,Level 4,A/C,B01
,,AC 4.08 Apartment,,AC 4.08 Apartment,Level 4,A/C,B01
,,AC 4.09 Apartment,,AC 4.09 Apartment,Level 4,A/C,B01
,,AC 4.10 Apartment,,AC 4.10 Apartment,Level 4,A/C,B01
,,AC 4.11 Apartment,,AC 4.11 Apartment,Level 4,A/C,B01
,,AC 4.12 Apartment,,AC 4.12 Apartment,Level 4,A/C,B01
,,AC 4.13 Apartment,,AC 4.13 Apartment,Level 4,A/C,B01
,,AC 4.14 Apartment,,AC 4.14 Apartment,Level 4,A/C,B01
,,AC 4.15 Apartment,,AC 4.15 Apartment,Level 4,A/C,B01
,,AC 4.16 Apartment,,AC 4.16 Apartment,Level 4,A/C,B01
,,AC 4.17 Apartment,,AC 4.17 Apartment,Level 4,A/C,B01
,,AC 4.18 Apartment,,AC 4.18 Apartment,Level 4,A/C,B01
,,AC 4.19 Apartment,,AC 4.19 Apartment,Level 4,A/C,B01
,,AC 4.20 Apartment,,AC 4.20 Apartment,Level 4,A/C,B01
,,AC 4.21 Apartment,,AC 4.21 Apartment,Level 4,A/C,B01
,,AC 4.22 Apartment,,AC 4.22 Apartment,Level 4,A/C,B01
,Columns,,,,,,
,,VRV High Wall,,VRV High Wall,,,
,,Extract Fan,,Extract Fan,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
