Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
First Fix - Apartments Progress,,,,,,,,
,Scope,,,QA - First Fix Electrical,,,,
,Rows,,,,,,,
,,BUILDING A,grouping,BUILDING A,,,,
,,Building A - Level 2 - 201-A,,201-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 2 - 202-A,,202-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 2 - 203-A,,203-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 2 - 204-A,,204-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 2 - 205-A,,205-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 2 - 206-A,,206-A,Level 2,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 301-A,,301-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 302-A,,302-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 303-A,,303-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 304-A,,304-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 305-A,,305-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 306-A,,306-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 3 - 307-A,,307-A,Level 3,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 401-A,,401-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 402-A,,402-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 403-A,,403-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 404-A,,404-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 405-A,,405-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 406-A,,406-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 4 - 407-A,,407-A,Level 4,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 501-A,,501-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 502-A,,502-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 503-A,,503-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 504-A,,504-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 505-A,,505-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 506-A,,506-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 5 - 507-A,,507-A,Level 5,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 601-A,,601-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 602-A,,602-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 603-A,,603-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 604-A,,604-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 605-A,,605-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 606-A,,606-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 6 - 607-A,,607-A,Level 6,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 701-A,,701-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 702-A,,702-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 703-A,,703-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 704-A,,704-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 705-A,,705-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 706-A,,706-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 7 - 707-A,,707-A,Level 7,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 8 - 801-A,,801-A,Level 8,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 8 - 802-A,,802-A,Level 8,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 8 - 803-A,,803-A,Level 8,Building A,Apartments,QA - First Fix Electrical
,,Building A - Level 8 - 804-A,,804-A,Level 8,Building A,Apartments,QA - First Fix Electrical
