"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8c386a6d-c87d-48f2-9d7c-1ed813dbb8d4","","folder-normal","fail","","step","FALSE","FALSE","Zone 1"
"3beed634-fa11-4f11-89db-8d2343eadac7","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Eastbound"
"6425aa4f-219c-47c7-9566-d7f4b90dfe64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone 1","Eastbound","Utilities"
"3a23b95e-f700-41a2-a78b-82d1e5034171","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910"
"0180ae6a-7112-56f7-94c7-9c485034ed93","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910","Setout, Materials and Preparation"
"0573cdd3-cb06-5a9a-a2d0-8a784b75207e","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Construction and Finishing","100.16 - Finished Surface"
"956526bd-4e0b-52a5-bc3e-77edd73e4b1a","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out"
"58950851-ac8e-5075-9855-15ccc0afd236","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","100.17 - Collate above documentation"
"5643e305-e75f-5384-ae7a-4256155b88cd","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","HOLD POINT"
"52e04c7a-b26c-574a-aa6d-d06874964c0a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","100.18 - As-built drawings"
"41a560b9-1718-5f39-b3d3-6733a8e1d2e0","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","HOLD POINT"
"6bb8ce7c-1dc3-5006-9583-d60d07cc7c20","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with NZTA Specifications and verifies lot compliance."
"f3eac7bf-7f99-5644-baf1-915c13f537a6","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1990-2008","Close Out","Add Signature"
"9b1ec245-4740-44ed-9c34-f84e438cb6a4","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032"
"1eef4ab2-96a6-589d-966a-ac6e174edb52","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation"
"592e7e4b-4145-566b-aa36-cbe957d07db9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.1 - Method Statement Development / Job Safety & Environmental Analysis"
"089bdafe-3e35-5a3b-aa15-af18fda6fd8a","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","HOLD POINT"
"b65c488f-b1a2-58c5-9605-351fc8e6aaa2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.2 - Drawings and Specifications"
"fd0a6463-3e89-5299-803a-65f6eda2df27","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","HOLD POINT"
"4c0bc78a-48f2-57f4-bd5b-bea5bec0bfd7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.3 - Ducting / Piping"
"3eb0c682-3e65-576d-8ad7-85a2442f10cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.4 - Service Pits / Chambers"
"6c214c94-d963-51aa-942e-81013ab25487","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.5 - Tape / Mag Slab"
"cb0a183e-744f-5496-b1d5-32b919fb6452","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.6 - Survey Set Out"
"1b4d1467-bffc-53cd-9ff8-2da2b9eb151c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Setout, Materials and Preparation","100.7 - Sediment Controls are in place for the particular section"
"015242da-a0ed-55d4-82b7-0b22ce8ea709","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing"
"4a0cd0fd-bb6c-58d6-bf05-231c7ca5a7a6","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.8 - Excavation of trench"
"72c2e831-0e7c-512c-8fea-0ec385b6696c","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.9 - Installation of Ducts"
"943e287b-720d-5f8b-8206-e0e754b479cd","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.10 - Installation of Ducts"
"4235c43a-33ee-5056-b47f-7d05047e8c2b","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.11 - Installation of Ducts"
"fab178dd-e795-5481-abc3-ed8ef4ec6c92","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.12 - Installation of Ducts"
"b4bd7655-fc1b-54eb-abfb-f8e4fb17bbcd","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.13"
"1ffe6803-fe51-569e-85ce-351e77c8c243","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","HOLD POINT"
"33244238-a4ab-508a-89af-51ddc6a2e6cb","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.14"
"0b2741cd-ab3f-59e2-8a93-8bc1d061d20a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.15 - Pavement Layer Construction"
"6a570913-1da0-5eef-82b2-1f9d86659617","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.15.1 - Pavement Layer Construction"
"9c5399bb-0ff3-594a-926e-ded3151a031d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.15.2 - Pavement Layer Construction"
"3ba83a6b-a1e6-506f-b2b9-4f3343297289","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Construction and Finishing","100.16 - Finished Surface"
"468e7252-cda2-5ba2-8338-5683f40a9e5b","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out"
"ea5106ba-be92-562a-94b3-a02643507a86","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","100.17 - Collate above documentation"
"0db8d788-0452-5fc7-b45f-15be1078507c","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","HOLD POINT"
"1845d151-d15c-5a95-a4eb-851adafa4783","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","100.18 - As-built drawings"
"67822dba-4dd0-5137-b0df-5cb074e67002","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","HOLD POINT"
"b3e72bb3-92fc-5c85-90b9-5e7375422ad6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with NZTA Specifications and verifies lot compliance."
"5950049c-4675-5f7a-a386-bcd1f7bd5af2","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2008-2032","Close Out","Add Signature"
"18fbcf5d-9bb5-4854-911f-9338ae7f2862","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068"
"6b77e04c-4bd0-5f2b-ae3c-cd0ac40edc4b","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation"
"d5008d77-32eb-5100-9761-3452daed55f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.1 - Method Statement Development / Job Safety & Environmental Analysis"
"4e7ecfcc-603b-5877-81cd-95e4f4cab528","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","HOLD POINT"
"8e17456f-77e4-5bf2-9705-d2f29755a1ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.2 - Drawings and Specifications"
"1b1d93ee-6d65-52c1-8a62-6cf5778e03c4","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","HOLD POINT"
"0f675685-d3a5-5ab9-9611-849b9b99b4b2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.3 - Ducting / Piping"
"57e6019d-385e-59b5-9ca7-3127e6f4ed39","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.4 - Service Pits / Chambers"
"ba76ea9e-f413-525b-a7a4-96818387e7a6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.5 - Tape / Mag Slab"
"51ac404f-a9f2-5c29-bfc0-6b92c4a63da4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.6 - Survey Set Out"
"ab3022d5-8601-5394-b447-026214238833","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Setout, Materials and Preparation","100.7 - Sediment Controls are in place for the particular section"
"30498af3-2363-5a1c-81a1-6d9738d64e79","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing"
"4b316ac2-53cb-5da5-87ab-686c165c7821","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.8 - Excavation of trench"
"54b6da69-84c4-546e-b1f2-e366a0f200fe","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.9 - Installation of Ducts"
"acfdb221-3216-5938-b3bf-73abfbfbf57e","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.10 - Installation of Ducts"
"39af7c17-ee1a-54d6-b245-117abd1102d7","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.11 - Installation of Ducts"
"121ee4d9-5f77-5c6c-86d3-07c065542ba3","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.12 - Installation of Ducts"
"88688398-6321-50ab-b671-e5be184f7a78","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.13"
"5ac089ba-8a38-514b-8a1d-72fe2a3aeeab","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","HOLD POINT"
"d397cb7e-5f6b-5b26-817f-ea4ed2fbbe44","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.14"
"1c07c11e-1230-5c31-8ae7-898bf878314f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.15 - Pavement Layer Construction"
"82cf0133-9274-51da-b3e4-1451d71363e8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.15.1 - Pavement Layer Construction"
"a04cd2c1-dbda-5ba4-82f1-3748d77dec4b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.15.2 - Pavement Layer Construction"
"e51a70b0-49d6-515e-a5dd-cb36afabea2d","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Construction and Finishing","100.16 - Finished Surface"
"e5175dd9-7bcd-5c6f-988d-e37ddaf695e2","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out"
"77f721e2-3bf2-5ee6-a3e3-72be647c3fb2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","100.17 - Collate above documentation"
"6dca3ba2-8b3b-5d00-adad-d73f3231962f","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","HOLD POINT"
"32f2736f-b1cb-5e20-b1a6-9bbf7784aaa1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","100.18 - As-built drawings"
"983bdb47-4c1a-58c4-90da-1f79fe60f3bc","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","HOLD POINT"
"11d8f9a2-c3a7-5a1e-af3e-5728b0586f7d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with NZTA Specifications and verifies lot compliance."
"60c1e3d2-51b8-5755-b5b9-cd5aed73ba69","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2032-2068","Close Out","Add Signature"
"315c0717-013f-4fb4-a72f-a50387c36ce0","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098"
"a4ab50c0-ac67-56fa-a4b2-cf596bc41acb","","checkpoint-group","not-applicable","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation"
"ee1c7156-65c0-5078-aaf5-f000fb2b305e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.1 - Method Statement Development / Job Safety & Environmental Analysis"
"8b446b6c-2a42-5b4d-a948-488663dc7fa0","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","HOLD POINT"
"a0a6d966-bb85-5c91-b9c2-c2dadd237d64","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.2 - Drawings and Specifications"
"37dea787-8561-5cf7-8e83-b568c5c1457d","","holdpoint","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","HOLD POINT"
"97336851-8956-50c3-9d0a-b1344caa3bd2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.3 - Ducting / Piping"
"0324717b-e0dc-5f67-bc0d-1486b23a5fb1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.4 - Service Pits / Chambers"
"1cdeaeb1-bed9-583d-909d-3219a2b9ed7e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.5 - Tape / Mag Slab"
"a58b409d-8849-5e47-8035-eed951aa9758","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.6 - Survey Set Out"
"a6f441b5-cf73-5a96-a635-ca1ce87bd6a7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Setout, Materials and Preparation","100.7 - Sediment Controls are in place for the particular section"
"d16a056e-c70d-57a4-af04-db0bb6b84844","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Construction and Finishing"
"990fe524-885a-5fbf-9b7f-2465fdeea3f1","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH2068-2098","Construction and Finishing","100.8 - Excavation of trench"
