"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b4be5ab4-bca7-4da0-bf01-42667c9bfd52","","not-applicable","Job Details Checklist","checklist","FALSE","FALSE","Job Details"
"27972c09-0eca-4209-bdbc-7133ac02df78","","fail","","folder","TRUE","FALSE","SW Line DD"
"81a16d90-dcbb-481e-95d9-1766325e4dc2","","work-in-progress","","folder","TRUE","FALSE","SW Line DD","SWMH DD2"
"6850575d-28b9-45ee-adc8-b3212d7e8357","","pass","Add Document / Photo","checklist","FALSE","FALSE","SW Line DD","SWMH DD2","DD2 Photos"
"309c3941-1dc0-47cc-b792-500db471cfaa","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line DD","SWMH DD2","DD2"
"3f202cfc-46e6-4cb2-a2ff-0d0b6bd96c71","","fail","","folder","TRUE","FALSE","SW Line DD","SWCP DD4-1"
"be75bc50-9582-4c37-8edc-53ae8e0aae68","","pass","Add Document / Photo","checklist","FALSE","FALSE","SW Line DD","SWCP DD4-1","Photos"
"9faad0c1-b81d-49f9-809e-ed747d858c59","","fail","SYS - SWDCP DD4-1","checklist","FALSE","FALSE","SW Line DD","SWCP DD4-1","SWDCP DD4-1"
"82dbe8fd-da46-46c8-8aaa-a1c8c286ebba","","work-in-progress","","folder","TRUE","FALSE","SW Line DD","SWMH DD3"
"1d819dfb-6530-4318-a775-d9addc0109b5","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line DD","SWMH DD3","DD3"
"c8958dfb-bb3f-47b2-827c-af42e85c53d3","","fail","","folder","TRUE","FALSE","SW Line DD","SWDCP DD3-1"
"557fb552-ce74-4248-a5f4-960a6314258a","","fail","SYS - SWDCP DD4-1","checklist","FALSE","FALSE","SW Line DD","SWDCP DD3-1","SWDCP DD3-1"
"e4036a4b-0daf-46cd-99c7-eeb968b66436","","fail","","folder","TRUE","FALSE","SW Line DD","SWDCP DD2-1"
"0ca3a050-0f1c-43e3-aa73-3628fbefe8c8","","fail","SYS - SWDCP DD4-1","checklist","FALSE","FALSE","SW Line DD","SWDCP DD2-1","DD2-1"
"f8a0a1de-a6ef-46ce-8139-57d6f0302175","","work-in-progress","","folder","TRUE","FALSE","SW Line DD","SWMH DD4"
"5b97b821-c1ed-45d3-bbe8-8eaabd36e3b7","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line DD","SWMH DD4","SWMH DD4"
"5a1c0361-8531-4286-8a8c-15b6418bf85d","","not-started","","folder","TRUE","FALSE","SW Line DD","SF DD1"
"8428aa58-1323-4921-8773-932ccf48bcbc","","not-started","SYS - SWDCP DD4-1","checklist","FALSE","FALSE","SW Line DD","SF DD1","SWDCP DD4-1"
"55f2499e-3a54-4bef-87a1-54c13ad201ef","","work-in-progress","","folder","TRUE","FALSE","SW Line B"
"b8ffc5cb-290a-4f74-a5ee-f651489b54f9","","work-in-progress","","folder","TRUE","FALSE","SW Line B"," SWMH B8"
"ce58434f-331c-472a-ae83-bfed15022865","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B"," SWMH B8","B8"
"5b123d65-0323-4f2a-a689-6614e33238e2","","work-in-progress","","folder","TRUE","FALSE","SW Line B","SWMH B9"
"3e1f060c-243b-4dd3-b459-e1e3c2f7da26","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B9","SWMH B9"
"45de0ad1-f6e3-4433-8bc9-590846f29ac9","","work-in-progress","","folder","TRUE","FALSE","SW Line B","SWMH B10"
"8fcbc8cc-5299-414f-b0c8-6596ad1c93d3","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B10","SWMH B10"
"330594f1-77be-4030-84b7-d0e05dafc41b","","work-in-progress","","folder","TRUE","FALSE","SW Line B","SWMH B11"
"0ed49a31-cfe3-463b-88c4-868a4b45021a","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B11","SWMH B11"
"fd57738b-463d-47da-bd00-43d7be7af065","","work-in-progress","","folder","TRUE","FALSE","SW Line B","SWMH B6"
"06ef8e58-c027-4924-b493-7aea932a0539","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B6","Manhole ChecklistSWMH B6"
"adb8abf2-5070-4fa4-a3a6-7e6dde1f642e","","work-in-progress","","folder","TRUE","FALSE","SW Line B","SWMH B7"
"2a74aa7c-edf3-478e-aaba-43781b237524","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B7","SWMH B7"
"08c42d25-2a5c-4c6a-9706-8f773dd6f986","","work-in-progress","","folder","TRUE","FALSE","SW Line B","B5 "
"98b72762-9d27-4f9a-82e3-a130dbc0bca0","","no-status-not-started","","folder","TRUE","FALSE","SW Line B","B5 ","B5"
"ee3baba0-3107-4170-95c1-e2a58e922c4a","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","B5 ","B5"
"007ffca5-571e-470a-8dd8-3d6df5083bcf","","pass","","folder","TRUE","FALSE","SW Line B","SWMH B4"
"66f96bc3-329b-41e0-bef2-31ef2b553502","","pass","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW Line B","SWMH B4","B4"
"68f66425-3816-4fb5-8746-e11c72749250","","work-in-progress","","folder","TRUE","FALSE","WW Line 1"
"544a2a34-db92-4c69-8b6b-b0fa6e441198","","work-in-progress","","folder","TRUE","FALSE","WW Line 1","WWMH 1G"
"d2352982-091b-4ce6-81a8-eb7876c4057b","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","WW Line 1","WWMH 1G","WWMH 1G"
"8e3589f1-4952-4057-b498-7c96953c02e5","","work-in-progress","","folder","TRUE","FALSE","WW Line 1","WWMH 1F"
"bc117517-7314-4a41-ae60-b4b6f5891f3c","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","WW Line 1","WWMH 1F","WWMH 1F"
"8e6ddf19-0f5c-4ea9-8ac5-40b1fa7960da","","no-status-not-started","","folder","TRUE","FALSE","Northern  Down-pipes"
"e84b3436-17c8-4ea0-98a2-9c568ce255b3","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC"
"50e560c6-9a0a-4fc3-a514-7e64c61a159e","","no-status-not-started","","folder","TRUE","FALSE","SW LINE CC","SWMH CC2"
"54466e31-f875-4931-adc6-f5a2590cb63e","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","SWMH CC3"
"c083794b-996f-4195-9d99-b5fad6bc14fa","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW LINE CC","SWMH CC3","CC3"
"d404a59f-4ca0-4ba2-8d9c-b71e451e0422","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","SWmH CC4"
"d96e0df3-daaa-4e3a-80aa-608f4f733d18","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW LINE CC","SWmH CC4","CC4"
"565cd2a9-ffe9-4d39-9303-7c1d9cda9c6f","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","CC4-1"
"442348b2-95cb-46d4-ae0a-3f78fee4240a","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW LINE CC","CC4-1","CC4-1"
"04ba6078-9c08-4769-925e-770f2bd29073","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","CC3-1"
"ec8cb487-ce20-4568-b584-a5f258d245ac","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW LINE CC","CC3-1","CC3-1"
"b0d6373d-fc9a-4ec7-a13b-334b9827f7d5","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","CC1-2"
"b6590fe6-50dc-498c-81e6-3533b84ada6c","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW LINE CC","CC1-2","CC1-2"
"a44cf96a-77f9-4e7e-a7fa-ae903ac51b7c","","work-in-progress","","folder","TRUE","FALSE","SW LINE CC","CC2-1"
"1be3cfff-053b-4baa-a684-d4b433bb0a80","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW LINE CC","CC2-1","CC2-1"
"a154bc26-d6f2-46ac-925e-0adf88388129","","work-in-progress","","folder","TRUE","FALSE","SW line BB"
"8f9f23d4-c02d-41f9-b194-978760143033","","work-in-progress","","folder","TRUE","FALSE","SW line BB","BB3-1"
"85611d5c-5d00-46e4-9f0b-0af5f74aee96","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW line BB","BB3-1","BB3-1"
"8ae527a2-3f7d-4805-b62d-772d256b2bb2","","work-in-progress","","folder","TRUE","FALSE","SW line BB","SWMH BB2"
"5b848fb7-13b9-4c0b-b1b2-798a00190bd1","","work-in-progress","SYS - Manhole Checklist","checklist","FALSE","FALSE","SW line BB","SWMH BB2","SWMH BB2"
"0b0bdc74-3f4c-4e77-8dcc-8fc63e7bf1a3","","work-in-progress","","folder","TRUE","FALSE","SW line BB","BB2-1"
"c56167fd-bc3e-41d1-bf72-17a03273ec86","","work-in-progress","Cess-Pit Report","checklist","FALSE","FALSE","SW line BB","BB2-1","BB2-1"
