resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Columns,,,,,,,,
,step,,,,C9,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
,step,,,,C10,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
,step,,,,C11,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
,step,,,,C12,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
,step,,,,C13,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
,step,,,,C14,,,,,,,
Columns - Concrete Pour ITP,checklist,,,,,Hydraulic Services,,,,,,
