"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA"
"cae4d3fb-1fc7-4f49-a37f-a833b7ddc396","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"8f3b72d7-5f3d-40d0-8617-8b97dc86f7cd","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"934c8d41-864f-4b8d-a278-c6808a2746d8","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"a100948b-572a-49a5-b2e2-1abc6906a51d","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"e63b0b76-fb99-4a5e-a5c5-8377bd5b23db","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing","Pre Weather Line"
"c09755c1-206a-43b1-b6f4-eec6466c4f27","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing","Post Weather Line"
"10a822d3-62a2-4c33-b996-b98a0f5fea1a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid A ( Grid 1-5 )"
"fe3331bb-5fe9-44f6-8c47-f8d60b20b080","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing"
"cfd9f3af-c1ed-43d3-8151-00b664cb4de3","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing","Pre Weather Line"
"1e5a445c-4cc4-446b-acc7-277f9e6f0057","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing","Post Weather Line"
"d458ad45-2409-4434-89a0-a752e081e23a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid N ( Grid 1-5 )"
"4a0bdbb3-b7e5-4cc5-a21f-27575ac33203","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing"
"a0fc6ad9-08c9-4df2-9f55-e1c165e6c1af","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing","Pre Weather Line"
"e9a90806-815e-48dd-b320-e7c0c916ab9b","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing","Post Weather Line"
"cff30a6b-1225-4b14-bdbc-60da8472d89e","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2"
"a7842a05-ed2e-4a51-bf60-28d66bb5b80e","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid N"
"7e099e58-d547-48bd-8ecd-1bbbb2f681ab","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid N","External Framing"
"11535722-a30f-4ed3-a7f2-ce6309f8a156","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid N","External Framing","Pre Weather Line"
"cc2c7609-2a59-4e41-8314-4c6cc796b51e","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid N","External Framing","Post Weather Line"
"7f81231f-adcc-4a1a-be81-64a6d67d13af","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid B ( Grid 8-11 )"
"ae89f879-06e5-418b-8592-26068c92cce8","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing"
"69e4208f-36a5-4a7a-98ce-b0d320d6b73c","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing","Pre Weather Line"
"98051b13-4644-4545-b2d1-b6b38b91720f","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing","Post Weather Line"
"c363d14d-b109-4c95-b52e-f2f0265b9c78","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid 0 ( Grid 8-11 )"
"9dc12679-cde3-4329-a73e-bd75a0bfe3b3","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing"
"70d13c4f-66ce-47fa-9993-8381c64973b7","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing","Pre Weather Line"
"8e8afb70-1847-4706-9ef2-b56b9e9beb48","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing","Post Weather Line"
"2140e5a2-78df-4c83-bac2-86922f43e80d","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3"
"8d1e0ba7-7c2c-4600-95e6-e85409c8b334","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )"
"6b22a02e-2606-447e-ab0d-9d5fe9c09a04","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing"
"dd3baeb6-e72b-4ede-b4e6-c4442c1da0f6","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Pre Weather Line"
"fd20c19e-2c61-4741-ba4c-7c2d318b0d9c","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Post Weather Line"
"ba838fcd-25e9-494b-bcc7-113705baf6ea","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )"
"d621c283-d90b-44c5-a060-858c5c1e3cb9","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing"
"66cea999-db80-400f-9f9b-d0e4cd11b50e","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Pre Weather Line"
"a8ff939c-09a7-4625-ab6b-d6b2a95ee081","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Post Weather Line"
"8356b3a5-8eb3-4bb5-a44f-9030bbfb780c","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor"
"d2ef46c9-d533-4ee1-b0c2-58b0f38999e1","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1"
"9e0b68c7-ab6b-4988-b656-0acedc9695d8","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid 2"
"067bed95-316e-47f2-b322-8a0d480a9ae3","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid 2","External Framing"
