"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA"
"cae4d3fb-1fc7-4f49-a37f-a833b7ddc396","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"8f3b72d7-5f3d-40d0-8617-8b97dc86f7cd","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"934c8d41-864f-4b8d-a278-c6808a2746d8","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"a100948b-572a-49a5-b2e2-1abc6906a51d","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"adbb3c3d-d894-4457-bec4-2d4d8a7664ff","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid 2","External Framing","Pre Weather Line"
"71dff1b7-3730-4e9b-bd92-036c36e52acf","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid 2","External Framing","Post Weather Line"
"95a0c625-71bd-497c-a256-d2838ad9fa30","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid A ( Grid 1-5 )"
"89a2cad8-cee5-4af8-825e-5ad0fa77651a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing"
"4602fa38-6d4c-4a4f-a1f0-d8a6fcd0de7a","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing","Pre Weather Line"
"1513795e-4e7e-4880-afeb-f1d66ec42868","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid A ( Grid 1-5 )","External Framing","Post Weather Line"
"7be32dce-b577-4f29-8ce8-fdb9364fdac9","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid N ( Grid 1-5 )"
"ac7ab740-6ba1-4dcf-b53e-f3eaa67f4aae","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing"
"e336a83d-2d67-4382-b5cd-6836fa5390ed","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing","Pre Weather Line"
"9ab8a7b6-92c8-42b9-a776-bff57871646f","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid N ( Grid 1-5 )","External Framing","Post Weather Line"
"a0fe997f-cd21-4c03-8780-266cf70b6f41","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2"
"4109839a-1f4f-4278-aff9-fdd7c7dca33a","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid N"
"bf8b8469-6ee1-4a64-b04f-bb16c14fe4a6","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid N","External Framing"
"a98225c6-1255-443e-8b68-cf7cd8d2537b","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid N","External Framing","Pre Weather Line"
"78ef5e8d-d812-44fb-8b7b-70846206a1d1","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid N","External Framing","Post Weather Line"
"4bdcc8df-a16a-46ba-80d9-e319b90a21cd","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid B ( Grid 8-11 )"
"539b22cd-97f0-4dc2-a140-1e8b304a77af","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing"
"da5bf14c-0ff1-4afa-9b33-cb775811b3ac","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing","Pre Weather Line"
"fb437e90-bd99-49dd-b74b-8c2411e34ee4","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid B ( Grid 8-11 )","External Framing","Post Weather Line"
"da439abc-dacc-428d-88fd-5f6d5557e682","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid 0 ( Grid 8-11 )"
"02f054e2-9e20-417a-a622-2a51534e98fc","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing"
"b5756eeb-b1d9-44d6-82b0-fdbc2135c386","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing","Pre Weather Line"
"711b045a-6306-43de-ae40-8aa9fed78d98","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 2","Grid 0 ( Grid 8-11 )","External Framing","Post Weather Line"
"8b37f031-4fee-4f25-bcb1-21a725a3bc3d","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 3"
"6bdcb3f2-071d-4815-b6e8-f2560894c8b5","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid C ( Grid 5-8 )"
"59e60c0d-1afa-49eb-8644-e246e09a6105","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing"
"995ac441-8abe-48b5-9a99-b4f9ef5008de","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Pre Weather Line"
"f83dfa9a-d5c2-4d53-9d7c-c61639da8e89","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Post Weather Line"
"5968e939-3b15-40f8-b746-23c8783355cc","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid N ( Grid 5-8 )"
"839eca77-d23c-470f-a72b-43a44a0393d9","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing"
"e45bf707-c94e-406c-b548-5176aab6b47d","","checklist-flat","not-started","External Framing ( Pre Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Pre Weather Line"
"4ed4654d-b2f9-4109-bacf-1fc68322a675","","checklist-flat","not-started","External Framing ( Post Weatherline )","checklist-flat","FALSE","FALSE","External Works QA","External Walls First Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Post Weather Line"
