Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Level 1 - West Elevation - Panels,dynamic,Level 1,West Elevation,Panels,
,,Level 1 - West Elevation - Cladding,dynamic,Level 1,West Elevation,Cladding,
,,Level 1 - North Elevation - Panels,dynamic,Level 1,North Elevation,Panels,
,,Level 1 - North Elevation - Cladding,dynamic,Level 1,North Elevation,Cladding,
,,Level 1 - East Elevation - Panels,dynamic,Level 1,East Elevation,Panels,
,,Level 1 - East Elevation - Cladding,dynamic,Level 1,East Elevation,Cladding,
,,Level 1 - South Elevation - Cladding,dynamic,Level 1,South Elevation,Cladding,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Panels,,,,,,,
,Scope,,,Site QA,Panels,,
,Rows,,,,,,
,,Level 1 - West Elevation - L1-WW001,dynamic,Level 1,West Elevation,Panels,L1-WW001
,,Level 1 - West Elevation - L1-WW002,dynamic,Level 1,West Elevation,Panels,L1-WW002
,,Level 1 - West Elevation - L1-WW003,dynamic,Level 1,West Elevation,Panels,L1-WW003
,,Level 1 - West Elevation - L1-WW004,dynamic,Level 1,West Elevation,Panels,L1-WW004
,,Level 1 - West Elevation - L1-WW005,dynamic,Level 1,West Elevation,Panels,L1-WW005
,,Level 1 - West Elevation - L1-WW006,dynamic,Level 1,West Elevation,Panels,L1-WW006
,,Level 1 - West Elevation - L1-WW007,dynamic,Level 1,West Elevation,Panels,L1-WW007
,,Level 1 - West Elevation - L1-BL008,dynamic,Level 1,West Elevation,Panels,L1-BL008
,,Level 1 - West Elevation - L1-BL009,dynamic,Level 1,West Elevation,Panels,L1-BL009
,,Level 1 - West Elevation - L1-BL010,dynamic,Level 1,West Elevation,Panels,L1-BL010
,,Level 1 - West Elevation - L1-BL011,dynamic,Level 1,West Elevation,Panels,L1-BL011
,,Level 1 - West Elevation - L1-BL012,dynamic,Level 1,West Elevation,Panels,L1-BL012
,,Level 1 - West Elevation - L1-BL013,dynamic,Level 1,West Elevation,Panels,L1-BL013
,,Level 1 - West Elevation - L1-BL014,dynamic,Level 1,West Elevation,Panels,L1-BL014
,,Level 1 - West Elevation - L1-BL015,dynamic,Level 1,West Elevation,Panels,L1-BL015
,,Level 1 - West Elevation - L1-BL016,dynamic,Level 1,West Elevation,Panels,L1-BL016
,,Level 1 - West Elevation - L1-WW017,dynamic,Level 1,West Elevation,Panels,L1-WW017
,,Level 1 - West Elevation - L1-WW018,dynamic,Level 1,West Elevation,Panels,L1-WW018
,,Level 1 - West Elevation - L1-WW019,dynamic,Level 1,West Elevation,Panels,L1-WW019
,,Level 1 - West Elevation - L1-WW020,dynamic,Level 1,West Elevation,Panels,L1-WW020
,,Level 1 - West Elevation - L1-WW021,dynamic,Level 1,West Elevation,Panels,L1-WW021
,,Level 1 - West Elevation - L1-SD092,dynamic,Level 1,West Elevation,Panels,L1-SD092
,,Level 1 - North Elevation - L1-WW022,dynamic,Level 1,North Elevation,Panels,L1-WW022
,,Level 1 - North Elevation - L1-WW023,dynamic,Level 1,North Elevation,Panels,L1-WW023
,,Level 1 - North Elevation - L1-WW024,dynamic,Level 1,North Elevation,Panels,L1-WW024
,,Level 1 - North Elevation - L1-WW025,dynamic,Level 1,North Elevation,Panels,L1-WW025
,,Level 1 - North Elevation - L1-WW026,dynamic,Level 1,North Elevation,Panels,L1-WW026
,,Level 1 - North Elevation - L1-WW027,dynamic,Level 1,North Elevation,Panels,L1-WW027
,,Level 1 - North Elevation - L1-WW028,dynamic,Level 1,North Elevation,Panels,L1-WW028
,,Level 1 - North Elevation - L1-WW029,dynamic,Level 1,North Elevation,Panels,L1-WW029
,,Level 1 - North Elevation - L1-WW030,dynamic,Level 1,North Elevation,Panels,L1-WW030
,,Level 1 - North Elevation - L1-WW031,dynamic,Level 1,North Elevation,Panels,L1-WW031
,,Level 1 - North Elevation - L1-BL032,dynamic,Level 1,North Elevation,Panels,L1-BL032
,,Level 1 - North Elevation - L1-BL033,dynamic,Level 1,North Elevation,Panels,L1-BL033
,,Level 1 - North Elevation - L1-BL034,dynamic,Level 1,North Elevation,Panels,L1-BL034
,,Level 1 - North Elevation - L1-BL035,dynamic,Level 1,North Elevation,Panels,L1-BL035
,,Level 1 - North Elevation - L1-BL036,dynamic,Level 1,North Elevation,Panels,L1-BL036
,,Level 1 - North Elevation - L1-BL037,dynamic,Level 1,North Elevation,Panels,L1-BL037
,,Level 1 - North Elevation - L1-BL038,dynamic,Level 1,North Elevation,Panels,L1-BL038
,,Level 1 - North Elevation - L1-BL039,dynamic,Level 1,North Elevation,Panels,L1-BL039
,,Level 1 - North Elevation - L1-BL040,dynamic,Level 1,North Elevation,Panels,L1-BL040
,,Level 1 - North Elevation - L1-BL041,dynamic,Level 1,North Elevation,Panels,L1-BL041
,,Level 1 - North Elevation - L1-BL042,dynamic,Level 1,North Elevation,Panels,L1-BL042
,,Level 1 - North Elevation - L1-WW043,dynamic,Level 1,North Elevation,Panels,L1-WW043
,,Level 1 - North Elevation - L1-WW044,dynamic,Level 1,North Elevation,Panels,L1-WW044
,,Level 1 - North Elevation - L1-WW045,dynamic,Level 1,North Elevation,Panels,L1-WW045
,,Level 1 - North Elevation - L1-WW046,dynamic,Level 1,North Elevation,Panels,L1-WW046
,,Level 1 - North Elevation - L1-WW047,dynamic,Level 1,North Elevation,Panels,L1-WW047
,,Level 1 - North Elevation - L1-WW048,dynamic,Level 1,North Elevation,Panels,L1-WW048
,,Level 1 - North Elevation - L1-WW049,dynamic,Level 1,North Elevation,Panels,L1-WW049
,,Level 1 - North Elevation - L1-WW050,dynamic,Level 1,North Elevation,Panels,L1-WW050
,,Level 1 - North Elevation - L1-WW051,dynamic,Level 1,North Elevation,Panels,L1-WW051
,,Level 1 - North Elevation - L1-WW052,dynamic,Level 1,North Elevation,Panels,L1-WW052
,,Level 1 - North Elevation - L1-WW053,dynamic,Level 1,North Elevation,Panels,L1-WW053
,,Level 1 - North Elevation - L1-WW054,dynamic,Level 1,North Elevation,Panels,L1-WW054
,,Level 1 - North Elevation - L1-WW055,dynamic,Level 1,North Elevation,Panels,L1-WW055
,,Level 1 - North Elevation - L1-WW056,dynamic,Level 1,North Elevation,Panels,L1-WW056
,,Level 1 - North Elevation - L1-WW057,dynamic,Level 1,North Elevation,Panels,L1-WW057
,,Level 1 - North Elevation - L1-WW058,dynamic,Level 1,North Elevation,Panels,L1-WW058
,,Level 1 - North Elevation - L1-SD089,dynamic,Level 1,North Elevation,Panels,L1-SD089
,,Level 1 - North Elevation - L1-SD090,dynamic,Level 1,North Elevation,Panels,L1-SD090
,,Level 1 - North Elevation - L1-SD091,dynamic,Level 1,North Elevation,Panels,L1-SD091
,,Level 1 - East Elevation - L1-WW059,dynamic,Level 1,East Elevation,Panels,L1-WW059
,,Level 1 - East Elevation - L1-WW060,dynamic,Level 1,East Elevation,Panels,L1-WW060
,,Level 1 - East Elevation - L1-WW061,dynamic,Level 1,East Elevation,Panels,L1-WW061
,,Level 1 - East Elevation - L1-WW062,dynamic,Level 1,East Elevation,Panels,L1-WW062
,,Level 1 - East Elevation - L1-WW063,dynamic,Level 1,East Elevation,Panels,L1-WW063
