"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f25f1c6e-0832-4e66-b1d8-63a3a6181f08","","work-in-progress","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km"
"fd466e03-443a-4d69-81ab-c6d258de7bed","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001A - Devils Elbow Scaling Packages"
"7e79316a-e6cc-4101-97c3-27eb7b40e332","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001B - Waikaou Hill North"
"67d5394c-690e-43da-903e-d548891ae97b","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001C - Waikaou Hill South 1"
"e28ad684-8607-44c8-acfe-e5b3288160b1","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001D - Devils Elbow North"
"a11988ca-3050-4134-a9ea-9ad87c4c7f34","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001E - Devils Elbow Shotcrete/Soil Nail Package (10yr Design)"
"051f92a9-984b-4804-9038-d3cf3ec1862c","","work-in-progress","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001F - Devils Elbow Culvert"
"107149d7-19a2-4a99-9c99-38efe12c3e9c","","work-in-progress","CS-4040 - Concrete Inspection Record","checklist","FALSE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001F - Devils Elbow Culvert","CS-4040 - Concrete Inspection Record"
"1f0e0a2a-1f02-4edd-a9ee-c99530d3442b","","work-in-progress","CS-4040 - Concrete Inspection Record","checklist","FALSE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001F - Devils Elbow Culvert","CS-4040 - Concrete Inspection Record_23.01.2024_Anchored MSE Wall & MSE Wall concrete base"
"513cd573-bd61-4ee8-81dc-88ed4ce28c49","","work-in-progress","ITP - B1001F - Devil's Elbow - MSE Wall and Ancillary Works","checklist","FALSE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001F - Devils Elbow Culvert","ITP - B1001F - Devil's Elbow - MSE Wall and Ancillary Works"
"0473258e-4503-451f-ba63-c7d6725da7f1","","not-started","CS-4020 - Bulk Fill Earthworks Record","checklist","FALSE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001F - Devils Elbow Culvert","CS-4020 - Bulk Fill Earthworks Record"
"887dbc25-e37c-4cef-9961-93b971e3d52c","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001G - Devil's Elbow South 1"
"db33e62e-5415-437b-8fd5-e740d2ea0716","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001H - Devils Elbow South 2"
"8636e5c4-212f-4ac0-822b-56f2c921b8dd","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001I - Devils Corner"
"b6aa14ef-4325-4d83-82f9-ff68d33b9a95","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001J - Devils Elbow South 3"
"e3f355cb-7414-47e6-9774-c2b0b7787b5b","","no-status-not-started","","folder","TRUE","FALSE","B1001 - SH2 South - Recovery - DEVILS ELBOW SLIPS - RS0608/RP0 to 12km","B1001K - Devils Elbow North Approach Underslip"
"061d8078-077a-41a3-a145-72f3d12f4467","","work-in-progress","","folder","TRUE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km"
"73268d6f-98b8-4f29-804f-b83049f6113a","","work-in-progress","","folder","TRUE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs"
"a6253174-bc22-4f46-8a17-a807400d13e5","","pass","TREC ITP - Mass Block (Magnum Stone) Retaining Wall - B1101a - TE NGARUE BRIDGE SCOUR","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs","TREC ITP - Mass Block (Magnum Stone) Retaining Wall - B1101a - TE NGARUE BRIDGE SCOUR"
"ff408401-41f6-4dda-bc18-dd7f2f518939","","pass","TREC ITP - Rock Armouring - B1101A Te Ngarue Bridge Scour Repairs","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs","TREC ITP - Rock Armouring - B1101A Te Ngarue Bridge Scour Repairs"
"1797a08b-585f-410c-8990-d0ad3ebc37b0","","not-started","CS-4055 - Pavement Layers Checksheet","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs","CS-4055 - Pavement Layers Checksheet"
"ad381ae8-7ae7-4cd5-b868-1e77e3d48055","","work-in-progress","ITP - B1101A - Te Ngarue Bridge - Scours Asphalt","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs","ITP - B1101A - Te Ngarue Bridge Scours - Asphalt"
"82c32759-0e34-45e8-9fe8-6b7242e3596c","","not-started","ITP - B1101A - Te Ngarue Bridge - Scours Guardrail","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","B1101A - Culvert Scour Repairs","ITP - B1101A - Te Ngarue Bridge Scours - Guardrail"
"a903f589-f754-4a59-aefb-6953a28adeb1","","pass","TREC-ITP - B1101A - Te Ngarue Bridge - Basecourse Construction","checklist","FALSE","FALSE","B1101 - SH2 South - Recovery - TE NGARUE BRIDGE SCOUR - RS0626/RP0 to 5km","TREC-ITP - B1101A - Te Ngarue Bridge - Basecourse Construction"
