"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0c034e0e-fc23-4e5e-886b-402f6ce0a863","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"a5ba2660-2fdf-5ce5-adf0-858ea8b1713a","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"122703d2-e39c-5639-add1-10477e2a3591","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"7a4d8546-9b31-513d-8e31-da104be9a426","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"fd3ecbcb-2d2c-57ac-bdc4-db7b30c99035","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"913d558d-9a3f-5654-a4c1-6c5d6d16f6b0","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"662719a1-8224-5614-b6b6-43f778ccdedf","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"9ff5ba38-d2d9-4529-8af1-8608c744519a","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"d42f12fc-7e8c-47b2-846a-dffe8f08b345","","folder-normal","not-started","","step","TRUE","FALSE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m"
"5e491fc8-d64c-48a7-b81c-30396d11b6dc","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Pre-Fit Off Checklist"
"4e99a896-e567-5215-8f58-698fb7a28301","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"de92c453-0a6c-5f49-b951-34ee8fce1335","","holdpoint","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Pre-Fit Off Checklist","EMAIL PM"
"4f804a06-63ea-5e7e-84ba-82b25473022e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"25f4d886-eb8b-4a29-a8ae-2eac6cf78832","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Rail Checklist"
"f35d4144-c747-54a5-a4b1-458294ad3988","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Rail Checklist","Photo taken of Engraved Line Plate / ID Tag"
"b8245445-e696-545f-b604-a70c047568be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Rail Checklist","Video taken of system"
"63cd91c3-7a9a-5541-8751-9d366a25234f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Rail Checklist","Description input of location / person Rail systems shuttle left with"
"f67b985e-a244-5ff0-af7f-b77ceb9c1a1d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Remove & Reinstate RoofSafe Rail 01 @ 51m","Rail Checklist","Installed as per PBI drawings supplied and manufacturer's requirements"
"06e34385-78bf-447b-85bc-8678d5e740b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"ce6307ff-d755-46b9-a8c2-a4cf3d5ebcc3","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"6e92c7a5-3c0a-5409-ad1b-b6559ba24db4","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"401b2508-38dc-4a48-81c5-566dfa86da89","","folder-normal","not-started","","step","TRUE","FALSE","Data Plate & Access Point"
"13a77765-ebad-41f7-9f60-528432ba19ca","","checklist-flat","not-started","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","Data Plate & Access Point","Data Plate, Access Point"
"d631996a-a8bf-5e07-837b-ebb2957f1e00","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","Details of Data Plate"
"284c9f6c-c07b-58f4-8274-d7fee04fd221","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","1 photo required of Data Plate"
"1061ccff-da8b-5399-8886-ee4358aa4f74","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","Details of Access Point"
"5933d5bb-e29f-5b16-86e0-3727ed7686f4","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","1 photo required of Access Area"
"68950bf8-258d-548e-bfbd-e74c005e4295","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"e8adf1a1-801e-5d14-aa47-cf4e9c992542","","checkpoint-status","not-started","","","TRUE","TRUE","Data Plate & Access Point","Data Plate, Access Point","1 photo required of carriages/travellers"
"b7de4527-1231-4079-babd-0500efe45936","","checklist-flat","no-status-not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"c8576bf4-d001-5c28-8bb4-6a4d055aff28","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"e74fbf83-1c60-5b49-a3ad-cc9803ebfcec","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"85be78be-9a16-56bb-af8a-a82b547c0c96","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"c4fc3ff2-c8cc-5405-b415-b4bfe5b49cf4","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Additional information required"
"6ef620e7-6024-5f95-9d52-aa3bcad0eb3c","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"941d7b28-bb70-568e-9237-41478f497cff","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
