type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Grouting Checklist,,,,,,Grouting Checklist
section,Removal,,,,,,
checkpoint,Remove existing grout and silicone,,,,,,
checkpoint,Ensure tiles are propley installed,,,,,,
section,Grouting,,,,,,
checkpoint,Leave existing grout 120,,,,,,
checkpoint,Re-grout with Ultracolor Plus 112,,,,,,
checkpoint,Silicone corners with Mapesil AC 112,,,,,,
checkpoint,Apply sealer to grout,,,,,,
