type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Balustrade Checklist 1,,,,,,Balustrade Checklist 1
checkpoint,Bolts/Screws tight,,,,,,
checkpoint,Balustrade plumb,,,,,,
checkpoint,Handrail straight ,,,,,,
checkpoint,Scratches touched up,,,,,,
checkpoint,Balustrade installed with no more than 100mm gap between cladding,,,,,,
checkpoint,"Balustrade installation complete, checked and reviewed",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Stair Checklist 1,,,,,,Stair Checklist 1
checkpoint,Bolts/Screws tight,,,,,,
checkpoint,Balustrade plumb,,,,,,
checkpoint,Handrail straight ,,,,,,
checkpoint,Scratches touched up,,,,,,
checkpoint,Balustrade installed with no more than 100mm gap between cladding,,,,,,
checkpoint,"Balustrade installation complete, checked and reviewed",,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Screens Installation Checklist 1,,,,,,Screens Installation Checklist 1
checkpoint,Bracket Bolts tightened,,,,,,
checkpoint,Brackets Plumb,,,,,,
checkpoint,Fin Bolts Tightened,,,,,,
checkpoint,Fins Plumb,,,,,,
checkpoint,Scratches touched up,,,,,,
checkpoint,Excess Anchor set removed from ,,,,,,
checkpoint,No more than 100mm gap between cladding,,,,,,
checkpoint,"Screen installation complete, checked and reviewed",,,,,,
