Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Screens Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Level Ground,dynamic,Level Ground,Block 1,On Site QA,
,,Level 1,grouping,Level 1,,,
,,Unit 04,expanded,Unit 04,Level 1,Block 1,On Site QA
,,Unit 05,expanded,Unit 05,Level 1,Block 1,On Site QA
,,Unit 06,expanded,Unit 06,Level 1,Block 1,On Site QA
,,Level 2,grouping,Level 2,,,
,,Unit 07,expanded,Unit 07,Level 2,Block 1,On Site QA
,,Unit 08,expanded,Unit 08,Level 2,Block 1,On Site QA
,,Unit 09,expanded,Unit 09,Level 2,Block 1,On Site QA
,Columns,,,,,,
,,Bracket Bolts tightened,,Bracket Bolts tightened,,,
,,Brackets Plumb,,Brackets Plumb,,,
,,Fin Bolts Tightened,,Fin Bolts Tightened,,,
,,Fins Plumb,,Fins Plumb,,,
,,Scratches touched up,,Scratches touched up,,,
,,Excess Anchor set removed from ,,Excess Anchor set removed from ,,,
,,No more than 100mm gap between cladding,,No more than 100mm gap between cladding,,,
,,"Screen installation complete, checked & reviewed",,"Screen installation complete, checked and reviewed",,,
,,,,,,,
Balustrade Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Level 1,grouping,Level 1,,,
,,Unit 04,expanded,Unit 04,Level 1,Block 1,On Site QA
,,Unit 05,expanded,Unit 05,Level 1,Block 1,On Site QA
,,Unit 06,expanded,Unit 06,Level 1,Block 1,On Site QA
,,Level 2,grouping,Level 2,,,
,,Unit 07,expanded,Unit 07,Level 2,Block 1,On Site QA
,,Unit 08,expanded,Unit 08,Level 2,Block 1,On Site QA
,,Unit 09,expanded,Unit 09,Level 2,Block 1,On Site QA
,Columns,,,,,,
,,Bolts/Screws tight,,Bolts/Screws tight,,,
,,Balustrade plumb,,Balustrade plumb,,,
,,Handrail straight ,,Handrail straight ,,,
,,Scratches touched up,,Scratches touched up,,,
,,Balustrade installed with no more than 100mm gap between cladding,,Balustrade installed with no more than 100mm gap between cladding,,,
,,"Balustrade installation complete, checked & reviewed",,"Balustrade installation complete, checked and reviewed",,,
,,,,,,,
Stairs Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Block 1 - Stair 1,,Stair 1,Block 1,On Site QA,
,Columns,,,,,,
,,Bolts/Screws tight,,Bolts/Screws tight,,,
,,Balustrade plumb,,Balustrade plumb,,,
,,Handrail straight ,,Handrail straight ,,,
,,Scratches touched up,,Scratches touched up,,,
,,Balustrade installed with no more than 100mm gap between cladding,,Balustrade installed with no more than 100mm gap between cladding,,,
,,"Balustrade installation complete, checked & reviewed",,"Balustrade installation complete, checked and reviewed",,,
