"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"35622827-2625-4e74-87ec-a454f31e0e73","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S11 01"
"17986fff-bbe5-48d2-9c4f-cc121b2ba901","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S11 02"
"425684e6-3861-4211-a87f-0cc4bd8087ee","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S13 01"
"57075ee9-45a4-439c-9ff3-133d505f3e45","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S15 "
"125b1da5-4cda-44a1-9688-e17605a73972","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S15 02"
"f65d6623-649f-4fa6-913d-0a8d6c6520f5","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S3 02"
"9bd06e2e-deb9-4625-b340-1cfa1f320e34","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S12 01"
"8ecfc094-9f06-4c0e-821f-36d2f3e48a59","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S6 01"
"e87e8dfa-a355-4356-b5db-2b859bc1ee92","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S12 02"
"0a2505d4-d9b9-4538-93be-f172420106ad","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S14 01"
"7ad0e512-f2e3-4688-b0e1-5b69ef908b1f","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S14 02"
"9f4ca04d-50ac-40ae-ba65-899b6428ce7b","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S6 02"
"3c1611cd-6c5b-41ea-aca1-cdc08d8ca353","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S2 01"
"02802039-93fd-46d7-b052-2437800470b7","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S7 01"
"12e49c2b-3ec2-43a0-9b1b-224a87eeaa23","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S8 01"
"54998dda-b111-46ff-bdfd-05413e822e49","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S7 02"
"b60fff5d-8551-43dd-a9a4-0c2c5117bb8a","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S8 02"
"c5af700e-d6a5-4185-9be0-79bc6dc5450f","","checklist-sectioned","","Panel QA","checklist","FALSE","FALSE","HR S9 01"
