type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Pre Wire,,,,,,Common Areas - Pre Wire
checkpoint,Cabling Complete (Photos Attached),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Terminated & Tested,,,,,,Common Areas - Terminated & Tested
checkpoint,Cables LAN Tested (Add Signature),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fit Off,,,,,,Common Areas - Fit Off
checkpoint,AP's Installed (Photos Attached),,,,,,
checkpoint,Patch Panels Installed (Photos Attached),,,,,,
checkpoint,Racks Mounted and Commissioned (Photos Attached and Add Signature),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Pre Wire,,,,,,Residential Areas - Pre Wire
checkpoint,Cabling Complete (Photos Attached),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Terminated & Tested,,,,,,Residential Areas - Terminated & Tested
checkpoint,Cables LAN Tested (Add Signature),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fit Off,,,,,,Residential Areas - Fit Off
checkpoint,AP's Installed (Photos Attached),,,,,,
checkpoint,Patch Panels Installed (Photos Attached),,,,,,
checkpoint,Racks Mounted and Commissioned (Photos Attached and Add Signature),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
