"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d8016be-169b-4248-b00e-7c7d20b7dc0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","ITP 006 - In-Situ Pit Construction"
"c165cb13-ab47-4d94-9594-f078d46e80ff","","checklist-sectioned","pass","587b66b1fdc13ebcfd11dd448619317ac17f4e1e28fbad737c1bc5c9b2533686","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock "," SP1.2","ZULU-08-056"
"6113ce0d-ee13-412a-9c97-1fbc8c5c63e8","","checklist-sectioned","pass","0e85049b23f041bdaf6bb5656585bdd3596da509020a0d33cc3da07bb694cfba","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock "," SP1.2","ZULU-08-057"
"2f06650e-7656-4a52-8fe4-3e902ed5f41a","","checklist-sectioned","pass","ef24623d6257b85258e8b71a8abd5cd4fc51d2683321b1cd1f6b07ceee8196b2","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock "," SP1.2","ZULU-08-058"
"a1e17ffe-0965-4b0d-9f00-2360157479a0","","checklist-sectioned","pass","742c7f9e024e94b775758c00983955e105e4ced1802dfd3ab527be1ef63ed218","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock "," SP1.2","ZULU-08-051"
"6de49a28-d76a-4a91-a7d0-cfc46978b009","","folder-normal","pass","","step","TRUE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6"
"e3f53eb1-a3c7-4c12-965d-e2d92480d214","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-072"
"a9cdf0ac-ecdb-41d5-8d42-8955a01606dd","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-073"
"88326ce9-3e0e-4ab5-a95c-630d96dbbb04","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-074"
"054ab011-3eaa-4c7e-9228-d9ff7f363675","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-075"
"00bdd2ea-42ac-4899-92a5-bbe9f86708f8","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-076"
"7e7f8709-41db-4769-a7c2-e258967bf2ed","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-077"
"282dedb1-3e01-4e63-af1f-70517b0cf148","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-078"
"4e325fa3-c7ba-429c-a0dd-a8acf0301ddb","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-079"
"0653cc7e-f4c3-4de9-a095-735fd340954e","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-080"
"130fd69f-f59f-4c57-af07-2c6763a3a279","","checklist-sectioned","pass","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP6","ZULU-08-081"
"b4e3c8a4-0ea7-406b-ba03-7154d1f7c9f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7"
"39fc5daa-a405-43e5-8038-700850a43f10","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-081 - PT1 Intersection (Lot 081)"
"10148621-2a53-43b9-bf88-a9841f8eb4a0","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-082 - PT1 and PT8 Intersection (Lot 082)"
"4844dd4e-3f59-4556-b518-efe9ac040493","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-083"
"c18bf8e8-5631-4a84-b450-e8983452d704","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-084 CMCR PT8 "
"66bf7783-8b28-4a9b-b1df-5891310db715","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-085"
"e83b59c3-9b47-4e86-8484-314005a2f9f3","","checklist-sectioned","work-in-progress","ITP 008 - Cement Modified Crushed Rock ","checklist","FALSE","FALSE","ITP 008 - Cement Modified Crushed Rock ","SP7","ZULU-08-086"
"2359835b-b8d5-4cfe-801e-2c2f2ec02039","","folder-normal","work-in-progress","","step","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "
"9554dd5d-64d4-42a8-b80a-719b0a15bbd7","Child ZULU - 009 - 001 - Construction Trial(de783605-d1aa-482d-a549-1bf0a277a693): Unknown tags: itp","checklist-sectioned","pass","242636d3c3f2ed7bd9d539fed8fd33c31f6fd4591b2d766e881d5163afa2e3fc","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 001 - ZG1.37, ZI1.37, ZE1.36-ZE1.28 (construction trial)"
"2825f6e2-ad47-4228-838d-2a938a243fdf","Child Lot 002(cc304f59-f881-4865-bb63-5b2ae53d3320): Unknown tags: itp","checklist-sectioned","pass","6b3434bba29b71adebe714e9601869d2a5ff1d6ce6ad6af840991e962a2851bf","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 002 - ZD1.38, ZC1.36-ZC1.31"
"33594ae9-f539-46f6-a6e5-11def33759f8","Child ITP 009 - Portland Cement Concrete (PCC) Pavement lot 3(38c8d843-a182-48b5-9c39-4c267b8678ab): Unknown tags: itp","checklist-sectioned","pass","488b0bca4fa395f58139756c7a457badab62e369b65ecddd9dce77b4d0fe66e0","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 003 - ZG1.36-ZG1.32"
"30de2cf6-983b-4a48-b7da-cb55f993b089","Child ITP 009 - Lot 4(564d393b-9103-4233-8785-0c95830d2e9c): Unknown tags: itp","checklist-sectioned","pass","810cf33a13a0a99ccb086b21ff94f076a3d9b24c59365ddf1673233768f176c0","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 004 - ZC1.38, ZC1.30-ZC1.28"
"0e942942-54ab-489f-b484-5114d857ed9c","Child ITP 009 - Lot 5(420ce622-d070-48a9-b3ee-83971dd8cb4e): Unknown tags: itp","checklist-sectioned","pass","39bb4cedaec8b67f5d0e89c35ee184826d80ae5b37730cc796a7e1a9c45f8798","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 005 - ZF1.36-1.28, ZB1.36-1.34"
"414a9ce4-45f5-4829-af36-0659afb076ed","Child ITP 009 - Lot 6(50dbc4e5-2274-4c3f-a3e4-c431be1f7fd8): Unknown tags: itp","checklist-sectioned","pass","ec4c8d9272a24031360293be3992f993c1d51dae4c2ba04d2ac88014668d7997","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 006 - ZD1.36-ZD1.28, ZB1.33-1.28"
"94a1ab4f-f923-4c9d-807b-e0c6c59e480b","Child ITP 009 - Lot 7(7279abf7-ad78-456c-8119-bd2c532b3ca2): Unknown tags: itp","checklist-sectioned","pass","993c9fe030f23bfcc517e5856faa3570465902d97185304355b7484288df882d","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 007 - ZB1.39, ZH1.36, I89-I86"
"81883a90-e3a3-4b28-9473-4a8676cff6a5","Child ITP 009 - Lot 008(ddce08cc-7aa9-4465-84d3-95882a62e05c): Unknown tags: itp","checklist-sectioned","pass","5645e3ca74a967038e43dcf54bc2ba456b6ae0522cf6932e57c8079fc29ad764","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 008 - ZF1.37, G91-G84, I85-I83"
"dd1709da-1010-4a3a-94ad-ba746d20f311","Child ITP 009 - Lot 9(eb6e7cb0-77b3-459e-81ca-5e4b8e407eec): Unknown tags: itp","checklist-sectioned","pass","653e442acca30af7f3e153e97dbede66b67e6622f68a84bee42f9e97fd112681","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 009- ZA1.45-ZA1.47, ZA1.21, ZA1.48-ZA1.54"
"6164596a-b00b-4e53-8522-faedd6131755","Child ITP 009 - Lot 10(b90c41c3-70bd-46cf-a459-5e7b581b65de): Unknown tags: itp","checklist-sectioned","pass","7f323d4cf453d8f007b83dacb5412002e8c160efbc80ef475a958261ef442e78","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 010 - E95-E87, ZH1.36-ZH1.33"
"00a7e1ff-99df-43d2-977b-354138870be2","Child ITP 009 - Lot 11(f68eb7c2-1ad8-46d5-a103-b8986da3f4d7): Unknown tags: itp","checklist-sectioned","pass","b2c8cf3782f3f1c426636583b212caedb7d7fc3385f70bdc61d45a5ff9f4c374","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 011 - H90-H83, ZA1.36-ZA1.34"
"e8b5110c-c6e2-4de7-a0c7-4a2aea48de85","Child ITP 009 - Lot 12(ece1aa89-3569-4d4b-91a4-0a58de4aaa09): Unknown tags: itp","checklist-sectioned","pass","6dd91ea9a748a1704490bf39fb8ad11fb55fe0654bfb64ad5a4a5d9dbd4c926b","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 012 - F93-F84"
"b587b665-8a44-459d-b10e-87cdc504afd6","Child ITP 009 - Lot 13(e072260c-b2f9-4adb-9fba-6e726992e12d): Unknown tags: itp","checklist-sectioned","pass","cf9832e14003a30f6c41a82758813f108db1068a73ff9aee5b27514078af4363","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 013 - ZB1.38, ZI1.35-ZI1.34, ZH1.32, ZG1.31-ZG1.28"
"e7279e9c-dfcb-4270-8fe9-10305f8bcb97","Child ITP 009 - Lot 14(66407acc-7bd3-4bae-9ae9-b148d939ea51): Unknown tags: itp","checklist-sectioned","pass","1066078f64b11656dbeb7079b3cd6629d8b9c7e0287b820c830c0df61d30a864","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 014 - ZA1.42-ZA1.44, F94, G92"
"d10f2023-5f5d-42d9-b241-3d44a82f0dbb","Child ITP 009 - Lot 15(3f9b9c9f-5031-48a9-acd0-c92004455de4): Unknown tags: itp","checklist-sectioned","pass","84beb4648d639b9751d257b763925479ea6ddadeb00c36687e98adb3235d8e38","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 015 - ZE1.57, ZD1.57, ZC1.57, ZB1.57"
"7d87f0df-ce3e-41f0-8a4c-a27a49411387","Child ITP 009 - Lot 016(7de7c62b-fb09-494f-97a4-4cf35f7bd8fd): Unknown tags: itp","checklist-sectioned","pass","c9819e034b7a8055f3c3efacb6cf86bdda43c1c44a5f8b0ac3d424bed41f982e","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 016 - Area F, ZA1.37-1 - ZE1.37-1"
"6b6974f3-d952-4100-8525-e29e16da61a5","Child ITP 009 - Lot 017(08f4df48-1551-4d9d-be7f-2e96a5f24811): Unknown tags: itp","checklist-sectioned","pass","31d9b99e4a41335d34641269c04b838b0deefb54e43bc3af5470f24f38f5f547","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 017 - Area G, Area D"
"63b50c11-1ffb-42b6-8c3a-dbc3b007387d","Child ITP 009 - Lot 018(07e67c78-8b94-4336-b9b8-242e67ce12f0): Unknown tags: itp","checklist-sectioned","pass","f3a8673cc8c9790bdf04f962c2928ac0a6ce350abb9343596c53570e5aaeef6a","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 018 - Area C1-C5, Area B"
"4d259fcb-5b72-4975-9636-84c3420749e3","Child ITP 009 - Lot 019(2afbe904-3879-4e89-9551-d1b31db2c08d): Unknown tags: itp","checklist-sectioned","pass","7ffad77a56eed2fa3367c6b7665ee4e0d4f82c143401a08ee92c8b53f66fb680","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 019 - ZA1.41-ZA1.38, D94-D87, ZD1.35"
"a680db56-f5b7-441f-b98b-1c7e08d7c739","Child ITP 009 - Lot 020(fbf439c3-e421-4157-86bf-1cfd6774cec5): Unknown tags: itp","checklist-sectioned","pass","04cde74e0bc68154cfd3a3b53d002bb5c5dcd8c0aeeef38871dfa0c90e632033","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 020 - D95"
"1f6f03a3-bf55-4544-8560-948ab2585bdf","Child ITP 009 - Lot 021(52f7a13e-6d3b-4f95-8b8c-9d772ce2012b): Unknown tags: itp","checklist-sectioned","pass","29d6fd33b79756fcb7a71a34e159297af4406033814555feb4859186df28683c","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 021 - Area E2 E3 & E1, ZA1.55-ZA1.61, ZA1.37-3 - ZE1.37-2"
"415d2763-04d5-456f-871c-33050ff9a5e4","Child ITP 009 - Lot 022(b6806383-1e23-4867-8394-6eb61e7cebf6): Unknown tags: itp","checklist-sectioned","pass","2d0817bf614ff85fa2214e640a0270b1010cb6a2157435b28cf5c9eb496ac05b","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 022 - D96-D99"
"d8eaf349-f8f7-4823-8397-f368961911b8","Child ITP 009 - Lot 023(27c11824-7e27-4c91-b1a4-8c1f57082969): Unknown tags: itp","checklist-sectioned","pass","ab6730222ff7fceb681af9fa42ae92a502999d7a608334434c62678f44b1347b","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 023 - ZB1.27-ZG1.27"
"955015d7-e446-4e44-b43a-12fc65e58d95","Child ITP 009 - Lot 024(d966aed3-e347-4c40-8cd1-175186eb1d1d): Unknown tags: itp","checklist-sectioned","pass","26299bf9ffb0c7f0c160d3e46b3f3ef4017498ac0afd9515da87bf95f7782b48","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 024 - Area A"
"75a5266e-8c55-4b83-b1f3-7b80d5aa76f5","Child ITP 009 - Lot 025(91dd4af1-5b36-49d4-b06b-4b70db483e93): Unknown tags: itp","checklist-sectioned","pass","f94fca132e32b176c5a1b5dd5ea92699ae1b97f617944ab35c248b848f15e003","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 025 - H81-H77"
"46d35349-1f55-4800-8508-04caa0e7d61e","Child ITP009 - Lot 26(078ff586-8550-485a-ab65-e5756872cbf8): Unknown tags: itp","checklist-sectioned","pass","b0b5335f973e54aa7c3783d60912a8f80eb2b72d3bcb55b812e41885ea27a499","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 026 - H76-H70, F81-F70"
"6599a691-e3d4-4e28-9618-90d3d779fac7","Child ITP 009 - Lot 27(732983c9-ed96-48ac-b480-9c619b760d6d): Unknown tags: itp","checklist-sectioned","pass","c25591467f6b019bb6d20821856f84a0c117afa2b2706d5c7b04537758ecc67e","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 027 - I80-I70, J83-J86"
"cac25810-8fa4-4953-b339-010ebce69417","Child ITP 009 - Lot 28(f8fe38c5-1562-4ce0-8b01-3aae3aff25f3): Unknown tags: itp","checklist-sectioned","pass","1e2824b8bfd1bc17fa2df40acd5e9a5e6d930512f32f15cb5d79bdee507784c0","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 028 - G77-G70, E85-E86"
"be3f666a-6b54-4c90-a883-f1d2f8369ef1","Child ITP 009 - Lot 29(e589b447-3e81-4710-84d9-6f4769b31d3c): Unknown tags: itp","checklist-sectioned","pass","0d61d87825705ea96a52d01a00f7875e9577db4ab3012181d16c28833c401ab4","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 029 - J88, G78 - G81"
"c49e9e4e-e945-42d2-82fd-617f36210800","Child ITP 009 - Lot 030(2258f933-72e8-4c9e-ac87-dc4b2be3b982): Unknown tags: itp","checklist-sectioned","pass","7ea7e7361eac16e891f31059b56102dfeca9daeabe3d6f50d8692dae9c43edaf","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 030 - N23-N11"
"a3ab8984-8daa-4f00-a41f-838432852ded","Child ITP 009 - Lot 031(7741e844-c527-492d-86ba-8c868c88ec0c): Unknown tags: itp","checklist-sectioned","pass","e05de830329912e1079a073279f03613bbbf128cdb497e2f3967b396c7d64da4","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 031 - P23-P11"
"a14a7d66-4079-4037-91fd-18bfa39ac1d3","Child ITP 009 - Lot 032(ee5c5441-be81-4a59-a279-c0578e0280b1): Unknown tags: itp","checklist-sectioned","pass","ab3aba7a7f4ce6cd49f2bf2f0095a40d35f7a2bfa0f31906b62019e43847efbb","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 032 - J70-J80, J87"
"f2b5cb1e-3c3e-42b2-b186-731b50e5289d","Child ITP 009 - Lot 033(d8434640-132b-4494-b708-29c206d4d129): Unknown tags: itp","checklist-sectioned","pass","83f40891330f2cf59ae5b8b5664775d690277e6eb1d6c331606f29b26e06e735","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 033 - E82-E80"
"0f48a839-3d75-4306-9302-8091379df1a4","Child ITP 009 - Lot 034(572aaae9-a4c9-4caf-9ea9-6282b3e5f245): Unknown tags: itp","checklist-sectioned","pass","080533953fc2c37b0a91f4e0d75fc44c2f83913858a168328da8e86560d8f391","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 034 - R23-R13"
"e34d6304-efb5-426e-a4f3-a63a309ede0b","Child ITP 009 - lot 035(635ae644-b83b-402c-8798-e677887217ee): Unknown tags: itp","checklist-sectioned","pass","9fb38fffc8715b926b64c0966190b4d56832d87ef5175d157ebb3e1b3b71e349","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 035 - O23-O11"
"d943f1a6-3314-4fe6-817e-e36204552c47","Child ITP 009 - Lot 036(6e47080a-c745-44ac-bc74-844e0e7d642f): Unknown tags: itp","checklist-sectioned","pass","9465f8e80e9b98eecfab9f633273ea2408e4dfca8b1729a7dbcd38401caa8163","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 036 - M23-M16 "
"b64b7659-41e3-4ab4-9b63-55abe47750f9","Child ITP 009 - Lot 037(1c97a13a-b32b-4b27-8aff-f6c6d0fb1eb2): Unknown tags: itp","checklist-sectioned","pass","bc93488457a77409849c4232c5943d1c959b6c123c9a75369921c84fc174c377","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 037 - J82-J81, H83-H82, F83-F82"
"e5f3a879-fbb1-41a6-9ba8-b99f53220eac","Child ITP 009 - Lot 038(4cb41535-12db-4b68-88ce-849fcee03e8f): Unknown tags: itp","checklist-sectioned","pass","df7dbcc2859a992c6f18faa6ebf90f25ac50246c6f9c9848ebd06a110a218747","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 038 - Q23-Q13, S18-S13"
"56848889-24d3-43c5-a94a-2e863a5ad772","Child ITP 009 - Lot 039(0811a690-a6d2-4a14-8248-ca735325f89d): Unknown tags: itp","checklist-sectioned","pass","de80dbbaf327dcc16f6eca2a85520c00edcb204c31241cfd9b2c77f00c8e44b7","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 039 - E79-E70"
"1cf2f7f9-a3a2-4b91-a3e6-e03d8343e3ff","Child ITP 009 - Lot 040(5e98e029-265b-456f-9bec-1201c8d869d9): Unknown tags: itp","checklist-sectioned","pass","3d4cdcaadf7e88667ba3bc121251c27ef1179a6356f8175829fb0615754feac8","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 040 - E83-E84, G82-G83, I81-I82, M15-M11"
"5f37faa3-40cd-445c-ac7c-cba14988d267","Child ITP 009 - Lot 041(e80c430a-0872-410d-8e88-a11a527cd647): Unknown tags: itp","checklist-sectioned","pass","034fd0d2ee7a2e75aed7a5855de851d5ccf73ad729726408b4b1c628b8a70a94","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 041 - VK117-VK99"
"e38b7086-4a9d-48a9-bc7b-54775d278c4a","Child ITP 009 - Lot 42(1950066c-d450-41a0-996f-27d08d28500c): Unknown tags: itp","checklist-sectioned","pass","1a4b64244a54ab31322fe12a4e020f40f96f74893b8daf640e926033f74baed1","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 042 - VJ78-VJ61"
"44a170c7-54bc-403b-bff9-7bd88b0c9359","Child ITP 009 - Lot 43(5c40b189-d338-424f-a8e2-26036de0a906): Unknown tags: itp","checklist-sectioned","pass","2ad5e8b6393d72370a3b0d5f957b1942dabee38d6910066a0826808daf318da6","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 043 - VM117-VM99"
"400886f0-b0aa-42e1-8728-cde8ac08c040","Child ITP 009 - Lot 44(6188eea9-dfef-4013-9ae1-8f2abcf4b8f5): Unknown tags: itp","checklist-sectioned","pass","abe7766d4925982a332327fe002be85683ca371afb27a92d47ca0b2059634e8b","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 044 - VK78-VK61"
"9701ec04-057c-4342-9300-825e7f8388c0","Child ITP 009 - Lot 45(4f98eb60-8e1d-4f5a-8597-a29bfcb1cf6e): Unknown tags: itp","checklist-sectioned","pass","3cb90e901946373943dfce6fa0b88ffed1626264bee544d4db40b37c01a750a4","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 045 - VM78-VKM1"
"3c4337d8-60a8-4c63-b05e-f69f944104cc","Child ITP 009 - Lot 046(dae4f9e5-5e72-4c94-b93c-a427c2550a4b): Unknown tags: itp","checklist-sectioned","pass","7060d9a925ca314e91a12eff3d39931f8e7584aeed3eb656a903caabf4d4d721","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 046 - VJ117-VJ99"
"0441e5ae-49f1-449d-a96b-2e0fb6a78c3a","Child ITP 009 - Lot 047(ee8f7e7d-7217-496f-bd2c-2b44536a1adc): Unknown tags: itp","checklist-sectioned","pass","5b864e801affe4db7bc2bd4b24d8d299c45b4995d3ab21f3b3b944b51db2f8e3","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 047 - VN117-VN99"
"0506b265-48fa-440e-9851-7cb1cc423efe","Child ITP 009 - Lot 48(bd505f38-db08-4cc9-a8e2-8f1d46a8f16f): Unknown tags: itp","checklist-sectioned","pass","5124e03c66b9da7230414e162458601f0397d4e91f06d334c412cee61430affb","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 048 - VN78-VN61"
"d8a7ab95-f817-4bc1-b769-db6efa466eb0","Child ITP 009 - Lot 049(a12ea2f3-20ff-48a8-b8df-4455edf2a9a5): Unknown tags: itp","checklist-sectioned","pass","002e577819b54d4fc325586d13514eaa9603a9db2ed81d41125c7347c5efd736","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 049 - VL117-VL99"
"e946f701-7294-487f-9f92-e058586824de","Child ITP 009 - Lot 050(f1870bc7-7314-4b31-b021-d4551dae294e): Unknown tags: itp","checklist-sectioned","pass","5836e6893e22221d99552d28400290e7a8aa57950666633b8bee5175d3f63e2e","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 050 - VL78-VL61"
"9d38febd-8a2e-4b26-af89-c3ee18d042a6","Child ITP 009 - Lot 51(de0206fa-5fd4-488c-8975-cec9fac3e49a): Unknown tags: itp","checklist-sectioned","pass","6f372f41c47b5a2bf6c1bc6f5a8555da17879ffd0d712e690c99d7615fddfad3","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 051 - VK26-VK39, AGL Blockout TCL-ER117/076"
"aa55477c-e9b0-4ca2-872a-8c01c3b16e59","Child ITP 009 - Lot 52(d1b75acd-7707-4ac5-b37c-05b1b0611fee): Unknown tags: itp","checklist-sectioned","pass","425f4dc88f11ee955779b5a45ccfdb24338c67b4e354182d3f776dec59f1c196","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 052 - VM26-VM39"
"079f8ba6-918d-466f-96e3-25c6cb99a53b","Child ITP 009 - Lot 053(114942bb-ba2c-45d9-9c32-39364f361bbe): Unknown tags: itp","checklist-sectioned","pass","7c8393fea935e12ac9436fac12f5dcde9e4b5f38be580be4f6a31822890854a4","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements ","ZULU - 009 - 053 - VM123-VM118, VK123-VK118"
"1a1abc25-2101-46f6-adfb-17802931107c","Child ITP 009 - Lot 054(966849e5-ca6c-45c7-9c64-4a08712ac086): Unknown tags: itp","checklist-sectioned","pass","d1c357b920abec55ca40d736ebc90d07243a650b9229dff29437455dec342ce5","checklist","TRUE","FALSE","ITP 009 - Portland Cement Concrete (PCC) Pavements "," ZULU - 009 - 054 - VN123-VN118, VJ123-VJ118"
