type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Entry Mats,,,,,,Entry Mats ITP,
section,Entry Mats ITP,,,,,,,
checkpoint,Samples Reviewed and Approved,,,,,,,
checkpoint,Substrate for entry mats accepted as adequate for installation,,,,,,,
checkpoint,Entry Mats installed as per Architectural Documentation,,,,,,,
