Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Belcanto Manufacturing - Overall Progress,,,,,,,
,Scope,,,belcanto manufacturing,,,
,Rows,,,,,,
,,Block A - Stage 1 - Type 1a,dynamic,stage 1,type 1a,belcanto manufacturing,block a
,,Block A - Stage 1 - Type 4,dynamic,type 4,stage 1,belcanto manufacturing,block a
,,Block A - Stage 2 - Type 1b,dynamic,type 1b,belcanto manufacturing,stage 2,block a
,,Block A - Stage 2 - Type 1c,dynamic,belcanto manufacturing,stage 2,type 1c,block a
,,Block A - Stage 2 - Type 7,dynamic,belcanto manufacturing,stage 2,type 7,block a
,,Block A - Stage 3 - Type 2,dynamic,type 2,belcanto manufacturing,stage 3,block a
,,Block A - Stage 3 - Type 3,dynamic,type 3,belcanto manufacturing,stage 3,block a
,,Block A - Stage 3 - Type 5,dynamic,type 5,belcanto manufacturing,stage 3,block a
,,Block A - Stage 4 - Type 6,dynamic,belcanto manufacturing,block a,stage 4,type 6
,,Block A - Stage 4 - Type 6a,dynamic,belcanto manufacturing,type 6a,block a,stage 4
,,Block A - Level 4,dynamic,level 4,block a,belcanto manufacturing,
,,Block A - Level 5,dynamic,level 5,block a,belcanto manufacturing,
,,Block B - Level 3,dynamic,block b,level 3,belcanto manufacturing,
,,Block B - Level 4,dynamic,level 4,block b,belcanto manufacturing,
,,Block B - Level 5,dynamic,level 5,block b,belcanto manufacturing,
,,Block C - Level 1,dynamic,Belcanto Manufacturing,Block C,Level 1,
,,Block C - Level 2,dynamic,Belcanto Manufacturing,Block C,Level 2,
,,Block C - Level 3,dynamic,Belcanto Manufacturing,Block C,Level 3,
,,Block C - Level 4,dynamic,Belcanto Manufacturing,Block C,Level 4,
,Columns,,,,,,
,,Soffit Check,,soffit check,,,
,,Balustrade Check,,balustrade check,,,
,,Balustrade (including Fascia) Check,,balustrade (including fascia) check,,,
,,Flooring Check,,flooring check,,,
,,Completion Check,,completion check,,,
,,Casette Assembly,,casette assembly,,,
,,Decking Check,,decking check,,,
,,Completion Check,,completion check,,,
,,,,,,,
Belcanto Installation - Overall Progress,,,,,,,
,Scope,,,belcanto installation,,,
,Rows,,,,,,
,,Block A - Level 4,dynamic,level 4,belcanto installation,block a,
,,Block A - Level 5,dynamic,level 5,belcanto installation,block a,
,,Block B - Level 3,dynamic,belcanto installation,block b,level 3,
,,Block B - Level 4,dynamic,level 4,belcanto installation,block b,
,,Block B - Level 5,dynamic,level 5,belcanto installation,block b,
,,Block C - Level 1,dynamic,Belcanto Installation,Block C,Level 1,
,,Block C - Level 2,dynamic,Belcanto Installation,Block C,Level 2,
,,Block C - Level 3,dynamic,Belcanto Installation,Block C,Level 3,
,,Block C - Level 4,dynamic,Belcanto Installation,Block C,Level 4,
,Columns,,,,,,
,,Steel arms level & correct alignment,,Steel arms level and correct alignment,,,
,,Packing inplace & equal height,,Packing inplace and equal height,,,
,,Cassette set to correct height to FFL,,Cassette set to correct height to FFL,,,
,,Cassette placement correct & aligned,,Cassette placement correct and aligned,,,
,,Connection Bolts installed & tight,,Connection Bolts installed and tight,,,
,,Perf Sheet fastened,,Perf Sheet fastened,,,
,,Door Angle installed,,Door Angle installed,,,
,,Facia brackets installed,,Facia brackets installed,,,
,,Gutter installed,,Gutter installed,,,
,,Cladding fixed & aligned,,Cladding fixed and aligned,,,
,,Sealant applied & even,,Sealant applied and even,,,
,,Balustrade posts bolted & tourqed,,Balustrade posts bolted and tourqed,,,
,,"Glass installed correct, wedges inplace",,"Glass installed correct, wedges inplace",,,
,,"Capping rail, scratch, dent free",,"Capping rail, scratch, dent free",,,
,,Balustrade level,,Balustrade level,,,
,,Tiles alinged & spaced correctly,,Tiles alinged and spaced correctly,,,
,,12mm gap min against façade,,12mm gap min against façade,,,
,,Screen fixed & secure,,Screen fixed and secure,,,
,,Scratches touched up,,Scratches touched up,,,
,,Screen leveled,,Screen leveled,,,
,,Posts secured & level,,Posts secured and level,,,
,,Balcony defects complete,,Balcony defects complete,,,
,,Packers in place,,packers in place,,,
,,Balcony Level,,balcony level,,,
,,Clamps Tighetened,,clamps tighetened,,,
,,Anti Slip Bracket Installed,,anti slip bracket installed,,,
,,Remainder of Decking Installed,,remainder of decking installed,,,
,,PC defects touched up,,any pc defects touched up,,,
