Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
ITP-001 - Sediment Control - Lot Register,,,,,
,Scope,,,Site QA,ITP-001 - Sediment Control
,Rows,,,,
,,ITP-001 - Sediment Control,dynamic,ITP-001 - Sediment Control,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-002 - Site Clearing - Lot Register,,,,,
,Scope,,,Site QA,ITP-002 - Site Clearing
,Rows,,,,
,,ITP-002 - Site Clearing,dynamic,ITP-002 - Site Clearing,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-003 - Bulk Earthworks - Lot Register,,,,,
,Scope,,,Site QA,ITP-003 - Bulk Earthworks
,Rows,,,,
,,ITP-003 - Bulk Earthworks,dynamic,ITP-003 - Bulk Earthworks,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-004 - Storm Water Drainage - Lot Register,,,,,
,Scope,,,Site QA,ITP-004 - Storm Water Drainage
,Rows,,,,
,,ITP-004 - Storm Water Drainage,dynamic,ITP-004 - Storm Water Drainage,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-005 - Crushed Rock Pavement Construction - Lot Register,,,,,
,Scope,,,Site QA,ITP-005 - Crushed Rock Pavement Construction
,Rows,,,,
,,ITP-005 - Crushed Rock Pavement Construction,dynamic,ITP-005 - Crushed Rock Pavement Construction,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-006 - Concrete Pavements and Crossovers - Lot Register,,,,,
,Scope,,,Site QA,ITP-006 - Concrete Pavements and Crossovers
,Rows,,,,
,,ITP-006 - Concrete Pavements and Crossovers,dynamic,ITP-006 - Concrete Pavements and Crossovers,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-011 - Kerb - Lot Register,,,,,
,Scope,,,Site QA,ITP-011 - Kerb
,Rows,,,,
,,ITP-011 - Kerb,dynamic,ITP-011 - Kerb,Site QA
,Columns,,,,
,,Lot Status,Lot Status,Lot Conformance,Lot Conformance.
,,Lot Opened On,Lot opened date:,Lot Conformance,Lot Conformance.
,,Lot Opened By,Lot opened by:,Lot Conformance,Lot Conformance.
,,NCR Raised?,NCR raised?,Lot Conformance,Lot Conformance.
,,NCR Raised Date,NCR Raised Date:,Lot Conformance,Lot Conformance.
,,NCR Closed?,NCR closed?,Lot Conformance,Lot Conformance.
,,NCR Closed Date?,NCR Closed Date:,Lot Conformance,Lot Conformance.
,,NCR No,NCR Number:,Lot Conformance,Lot Conformance.
,,Comments,Comments,Lot Conformance,Lot Conformance.
,,,,,
ITP-012 - Asphalt - Lot Register,,,,,
,Scope,,,Site QA,ITP-012 - Asphalt
,Rows,,,,
,,ITP-012 - Asphalt,dynamic,ITP-012 - Asphalt,Site QA
