type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Stair Pressuration Fan (SPF) ITP,,,,,,Stair Pressuration Fan (SPF) ITP
section,General,,,,,,
checkpoint,Area ready and accessible for work - take picture if required,,,,,,
checkpoint,Inspect - Materials free from Damage,,,,,,
checkpoint,Location Correct As per Plan/Drawing,,,,,,
checkpoint,Correct Fan Installed,,,,,,
checkpoint,Fan installed for correct direction of Air Flow,,,,,,
checkpoint,Anti Vibration Mounts Installed,,,,,,
section,Ductwork,,,,,,
checkpoint,Attenuators Installed,,,,,,
checkpoint,Flex connection to duct work,,,,,,
checkpoint,Duct work installed with clearance from other services,,,,,,
checkpoint,Flex connection has sun/weather protection and TDF joints have flange covers and are sealed,,,,,,
checkpoint,Duct work adequately supported,,,,,,
checkpoint,Duct work sealed to plenum,,,,,,
checkpoint,Provision for Access,,,,,,
section,Electrical,,,,,,
checkpoint,VSD installed,,,,,,
checkpoint,VSD programmed,,,,,,
checkpoint,Electrical terminations - all terminations complete,,,,,,
checkpoint,Equipment Isolator - installed and correctly labelled,,,,,,
checkpoint,Lock Fitted to Isolator,,,,,,
section,Handover,,,,,,
checkpoint,"Handover - Work completed as per specification, checked and accepted",,,,,,
