type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Bathroom / Laundry duct and fans,,,,,,Bathroom / Laundry duct and fans
section,General,,,,,,
checkpoint,PVC Duct work run is correctly located and has adequate clearance from other services,,,,,,
checkpoint,Duct work joints are screwed and sealed with foil tape,,,,,,
checkpoint,Duct work is sealed to window head,,,,,,
checkpoint,Flex duct in place to connect to header box fan,,,,,,
section,Electrical,,,,,,
checkpoint,4 pin plug supplied by electrical trade for Bathroom fan,,,,,,
checkpoint,4 pin plug supplied by electrical trade for Laundry fan,,,,,,
section,Fans,,,,,,
checkpoint,Bathroom fan fitted and connected,,,,,,
checkpoint,Laundry fan fitted and connected,,,,,,
