resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.12,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.13,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.14,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.15,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.16,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.17,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.18,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.19,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.20,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.21,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.22,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.23,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.24,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.25,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.26,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.27,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-IP.28,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.29,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.30,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.31,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.32,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.33,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.34,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.35,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-IP.36,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,CU.1,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,CU.2,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,CU.3,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,AC-FH.1,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.2,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-FH.3,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-FH.4,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.5,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-FH.6,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-FH.7,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
Ductwork Checklist,,,checklist,,,,,Ductwork,,,,,,
Grille Fit-Off Checklist,,,checklist,,,,,Grille Fit-Off,,,,,,
,,,step,,,,AC-FH.8,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.9,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.10,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.11,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.12,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.13,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.14,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.15,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.16,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.17,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.18,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.19,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.20,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.21,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.22,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.23,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,AC-FH.24,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Drains Checklist,,,checklist,,,,,Drains,,,,,,
,,,step,,,,CU.4,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,CU.5,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,CU.6,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
,,,step,,,,CU.7,,,,,,,
Split DX Unit Checklist,,,checklist,,,,,Split DX Unit,,,,,,
Pipework Testing Checklist,,,checklist,,,,,Pipework Testing,,,,,,
