Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Stage 2 - Overall Progress,,,,,
,Scope,,,Stage 2,
,Rows,,,,
,,Level 1,dynamic,Level 1,Stage 2
,,Level 2,dynamic,Level 2,Stage 2
,,Level 3,dynamic,Level 3,Stage 2
,,Building wrap and cladding system,dynamic,Building wrap and cladding system,Stage 2
,Columns,,,,
,,Wall Strapping,,Wall Strapping,
,,External Framing,,External Framing,
,,Internal Framing,,Internal Framing,
,,Doors,,Doors,
,,Architrave,,Architrave,
,,Trims,,Trims,
,,Wraps/Tape Install,,Wraps/Tape Install,
,,,,,
Stage 3 - Overall Progress,,,,,
,Scope,,,Stage 3,
,Rows,,,,
,,Level 1,dynamic,Level 1,Stage 3
,,Level 2,dynamic,Level 2,Stage 3
,,Level 3,dynamic,Level 3,Stage 3
,,Building wrap and cladding system,dynamic,Building wrap and cladding system,Stage 3
,Columns,,,,
,,Wall Strapping,,Wall Strapping,
,,External Framing,,External Framing,
,,Internal Framing,,Internal Framing,
,,Doors,,Doors,
,,Architrave,,Architrave,
,,Trims,,Trims,
,,Wraps/Tape Install,,Wraps/Tape Install,
