Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Rough In Progress,,,,,
,Scope,,,,
,Rows,,,,
,,T250,dynamic,t250,rough in
,,T500,dynamic,t500,rough in
,,Basement,dynamic,basement,rough in
,,Ground Floor,dynamic,ground floor,rough in
,,Level 1,dynamic,level 1,rough in
,,Level 2,dynamic,level 2,rough in
,,Level 3,dynamic,rough in,level 3
,,Level 4,dynamic,level 4,rough in
,Columns,,,,
,,Telecommunications,,telecommunications,
,,Lights & Power,,lights & power,
,,,,,
Fit Off Progress,,,,,
,Scope,,,,
,Rows,,,,
,,T250,dynamic,t250,fit off
,,T500,dynamic,t500,fit off
,,Basement,dynamic,basement,fit off
,,Ground Floor,dynamic,ground floor,fit off
,,Level 1,dynamic,level 1,fit off
,,Level 2,dynamic,level 2,fit off
,,Level 3,dynamic,fit off,level 3
,,Level 4,dynamic,level 4,fit off
,,Plantroom,dynamic,fit off,plantroom
,Columns,,,,
,,Comms Fitt Off,,comms fitt off,
,,Electrical Equipment Plant,,electrical equipment plant,
