resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Site Establishment and Safety Checklist,,checklist,,,OHS,,,,,,,,
,,step,,,DUCTWORK,,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N1-S,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N2-M,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N3-M,,,,,,,
,,step,,,PIPEWORK,,,,,,,,
Pipework Checklist,Pipework Testing Checklist,folder-with-checklists,,,,LEVEL 18,,,,,,,
,,step,,,FCU,,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,folder-with-checklists,,,,PAC-18.01,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,folder-with-checklists,,,,PAC-18.02,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,folder-with-checklists,,,,PAC-18.03,,,,,,,
,,step,,,FANS,,,,,,,,
Fan Checklist,,checklist,,,,GEF-18.01,,,,,,,
,,step,,,VAV,,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N1-S,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N2-M,,,,,,,
VAV/ Heating Coils Checklist,,checklist,,,,VAV-N3-M,,,,,,,
