"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","work-in-progress","","folder","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1"
"a99cdbfe-df66-4ff4-8658-c87b36bfafc7","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A"
"971cb564-2d33-4c88-9e97-70e36e0a8baa","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A","6) ITP-006 Stormwater"
"8981fa0d-245f-4ef5-b8e8-a2c51ea669d7","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3"
"6b68b5b6-3599-4684-bb31-be96d101f446","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-8(F3 Pavement Lot 2 - Lift 6 & 7 RAMP WALL) "
"577eae4b-f79d-4a0e-aadc-7fcc5b5d0cf6","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-1(F5 Pavement Lot 1)"
"da6fb121-1203-45df-a0c1-13e5718f5b87","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-2(F13 Pavement - Lift 6 & 7)"
"1920c1eb-106e-410e-be6b-58e9539f6699","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-3(Crazy Pavement Lot 3)"
"a428e574-bd0e-4048-9397-8f0baa22ed74","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-4 (F3 Pavement Lot 4)"
"b9251986-84a7-4945-b58d-94684a528cea","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-5 (F3 Pavement Lot 5)"
"4e280414-4eab-4d08-8b0e-7023f909a9f0","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-6 (F3 Pavement Lot 6)"
"6d0818c8-f4f9-4b7b-bc59-4cb0c33cb4a7","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","04) ITP-004 Underscreed Pavement F3","SYM-PURL-PCON-4A-7 (F3 Pavement Lot 7)"
"d2b462a6-7623-403d-8a32-5d53b1685bf4","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots"
"8e8d754b-8cde-45bd-8fe8-4719ffa2455f","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-1 (PV-EWR-3 to PV-EWR-4)"
"015cef58-53a3-4d46-b024-960f51785801","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-2 (PV-EWR-4 to PV-EWR-3A)"
"7d6b33eb-92e1-42a9-befe-bd070c264ae9","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-3 (PV-EWR-4 to PV-EWR-4A)"
"34abddf8-ad3c-4291-a7b5-27af99056435","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-4 (PV-EWR-4A to PV-EWR-5)"
"e78990a5-b531-4ed4-a266-2c6502fb1026","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-5 (PV-EWR-4A to PV-EWR-4A.1)"
"557a49a6-7e02-46da-bd6e-22e8246f3cc2","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-6  (EX-PV-8.1 to PV-8.2)"
"13c217dc-305f-4aa9-9f57-dd23e22b4e22","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-7 (PV-8.2 to PV8.3)"
"65056c7d-124b-4d60-b4e5-20a98ec0d004","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-8 (PV-8.2 TO PV-8.1.1)"
"a6aacaef-0cfc-4235-8f72-b7ad8348f974","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Stormwater Lots","SYM-PURL-SWD-4A-9 (PV-8.4 to PV8.4.1)"
"5346116d-55b4-4c7c-b164-687982ee6472","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","06)  ITP-006 SYM-PURL-SWD-4A-2"
"f5e185e1-c5da-4ca7-a1c4-d84ca93ba28a","","work-in-progress","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","06)  ITP-006 SYM-PURL-SWD-4A-2","SYM-ITP-006 - Stormwater (Rev A)"
"8c7c3d23-e4d7-4d48-a06b-92621c8df50d","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","13) ITP-013 Retaining Walls and Wall Footings"
"484dd841-d94c-4590-9ffd-fee44fc19929","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-4A-1 (WAL-3A)"
"e62b52ad-ef15-4823-869e-20668610579a","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-4A-2 (WAL-13)"
"c0ec3756-4b2a-443d-9859-4ff07936142c","","pass","SYM-ITP-013 - Retaining walls and wall footings (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","13) ITP-013 Retaining Walls and Wall Footings","SYM-PURL-W&F-4A-3 (WAL-2)"
"f8f4467b-f3cb-496f-ad3c-155fec0b6f73","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","07) ITP-007 Subsurface Drainage"
"c21425b6-5b52-49d9-9644-589087c0dacf","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","07) ITP-007 Subsurface Drainage","SYM-PURL-SSD-4A-1"
"90d30001-bf9c-48ca-88c7-119ad876ef54","","not-started","Bluestone Wastage Record","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","Bluestone Wastage Record"
"f4171011-24fa-4003-ad14-8940202d5c91","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","SYM-ITP-011 - LANDSCAPING (Rev A)"
"7bd0057b-9735-46c6-94bb-f8a8abe37324","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","19) ITP-019 Cladding"
"8d682971-84ca-4a8f-a9e1-ce9b05ae6c7a","","pass","SYM-ITP-019 - CLADDING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","19) ITP-019 Cladding","SYM-PURL-CLD-4A-1"
"d994fd7c-f737-4680-ac45-40809d297c95","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","20) ITP-020 Paving "
"7a709363-b52d-4d39-91ed-79329ec42520","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","20) ITP-020 Paving ","4A - Bluestone Paving "
"09b686cd-ddbe-48a7-b323-9663236082b9","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4A","09) ITP-009 Tactiles "
"f1d492dc-f131-4e10-9604-39f2c66c8e1b","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4A","09) ITP-009 Tactiles ","SYM-PURL-TAC-4A (Tactiles 4A)"
"66ef4c55-383a-458e-a795-d353dfc339b5","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B"
"62335afd-2b18-482a-bd9d-6a107691e0bb","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","2) ITP-002 Flexible Pavement"
"b1970b7b-b409-4159-a36e-c77c667624e1","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-4B-1 "
"98fa4b9c-e466-4ed8-9582-2d9ffd25ab01","","pass","SYM-Proof Roll Record","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","2) ITP-002 Flexible Pavement","SYM-Proof Roll Record (SYM-PURL-PFLX-4B-1 )"
"805470f8-16e1-415c-bd65-d17d3294fd37","","work-in-progress","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-4B-2(Bike Lane Sub-base)"
"70c227ea-d762-4486-b21f-f21e61b3f507","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt"
"95e6ee5b-0b8a-4caf-985a-2053fafc4450","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-PURL-ASP-4B-1 (Road Base course)"
"2402d872-2993-47ae-9c9a-5e2e0d489518","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-PURL-ASP-4B-2  (Road intermediate course)"
"7cbe743d-edea-4054-9c3f-3c54c6f2dfe5","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-PURL-ASP-4B-3(bike lane BC)"
"dbe660af-1e61-411b-a262-a4bff755cb60","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-PURL-ASP-4B-4(Bike lane WC)"
"c95e373f-41c3-4f27-b9e0-964dcb6f568b","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-ITP-003 - 4b road and bike lanes intermediate course"
"4e6f824f-73a2-4beb-b204-fcdc63863f90","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","3) ITP-003 Asphalt","SYM-PURL-ASP-4B-5 (Road Wearing Course)"
"97d8c02a-1354-4cc3-9c99-937ff123cb17","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","4) ITP-004 Concrete Pavements"
"6f023fbf-2022-49e5-abfa-e057d204f6e3","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4B-1(F3 Pavement Lot 1)"
"e8a3d2e7-7fef-4a67-8cd1-78b09a2ec21a","","not-started","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4B-2 (F3 Pavement Lot 2)"
"4c122a50-fc7e-4fc5-9673-222747ad5540","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","6) ITP-006 Stormwater"
"c4539f12-7dd3-4a43-bc66-45ef4a0c33c8","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","6) ITP-006 Stormwater","SYM-PURL-SWD-4B-1 (PV-2.17A to PV-2.17.1)"
"ce0da0b3-ede2-4a43-878a-dc7a6b454953","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","6) ITP-006 Stormwater","SYM-PURL-SWD-4B-2 (PV-2.17.1 to PV-2.17.2)"
"642c89ba-e290-4404-8d7e-052196cfbc9d","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","11) ITP-011 Landscaping"
"888240b3-4ec0-42f6-bc8f-0980dfc3a507","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","11) ITP-011 Landscaping","SYM-ITP-011 - LANDSCAPING (Rev A)"
"e85c88ca-6975-4be9-bdd7-6aa0ab3c02ed","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","17) ITP-017 Traffic Signals"
"c1f4a0e4-bedf-48b8-b7bb-41e3a99c4faa","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","17) ITP-017 Traffic Signals","SYM-PURL-TRS-4B-1"
"b7ae9e5e-5fc1-4a20-b13c-9717c08d32ca","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","18) ITP-018 Public Lighting"
"79d22be8-379d-495d-85e4-ae8a5aa05d10","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","18) ITP-018 Public Lighting","SYM-PURL-PUL-4B-1 "
"714453e2-962e-4a03-85da-ef62a831b81a","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","19) ITP-019 Stratavault"
"151961cd-72e8-4858-9421-3a5062946253","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","19) ITP-019 Stratavault","SYM-PURL-STV-4B-1(SV9) "
"d872947c-3524-42f5-9c2e-679eecbed483","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","23) ITP-023 Subsurface Drainage"
"89a55619-0060-4865-8f17-3fd4ad94ab93","","work-in-progress","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","23) ITP-023 Subsurface Drainage","SYM-ITP-007 - Subsurface Drainage (Rev A)"
"5f32c139-d530-414c-add9-98e263b432c5","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","5 ) ITP-006 Insitu Concrete Elements"
"892d8e6e-0ebe-40bf-90fa-f6db392f392f","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","5 ) ITP-006 Insitu Concrete Elements","SYM-PURL-ICE-4B-1 (3 x truck stopping bollards - east of escalator) "
"b3144909-6a5d-441a-8116-127c2d9d0452","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","7) ITP-007 Subsurface Drainage"
"f47afda1-b1ee-4be0-9161-8f67bdbbe716","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","7) ITP-007 Subsurface Drainage","SYM-PURL-SSD-4B-1"
"ebd49184-62fc-412a-a078-f4c226c0c8f3","","no-status-not-started","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","19) ITP-019 Cladding"
"12ff94e8-520c-420e-a41a-aa7c34ccd81e","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4B","20) ITP-020 Paving "
"b456dd5a-624e-4814-858d-5523ec153523","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4B","20) ITP-020 Paving ","4B - Bluestone Kerb"
"42c6337f-6c61-4635-8736-060bd2c334d5","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C"
"cff98115-1f34-4dd3-b4b0-38553734c1fb","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","3) ITP-003 Asphalt"
"795f44d1-d079-4636-9912-10261a5d88e4","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","3) ITP-003 Asphalt","SYM-PURL-ASP-4C-1 (Bike Lane BC)"
"65af0c20-2fdf-43f3-937f-dc2838114233","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","3) ITP-003 Asphalt","SYM-PURL-ASP-4C-2 (Bike Lane IC)"
"4ae65ada-4f10-46c4-bc0f-9742f5140ff1","","not-started","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","3) ITP-003 Asphalt","SYM-ITP-003 - Asphalt Placement 1 23.12.14 4cb wearing course"
"84aefb60-e3f2-4303-8e1a-21919a26780b","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","4) ITP-004 Concrete Pavements"
"cc908af8-693a-46b3-91c9-2acfb376798b","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4C-1 (Lot 1)"
"f22fc147-938a-49d1-9cf5-dc6b4a53a902","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4C-2 (Lot 2)"
"4e1360a9-f81d-418f-9239-4b7877156742","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4C-3"
"a21a963f-1ff9-45a3-bb3b-267d201ccf34","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-4C-4"
"b764dd0b-516b-4cef-b717-7146ff5b7533","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater"
"4447d68a-5ec9-48d5-8830-c15a719c173d","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-1 (PV2.17A-2.17B)"
"b82105da-f4c0-4d66-8a62-22a69193f4a7","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-2 (PV2.17B-2.18)"
"4a8e6a6f-4561-428e-a2ca-af6aea4b6618","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-3 (PV2.18-2.18A)"
"20fa659c-d961-4d3a-a2db-f5e49477c847","","pass","37b3df2c38a8f8afd91442cab7527da467d937b14d907f89e7f81c9315ec5d7f","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-4 (PV2.18A-2.19)"
"640f5384-6dc8-4449-aabf-d8cfa3256936","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-5(PV-2.17-PV2.17A)"
"01de6dba-7dff-4385-acdd-254ba5a54a92","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-6(PV-2.16 to PV-2.17)"
"ff3d22a0-23b3-4b9b-9eb3-5fc396c6acfe","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-7(PV-2.17 to PV-2.17C)"
"94acf433-ce58-4060-9c96-df9613fa132e","","work-in-progress","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-9(PV-2.17B to PV-TG-GS-4.5)"
"69ece266-0e82-4791-a267-2f1ec7c282cb","","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","6) ITP-006 Stormwater","SYM-PURL-SWD-4C-8 (PV-2.17C TO PV-TG-GS-4.4)"
"4b299e92-207c-4553-bb47-08ca17e6f483","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","12) ITP-012 Landscaping"
"1e8c122e-5b27-4ede-9965-0609738d2f3c","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","12) ITP-012 Landscaping","SYM-PURL-LAN-4C-1(Tree trenches)"
"8d957640-c19b-43c3-aeae-82f3aafb7741","","not-started","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","12) ITP-012 Landscaping","SYM-PURL-LAN-4C-2 (Roadside Gardenbeds)"
"cd615d04-1f46-4395-8df9-62b0d3c77aa9","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","12) ITP-012 Stratavault"
"be0e97cf-cf39-44bb-a5aa-d32027749df3","","pass","SYM-ITP-012 - Stratavaults (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","12) ITP-012 Stratavault","SYM-PURL-STV-4C-1(SV19) "
"a558ed70-3abb-4ea4-ba3d-1983470c898a","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","17) ITP-017 Traffic Signals"
"2e363989-018b-4981-9660-16591ec7dc70","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","17) ITP-017 Traffic Signals","SYM-PURL-TRS-4C-1 "
"75d4029f-e418-4be3-af06-35e4cf5bb1c4","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","18) ITP-018 Public Lighting"
"d6ec0462-6fae-425e-9e51-423b54f2703d","","work-in-progress","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","18) ITP-018 Public Lighting","SYM-PURL-PUL-4C-1"
"6080f889-c12c-462c-90de-b2b7d76433c3","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","23) ITP-023 Subsurface Drainage"
"d965ff81-d2e4-4ad3-a034-6a7dbd37ca2d","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","23) ITP-023 Subsurface Drainage","SYM-PURL-SSD-4C-1"
"bf931b11-deb0-4d10-95a1-7f814906e1bd","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","20) ITP-020 Bluestone Paving"
"f1ee8714-834c-4454-8d70-64de561db07f","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","20) ITP-020 Bluestone Paving","4C - Bluestone Paving "
"f6e734a2-20b2-4290-81a7-7f92a978d700","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","20) ITP-020 Bluestone Paving","4C - Bluestone Kerb"
"e612467b-4647-46c3-b82c-5a3c9db473e1","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","ZONE 4C","09) ITP-009 Tactiles "
"a941f6ac-12f2-4be4-91ba-1b47b06b2ecc","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","ZONE 4C","09) ITP-009 Tactiles ","SYM-PURL-TAC-4C (Tactiles 4C)"
"a1968dca-a43a-4d0e-9593-f43e71d2675a","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","Street Furniture 2.2"
"ff37a78a-657f-4415-bac7-84c0c03af71d","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 2.2","Street Furniture 2.2","SYM-PURL-FUR-2.2-1 - Furniture Install-Stage 2.2"
"7017e90b-99a9-432c-9171-db9ef54d2eda","","pass","SYM-ITP-024 - Handrails & Balustrades (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","Street Furniture 2.2","SYM-PURL-HAN-2.2-1 - Handrails & Balustrades (Rev A) - Zone 2.2"
"0516b076-ab78-4863-b9b6-65a171366b25","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 2.2","Street Furniture 2.2","SYM-PURL-FOU-2.2-1 - Drinking Fountain install"
"99d535bd-de5e-435a-81ad-9cbd02c825b2","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.2","SYM-PURL-LAN-2.2-1 - LANDSCAPING Stage 2.1"
"0ff01e74-626c-4cab-ba88-03f0f641ae18","","pass","","folder","TRUE","FALSE","Construction","STAGE 2.2","Signage Install - 2.2"
