Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,QA,,,,
,Rows,,,,,,,
,,Ground - Stand Alone (Comms) - Hi Wall - AC-G-IT.1,dynamic,QA,Ground,Stand Alone (Comms),Hi Wall,AC-G-IT.1
,,Ground - Stand Alone (Comms) - Hi Wall - AC-G-IT.2,dynamic,QA,Ground,Stand Alone (Comms),Hi Wall,AC-G-IT.2
,,Ground - Stand Alone (Comms) - Hi Wall - AC-G-IT.3,dynamic,QA,Ground,Stand Alone (Comms),Hi Wall,AC-G-IT.3
,,Ground - Stand Alone (Comms) - Hi Wall - AC-GS,dynamic,QA,Ground,Stand Alone (Comms),Hi Wall,AC-GS
,,Ground - CU-G.1 - Hi Wall,dynamic,QA,Ground,CU-G.1,Hi Wall,
,,Ground - CU-G.1 - Cassette,dynamic,QA,Ground,CU-G.1,Cassette,
,,Ground - CU-G.1 - Ducted - AC-G1.1,dynamic,QA,Ground,CU-G.1,Ducted,AC-G1.1
,,Ground - CU-G.1 - Ducted - AC-G1.5,dynamic,QA,Ground,CU-G.1,Ducted,AC-G1.5
,,Ground - CU-G.1 - Ducted - AC-G1.6,dynamic,QA,Ground,CU-G.1,Ducted,AC-G1.6
,,Ground - CU-G.1 - Branch Box - BS-1,dynamic,QA,Ground,CU-G.1,Branch Box,BS-1
,,Ground - CU-G.1 - Outdoor Unit,dynamic,QA,Ground,CU-G.1,Outdoor Unit,
,,Ground - CU-G.2 - Cassette,dynamic,QA,Ground,CU-G.2,Cassette,
,,Ground - CU-G.2 - Branch Box - BS-2,dynamic,QA,Ground,CU-G.2,Branch Box,BS-2
,,Ground - CU-G.2 - Outdoor Unit,dynamic,QA,Ground,CU-G.2,Outdoor Unit,
,,Ground - CU-G.2 - SAF Fan (Cassette),dynamic,QA,Ground,CU-G.2,SAF Fan (Cassette),
,,Ground - CU-G.3 - Ducted,dynamic,QA,Ground,CU-G.3,Ducted,
,,Ground - CU-G.3 - Branch Box - BS-3,dynamic,QA,Ground,CU-G.3,Branch Box,BS-3
,,Ground - CU-G.3 - Outdoor Unit,dynamic,QA,Ground,CU-G.3,Outdoor Unit,
,,Ground - CU-G.4 - Cassette,dynamic,QA,Ground,CU-G.4,Cassette,
,,Ground - CU-G.4 - Ducted,dynamic,QA,Ground,CU-G.4,Ducted,
,,Ground - CU-G.4 - Branch Box - BS-4,dynamic,QA,Ground,CU-G.4,Branch Box,BS-4
,,Ground - CU-G.4 - Outdoor Unit,dynamic,QA,Ground,CU-G.4,Outdoor Unit,
,,Ground - CU-G.4 - SAF Fan (Cassette),dynamic,QA,Ground,CU-G.4,SAF Fan (Cassette),
,,Ground - CU-G.5 - Hi Wall,dynamic,QA,Ground,CU-G.5,Hi Wall,
,,Ground - CU-G.5 - Cassette,dynamic,QA,Ground,CU-G.5,Cassette,
,,Ground - CU-G.5 - Ducted,dynamic,QA,Ground,CU-G.5,Ducted,
,,Ground - CU-G.5 - Branch Box - BS-5,dynamic,QA,Ground,CU-G.5,Branch Box,BS-5
