"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"362ab3b7-2706-4a09-a8ea-e5dec31bf6e9","","work-in-progress","","folder","TRUE","FALSE","Auckland"
"6913abf7-f364-4200-b6f0-2947d290cecc","","work-in-progress","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs"
"3aeaedce-51e4-4dd9-bbd1-8ece223295bb","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Bay"
"ccd4d148-6de5-4b34-a0ad-f001c7fb01f1","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Bay","Completed Refurbs"
"a1dbc9aa-e14b-4319-9e59-8469d41f203c","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Bay","Completed Refurbs","Apartment 11 - Job #68461"
"32cc5aa9-a5a2-440c-bb72-6fbf98db8a0a","","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Bay","Completed Refurbs","Apartment 11 - Job #68461","Aria Bay - Apt 11 - Refurb Checklist"
"86a6a9af-8e09-4b9c-9054-21be2607f3af","","work-in-progress","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens"
"cb50841b-5802-44f3-b935-83403db8c8dc","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs"
"8c2fbd64-2326-46f3-9c73-7a2b04e73dfb","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 44 - Job #71015"
"dddd8b57-df1e-4ecc-8224-1cffefc2f8dc","","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 44 - Job #71015","Aria Gardens - Kowhai Room 44 - Refurb Checklist"
"c9fb7236-45e5-4ba0-a23d-808bd74560be","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 46 - Job #73468"
"d9c0001c-8e9a-4348-a800-49435d851c99","","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 46 - Job #73468","Aria Gardens - Kowhai Room 46 - Refurb Checklist"
"f54fc347-57ca-43d4-915c-bccea8ae61e7","","pass","","folder","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 49 - Job #71016"
"204fc130-bf43-4d67-a474-dd5a86d473c0","","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 49 - Job #71016","Aria Gardens - Kowhai Room 49 - Refurb Checklist"
