resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Independent Apartments - Mallory,,,,,,,,
Independent Apartment - Mallory/Shackleton - 121/433/146,checklist,,,,102. Independent Apartment - Mallory - 121,,,,,,,
Independent Apartments - Mallory - 122/430,checklist,,,,103. Independent Apartments - Mallory - 122,,,,,,,
Independent Apartments - Mallory - 126,checklist,,,,104. Independent Apartments - Mallory - 126,,,,,,,
Townhouse/Independent Apartments - Mallory - 61/71/128,checklist,,,,105. Independent Apartments - Mallory - 128,,,,,,,
Independent Apartments - Mallory - 130,checklist,,,,106. Independent Apartments - Mallory - 130,,,,,,,
Independent Apartments - Mallory - 221,checklist,,,,107. Independent Apartments - Mallory - 221,,,,,,,
Independent Apartments - Mallory - 226,checklist,,,,108. Independent Apartments - Mallory - 226,,,,,,,
Independent Apartments - Mallory - 230,checklist,,,,109. Independent Apartments - Mallory - 230,,,,,,,
Independent Apartments - Mallory/Tenzing - 321/359,checklist,,,,110. Independent Apartments - Mallory - 321,,,,,,,
Independent Apartments - Mallory - 331,checklist,,,,111. Independent Apartments - Mallory - 331,,,,,,,
Townhouse/Independent Apartments - Mallory - 56/67/332,checklist,,,,112. Independent Apartments - Mallory - 332,,,,,,,
Independent Apartments - Mallory - 334,checklist,,,,113. Independent Apartments - Mallory - 334,,,,,,,
Independent Apartments - Mallory - 427,checklist,,,,114. Independent Apartments - Mallory - 427,,,,,,,
Independent Apartments - Mallory - 122/430,checklist,,,,115. Independent Apartments - Mallory - 430,,,,,,,
Independent Apartment - Mallory/Shackleton - 121/433/146,checklist,,,,116. Independent Apartments - Mallory - 433,,,,,,,
Independent Apartments - Mallory - 434,checklist,,,,117. Independent Apartments - Mallory - 434,,,,,,,
,step,,,Independent Apartments - Scott,,,,,,,,
Independent Apartments - NC Equipment Cabinet - IA SCOTT - Carpark,checklist,,,,3 and 153. NC Equipment Cabinet - IA SCOTT - Carpark,,,,,,,
Independent Apartments - Scott - 135,checklist,,,,118 and 121. Independent Apartments - Scott - 135,,,,,,,
Independent Apartments - Scott - 235/236,checklist,,,,119 and 121. Independent Apartments - Scott - 235,,,,,,,
Independent Apartments - Scott - 235/236,checklist,,,,120 and 121. Independent Apartments - Scott - 236,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 136,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 137,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 138,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 139,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 140,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 237,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 238,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 239,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 240,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 335,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 336,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 337,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 338,,,,,,,
Independent Apartments - Scott - 136 to 440,checklist,,,,121. Independent Apartments - Scott - 339,,,,,,,
