Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,
2a23b1d0-5406-5f4e-8365-1a1713f3fde7,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5C,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
7111ab05-82d8-5b09-ad3f-ae4ad1b2ce7a,,checkpoint-status,not-applicable,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5D,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
a569db58-30b5-5075-be90-3afcfdd79f95,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5D,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
44e93971-9353-5e83-a6b4-c7c7e8b9684a,,checkpoint-status,not-applicable,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5E,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
47b0031d-e009-5f1f-9037-36abd22b2de2,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5E,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
1a1e78b8-891f-5d8e-9d1b-884e8cbf4ae6,,checkpoint-status,not-applicable,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5F,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
777a35b6-b6b7-59ba-82f5-f85a08c144f8,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5F,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
d1548766-1b7f-5a98-8a10-a2f152d130ff,,checkpoint-status,not-applicable,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5G,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
57e7185a-f82a-51d3-a365-bd62930c55d6,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5G,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
2ef80a79-f864-5bbb-ad54-48f03dc64e40,,checkpoint-status,not-applicable,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5H,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
a3af869f-9792-5ed5-be3d-83bee7e65925,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,5H,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
b5f3ff9f-df0b-579f-89c7-9439b3f2a06f,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,OMKT Corridor,Corridor Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
4b4c4dcf-eff3-5d57-91af-2b7ba5969e16,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,OMKT Corridor,Garbage Room Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
704cdb57-2a74-510b-982a-e33b92d4c9c3,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,KWH Corridor,Corridor Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
d0462190-8e9c-5319-bbb0-427a0194939c,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 5,KWH Corridor,Garbage Room Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
88261e12-fc19-5e76-a4d5-5e4e0c0ab3a3,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6A,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
cec5288f-c8e1-50af-8b26-50d03637f114,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6A,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
8126e830-5768-5789-892a-77c2a8ef9367,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6B,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
3fa42298-2b92-5ff4-b410-747e507f3a30,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6B,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
53d3fcb5-1c43-55bf-bc23-816de2c39038,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6C,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
342e7490-3021-535c-8566-2fa912106e53,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6C,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
fe2d5bda-f8da-5600-9ee9-86a7a21737ef,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6D,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
7332c0a8-d66d-5612-a379-2b3de7ac3b40,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6D,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
61eebfd5-7043-55f4-b650-d3ef55f8346e,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6E,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
d3fc0079-ca02-5dfc-bbe7-6718f901b89f,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6E,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
e75c45cc-4ebd-5923-a6d3-3ac1335bb8c5,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6F,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
3db98614-e665-5d2c-937f-a57a3e7e17f8,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6F,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
d53b4805-840b-573d-af11-984446375278,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6G,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
337a7af7-fb17-5162-b8d2-b7cdae5eb67a,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6G,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
b1c698a9-91fd-5a29-93c7-074b0b1e4267,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6H,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
43e06dc1-6766-56e8-9061-9a9d565cbfd6,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,6H,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
a7f0f2fb-de18-5fae-9066-89daa9c61bef,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,OMKT Corridor,Corridor Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
05869059-8de6-577d-a79e-312919e29d1a,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,OMKT Corridor,Garbage Room Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
db4e43a0-c7a1-56ab-bf84-1635d483df0f,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,KWH Corridor,Corridor Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
a507c04a-218a-55f5-88eb-541889b2d0c1,,checkpoint-status,not-started,af2722824b60dace5f33118abc34c6b41ed5a7c1e7ebcb687f2b9863de2e28fa:36e1de37-27a6-4b1a-94fc-0e799043dd00:06506261-11f4-4315-9424-69eae5726d3b,,TRUE,TRUE,Site QA,Level 6,KWH Corridor,Garbage Room Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
0bb39949-8cfb-59c9-a383-6864c6a0503e,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7A,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
2f3373ac-30d1-5057-bc13-d7238346e8e6,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7A,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
9c07ae5d-8e3b-57eb-93a6-dbf82823b419,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7B,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
79213143-459f-589b-aa65-727c6c89ea16,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7B,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
182c75bd-4ebc-528c-9fbe-bc53f9c8a489,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7C,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
df5591b8-03e9-58b2-8a47-97526a0d895e,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7C,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
f8b3ebc8-6e4c-55ed-9496-51df878dd931,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7D,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
d28680ce-532b-5ee5-bc57-2758fa5430f1,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7D,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
c3370638-04d8-5e90-83aa-5929c50ed1da,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7E,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
22edbcc6-b693-505e-8e2c-c51f14c4aa43,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7E,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
02ccf733-fb07-5b33-aba5-dfd4fc5506ee,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7F,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
13f691e3-394e-53f2-933d-16fd92fd9fc7,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7F,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
74086e4f-ba26-526d-8df5-2ded91202178,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7G,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
e3f9e447-0e59-51f3-b026-8dc9557fb266,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7G,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
fab01521-abb9-5473-a575-8d218603b02a,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7H,Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
961a1ffd-17c9-5321-984b-1db2335ab3fa,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,7H,Balcony Wall - Framing and Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
654ed60e-834c-5edc-b959-9b134cb7a55f,,checkpoint-status,not-started,e48d1984f539d29a0f46d4cd91c3cc5b27f947445c166d369d1454a07c331175:e13a227f-6a8e-4a1b-afba-48f5f5b5e447:eeb95c08-1779-4025-8d2d-7184060390f1,,TRUE,TRUE,Site QA,Level 7,OMKT Corridor,Corridor Wall Framing & Sheeting,Wall Framing,Allowance for access panels and service penetration,,,,,,,
