Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Package A,dynamic,Package A,
,,Package B,dynamic,Package B,
,Columns,,,,
,,All Subbie Rough-in Progression,,All Subbie Rough-in Progression,
,,All Subbie Fit off & Testing Progression,,All Subbie Fit off & Testing Progression,
,,As Builts,,As Builts,
,,Ductwork,,Ductwork,
,,Pipework,,Pipework,
,,Indoor Equipment,,Indoor Equipment,
,,Refrigeration Pipe,,Refrigeration Pipe,
,,Grille Fit-Off,,Grille Fit-Off,
,,Plantroom / Outdoor Equipment,,Plantroom / Outdoor Equipment,
