Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Aluminium Slat Style IT Screens - Detailed Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,ZONE A,grouping,ZONE A,,,
,,Zone A - Level 00,grouping,Zone A - Level 00,,,
,,Aprt 001,,Aluminium Slat Style IT Screens ,Aprt 001,Level 00,Zone A
,,Aprt 002,,Aluminium Slat Style IT Screens ,Aprt 002,Level 00,Zone A
,,Aprt 003,,Aluminium Slat Style IT Screens ,Aprt 003,Level 00,Zone A
,,Aprt 004 ,,Aluminium Slat Style IT Screens ,Aprt 004 ,Level 00,Zone A
,,Aprt 005,,Aluminium Slat Style IT Screens ,Aprt 005,Level 00,Zone A
,,Aprt 006 ,,Aluminium Slat Style IT Screens ,Aprt 006 ,Level 00,Zone A
,,Aprt 009 ,,Aluminium Slat Style IT Screens ,Aprt 009 ,Level 00,Zone A
,,Aprt 010 ,,Aluminium Slat Style IT Screens ,Aprt 010 ,Level 00,Zone A
,,Aprt 011,,Aluminium Slat Style IT Screens ,Aprt 011,Level 00,Zone A
,,Aprt 012 ,,Aluminium Slat Style IT Screens ,Aprt 012 ,Level 00,Zone A
,,Aprt 013 ,,Aluminium Slat Style IT Screens ,Aprt 013 ,Level 00,Zone A
,,Aprt 014,,Aluminium Slat Style IT Screens ,Aprt 014,Level 00,Zone A
,,Zone A - Level 01,grouping,Zone A - Level 01,,,
,,Aprt 104,,Aluminium Slat Style IT Screens ,Aprt 104,Level 01,Zone A
,,Aprt 105,,Aluminium Slat Style IT Screens ,Aprt 105,Level 01,Zone A
,,Aprt 109 ,,Aluminium Slat Style IT Screens ,Aprt 109 ,Level 01,Zone A
,,Aprt 110 ,,Aluminium Slat Style IT Screens ,Aprt 110 ,Level 01,Zone A
,,Aprt 111,,Aluminium Slat Style IT Screens ,Aprt 111,Level 01,Zone A
,,Aprt 112,,Aluminium Slat Style IT Screens ,Aprt 112,Level 01,Zone A
,,Aprt 113,,Aluminium Slat Style IT Screens ,Aprt 113,Level 01,Zone A
,,Aprt 114,,Aluminium Slat Style IT Screens ,Aprt 114,Level 01,Zone A
,,Zone A - Level 02,grouping,Zone A - Level 02,,,
,,Aprt 201,,Aluminium Slat Style IT Screens ,Aprt 201,Level 02,Zone A
,,Aprt 202,,Aluminium Slat Style IT Screens ,Aprt 202,Level 02,Zone A
,,Aprt 203,,Aluminium Slat Style IT Screens ,Aprt 203,Level 02,Zone A
,,Aprt 204 ,,Aluminium Slat Style IT Screens ,Aprt 204 ,Level 02,Zone A
,,Aprt 205,,Aluminium Slat Style IT Screens ,Aprt 205,Level 02,Zone A
,,Aprt 209 ,,Aluminium Slat Style IT Screens ,Aprt 209 ,Level 02,Zone A
,,Aprt 210,,Aluminium Slat Style IT Screens ,Aprt 210,Level 02,Zone A
,,Aprt 211,,Aluminium Slat Style IT Screens ,Aprt 211,Level 02,Zone A
,,Aprt 212,,Aluminium Slat Style IT Screens ,Aprt 212,Level 02,Zone A
,,Aprt 213,,Aluminium Slat Style IT Screens ,Aprt 213,Level 02,Zone A
,,Aprt 214,,Aluminium Slat Style IT Screens ,Aprt 214,Level 02,Zone A
,,ZONE B,grouping,ZONE B,,,
,,Zone B - Level 01,grouping,Zone B - Level 01,,,
,,Aprt 132,,Aluminium Slat Style IT Screens ,Aprt 132,Level 01,Zone B
,,Aprt 133,,Aluminium Slat Style IT Screens ,Aprt 133,Level 01,Zone B
,,Aprt 134,,Aluminium Slat Style IT Screens ,Aprt 134,Level 01,Zone B
,,Aprt 138,,Aluminium Slat Style IT Screens ,Aprt 138,Level 01,Zone B
,,Aprt 139,,Aluminium Slat Style IT Screens ,Aprt 139,Level 01,Zone B
,,Aprt 140 ,,Aluminium Slat Style IT Screens ,Aprt 140 ,Level 01,Zone B
,,Aprt 141,,Aluminium Slat Style IT Screens ,Aprt 141,Level 01,Zone B
,,Zone B - Level 02,grouping,Zone B - Level 02,,,
,,Aprt 232,,Aluminium Slat Style IT Screens ,Aprt 232,Level 02,Zone B
,,Aprt 233,,Aluminium Slat Style IT Screens ,Aprt 233,Level 02,Zone B
,,Aprt 234,,Aluminium Slat Style IT Screens ,Aprt 234,Level 02,Zone B
,,Aprt 238,,Aluminium Slat Style IT Screens ,Aprt 238,Level 02,Zone B
,,Aprt 239 ,,Aluminium Slat Style IT Screens ,Aprt 239 ,Level 02,Zone B
,,ZONE C,grouping,ZONE C,,,
,,Zone C - Level 00,grouping,Zone C - Level 00,,,
,,Aprt 024 ,,Aluminium Slat Style IT Screens ,Aprt 024 ,Level 00,Zone C
,,Aprt 025,,Aluminium Slat Style IT Screens ,Aprt 025,Level 00,Zone C
,,Aprt 026,,Aluminium Slat Style IT Screens ,Aprt 026,Level 00,Zone C
,,Aprt 027 ,,Aluminium Slat Style IT Screens ,Aprt 027 ,Level 00,Zone C
,,Aprt 028,,Aluminium Slat Style IT Screens ,Aprt 028,Level 00,Zone C
,,Aprt 029 ,,Aluminium Slat Style IT Screens ,Aprt 029 ,Level 00,Zone C
,,Aprt 030 ,,Aluminium Slat Style IT Screens ,Aprt 030 ,Level 00,Zone C
,,Zone C - Level 01,grouping,Zone C - Level 01,,,
,,Aprt 115,,Aluminium Slat Style IT Screens ,Aprt 115,Level 01,Zone C
,,Aprt 116,,Aluminium Slat Style IT Screens ,Aprt 116,Level 01,Zone C
,,Aprt 124,,Aluminium Slat Style IT Screens ,Aprt 124,Level 01,Zone C
,,Aprt 125,,Aluminium Slat Style IT Screens ,Aprt 125,Level 01,Zone C
,,Aprt 126,,Aluminium Slat Style IT Screens ,Aprt 126,Level 01,Zone C
,,Aprt 127,,Aluminium Slat Style IT Screens ,Aprt 127,Level 01,Zone C
,,Aprt 128,,Aluminium Slat Style IT Screens ,Aprt 128,Level 01,Zone C
,,Aprt 129,,Aluminium Slat Style IT Screens ,Aprt 129,Level 01,Zone C
,,Aprt 130 ,,Aluminium Slat Style IT Screens ,Aprt 130 ,Level 01,Zone C
,,Aprt 131,,Aluminium Slat Style IT Screens ,Aprt 131,Level 01,Zone C
,,Zone C - Level 02,grouping,Zone C - Level 02,,,
,,Aprt 215,,Aluminium Slat Style IT Screens ,Aprt 215,Level 02,Zone C
,,Aprt 216,,Aluminium Slat Style IT Screens ,Aprt 216,Level 02,Zone C
,,Aprt 225,,Aluminium Slat Style IT Screens ,Aprt 225,Level 02,Zone C
,,Aprt 226,,Aluminium Slat Style IT Screens ,Aprt 226,Level 02,Zone C
,,Aprt 227,,Aluminium Slat Style IT Screens ,Aprt 227,Level 02,Zone C
,,Aprt 228,,Aluminium Slat Style IT Screens ,Aprt 228,Level 02,Zone C
,,Aprt 229,,Aluminium Slat Style IT Screens ,Aprt 229,Level 02,Zone C
,,Aprt 230 ,,Aluminium Slat Style IT Screens ,Aprt 230 ,Level 02,Zone C
,,Aprt 231,,Aluminium Slat Style IT Screens ,Aprt 231,Level 02,Zone C
,Columns,,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,,
,,Fixing Details checked,,Fixing Details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,,
,,Position materials & mark drill points,,Position materials and mark drill points,,,
,,Drill depth,Drill depth,Position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of  Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,,
,,Install posts & Panels,,Install posts and Panels,,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,,
,,Install Inner & Top Rail & Endcaps,,Install Inner and Top Rail and Endcaps,,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,,
