Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Aircon Unit Covers - Detailed Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,ZONE A,grouping,ZONE A,,,
,,Zone A - Level 00,grouping,Zone A - Level 00,,,
,,Aprt 001,,Aircon Unit Covers ,Aprt 001,Level 00,Zone A
,,Aprt 002,,Aircon Unit Covers ,Aprt 002,Level 00,Zone A
,,Aprt 003,,Aircon Unit Covers ,Aprt 003,Level 00,Zone A
,,Aprt 004 ,,Aircon Unit Covers ,Aprt 004 ,Level 00,Zone A
,,Aprt 005,,Aircon Unit Covers ,Aprt 005,Level 00,Zone A
,,Aprt 006 ,,Aircon Unit Covers ,Aprt 006 ,Level 00,Zone A
,,Aprt 007 ,,Aircon Unit Covers ,Aprt 007 ,Level 00,Zone A
,,Aprt 008 ,,Aircon Unit Covers ,Aprt 008 ,Level 00,Zone A
,,Aprt 009 ,,Aircon Unit Covers ,Aprt 009 ,Level 00,Zone A
,,Aprt 010 ,,Aircon Unit Covers ,Aprt 010 ,Level 00,Zone A
,,Aprt 011,,Aircon Unit Covers ,Aprt 011,Level 00,Zone A
,,Aprt 012 ,,Aircon Unit Covers ,Aprt 012 ,Level 00,Zone A
,,Aprt 013 ,,Aircon Unit Covers ,Aprt 013 ,Level 00,Zone A
,,Aprt 014,,Aircon Unit Covers ,Aprt 014,Level 00,Zone A
,,Zone A - Level 01,grouping,Zone A - Level 01,,,
,,Aprt 101,,Aircon Unit Covers ,Aprt 101,Level 01,Zone A
,,Aprt 102,,Aircon Unit Covers ,Aprt 102,Level 01,Zone A
,,Aprt 103,,Aircon Unit Covers ,Aprt 103,Level 01,Zone A
,,Aprt 104,,Aircon Unit Covers ,Aprt 104,Level 01,Zone A
,,Aprt 105,,Aircon Unit Covers ,Aprt 105,Level 01,Zone A
,,Aprt 106 ,,Aircon Unit Covers ,Aprt 106 ,Level 01,Zone A
,,Aprt 107,,Aircon Unit Covers ,Aprt 107,Level 01,Zone A
,,Aprt 108 ,,Aircon Unit Covers ,Aprt 108 ,Level 01,Zone A
,,Aprt 109 ,,Aircon Unit Covers ,Aprt 109 ,Level 01,Zone A
,,Aprt 110 ,,Aircon Unit Covers ,Aprt 110 ,Level 01,Zone A
,,Aprt 111,,Aircon Unit Covers ,Aprt 111,Level 01,Zone A
,,Aprt 112,,Aircon Unit Covers ,Aprt 112,Level 01,Zone A
,,Aprt 113,,Aircon Unit Covers ,Aprt 113,Level 01,Zone A
,,Aprt 114,,Aircon Unit Covers ,Aprt 114,Level 01,Zone A
,,Zone A - Level 02,grouping,Zone A - Level 02,,,
,,Aprt 201,,Aircon Unit Covers ,Aprt 201,Level 02,Zone A
,,Aprt 202,,Aircon Unit Covers ,Aprt 202,Level 02,Zone A
,,Aprt 203,,Aircon Unit Covers ,Aprt 203,Level 02,Zone A
,,Aprt 204 ,,Aircon Unit Covers ,Aprt 204 ,Level 02,Zone A
,,Aprt 205,,Aircon Unit Covers ,Aprt 205,Level 02,Zone A
,,Aprt 206 ,,Aircon Unit Covers ,Aprt 206 ,Level 02,Zone A
,,Aprt 207 ,,Aircon Unit Covers ,Aprt 207 ,Level 02,Zone A
,,Aprt 208 ,,Aircon Unit Covers ,Aprt 208 ,Level 02,Zone A
,,Aprt 209 ,,Aircon Unit Covers ,Aprt 209 ,Level 02,Zone A
,,Aprt 210,,Aircon Unit Covers ,Aprt 210,Level 02,Zone A
,,Aprt 211,,Aircon Unit Covers ,Aprt 211,Level 02,Zone A
,,Aprt 212,,Aircon Unit Covers ,Aprt 212,Level 02,Zone A
,,Aprt 213,,Aircon Unit Covers ,Aprt 213,Level 02,Zone A
,,Aprt 214,,Aircon Unit Covers ,Aprt 214,Level 02,Zone A
,,ZONE B,grouping,ZONE B,,,
,,Zone B - Level 01,grouping,Zone B - Level 01,,,
,,Aprt 132,,Aircon Unit Covers ,Aprt 132,Level 01,Zone B
,,Aprt 133,,Aircon Unit Covers ,Aprt 133,Level 01,Zone B
,,Aprt 134,,Aircon Unit Covers ,Aprt 134,Level 01,Zone B
,,Aprt 135,,Aircon Unit Covers ,Aprt 135,Level 01,Zone B
,,Aprt 136,,Aircon Unit Covers ,Aprt 136,Level 01,Zone B
,,Aprt 137 ,,Aircon Unit Covers ,Aprt 137 ,Level 01,Zone B
,,Aprt 140 ,,Aircon Unit Covers ,Aprt 140 ,Level 01,Zone B
,,Zone B - Level 02,grouping,Zone B - Level 02,,,
,,Aprt 232,,Aircon Unit Covers ,Aprt 232,Level 02,Zone B
,,Aprt 233,,Aircon Unit Covers ,Aprt 233,Level 02,Zone B
,,Aprt 234,,Aircon Unit Covers ,Aprt 234,Level 02,Zone B
,,Aprt 235,,Aircon Unit Covers ,Aprt 235,Level 02,Zone B
,,Aprt 236,,Aircon Unit Covers ,Aprt 236,Level 02,Zone B
,,Aprt 237,,Aircon Unit Covers ,Aprt 237,Level 02,Zone B
