Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Zone A,grouping,Zone A,
,,Level 00,expanded,Level 00,Zone A
,,Level 01,expanded,Level 01,Zone A
,,Level 02,expanded,Level 02,Zone A
,,Stairs,expanded,Stairs,Zone A
,,Zone B,grouping,Zone B,
,,Level 00,expanded,Level 00,Zone B
,,Level 01,expanded,Level 01,Zone B
,,Level 02,expanded,Level 02,Zone B
,,Stairs,expanded,Stairs,Zone B
,,Zone C,grouping,Zone C,
,,Level 00,expanded,Level 00,Zone C
,,Level 01,expanded,Level 01,Zone C
,,Level 02,expanded,Level 02,Zone C
,,Stairs,expanded,Stairs,Zone C
,Columns,,,,
,,Aluminium Slat Style IT Screens ,,Aluminium Slat Style IT Screens ,
,,Vertical Safa Slat ,,Vertical Safa Slat ,
,,Aircon Unit Covers ,,Aircon Unit Covers ,
,,Postless Baluster Checklist ,,Postless Baluster Checklist ,
,,Framed Baluster Checklist ,,Framed Baluster Checklist ,
,,Heat Pump AC,,Heat Pump AC,
,,Stairs (add to previous if required),,Stairs (add to previous if required),
