"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"04580ef3-c649-440f-82a1-570ff7065ef4","","folder-normal","","","step","TRUE","FALSE","Ground"
"ca22566b-708b-45bb-b66e-1e64cf118f01","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Ground","G.1-W1"
"8dfe9484-cc77-5193-968b-50c54953b60b","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.5-W3","Glass installed correct way around"
"f02810d5-db8c-5f2f-b120-958ab7f4832d","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.5-W3","Beads installed"
"a54a6a48-96ad-5a99-8107-6268129d3486","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.5-W3","Wedge installed"
"842a3330-2df6-5d85-8c96-1a3e673dd01c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.5-W3","Trade clean"
"5387b71f-a966-43bb-8510-909c22d864ee","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.6-W1"
"1ea9c060-f3f7-567c-8d4a-b3d7c53bb107","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.6-W1","Frame prep"
"e4e27f66-1497-5f9d-8977-5893c65d04f0","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.6-W1","Glass installed correct way around"
"123bbe23-6c2a-58fb-8e22-49d88664a8ea","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.6-W1","Beads installed"
"860fb786-ad57-50f6-8875-810aaecc4a64","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.6-W1","Wedge installed"
"f29299a7-8d03-5305-a24b-4c024469eba8","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.6-W1","Trade clean"
"080bd1e1-9222-4dce-ba94-afb9ffc309f7","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.7-W1"
"c295111d-e412-561e-8095-11fbd6c281f9","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.7-W1","Frame prep"
"9b843674-ebc4-5e0f-8a21-6a215a1416a7","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.7-W1","Glass installed correct way around"
"63137546-ef22-5c63-b0e8-b386187f56e8","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.7-W1","Beads installed"
"d3ca92db-e3ff-5fbc-add8-8e0d99882b3b","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.7-W1","Wedge installed"
"549c5217-4327-5ddb-8dec-e91686e6a5c8","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.7-W1","Trade clean"
"dbfa9b7b-6d26-4f49-9194-2ec9f48049b0","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.4-W2"
"c67c6e15-2197-5f4d-b125-883adef7194a","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.4-W2","Frame prep"
"384122d2-04cf-5f19-b2ed-8b5333f08c18","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.4-W2","Glass installed correct way around"
"151e346f-c39c-598b-b2ed-1e4dc0fdb46a","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.4-W2","Beads installed"
"767862db-7af7-5368-bcd0-cee73c95fe99","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.4-W2","Wedge installed"
"5dd8c463-7a07-5367-b892-c074c005215e","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.4-W2","Trade clean"
"06ee4a47-7f3c-492d-8987-6c014df48f56","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W104"
"2a6205d5-fcd3-51bf-b5d6-a01cd6ec6614","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W104","Frame prep"
"63ca5d2f-fce1-5b2d-8801-92905cb49587","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W104","Glass installed correct way around"
"7d027d2a-36b0-532f-a50a-48da41e0e8d6","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W104","Beads installed"
"2415316b-8654-5bb4-b360-c56440f55291","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W104","Wedge installed"
"90f793c2-87d4-50f7-b9a1-568b39ab7c88","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W104","Trade clean"
"73aae628-77b5-4bb1-9072-04765ec228aa","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.5-W2"
"91b91aec-8dc8-50df-b9d9-6715c136a348","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.5-W2","Frame prep"
"6df65bef-36f2-5bd5-ad09-bfa9ec5af85c","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.5-W2","Glass installed correct way around"
"4ff9aa29-e1cb-5cae-8125-d81a8b2a0a48","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.5-W2","Beads installed"
"aecf4089-68e8-57b9-8e27-5fd27a8fb031","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.5-W2","Wedge installed"
"8e1db29f-4ebb-5327-bd39-c53e7703a40a","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.5-W2","Trade clean"
"67449732-8ed1-471b-993b-36c8d8e4d5c3","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W105"
"0b1db109-4eb3-55f2-8128-3cf2319a81e0","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W105","Frame prep"
"63cf4969-f0f8-5365-97a4-1610bc6dc322","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W105","Glass installed correct way around"
"d5d88b3a-e419-5a8a-a328-3e65292f06dd","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W105","Beads installed"
"5f56032d-5f93-5342-9702-65821b2ab05a","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W105","Wedge installed"
"4a1f7a3e-c1cd-52da-8382-3e0afe0d80f6","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W105","Trade clean"
"cbb7a38e-99ba-41e1-9a32-7c159da64122","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W106"
"a73d40d1-12f2-5a1d-9f55-79a5ccb6ef7c","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W106","Frame prep"
"1d4f5069-11e3-56a1-8660-13dbec9d122f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W106","Glass installed correct way around"
"09a5fb3c-bd77-57e8-822b-398a5dd40831","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W106","Beads installed"
"aa1d787e-310a-5914-bfa4-6f98ed6e3ed7","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W106","Wedge installed"
"550bbbe9-50e2-5d43-b914-a37bb3d35362","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W106","Trade clean"
"b01fc025-d274-45b8-a972-367e4905f6e0","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.1-DE7"
"8e5d8fba-27cb-5105-8322-1525aabb1f27","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.1-DE7","Frame prep"
"914d284e-7455-5e62-a9a5-b0902b121a44","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.1-DE7","Glass installed correct way around"
"05cb7d02-503b-5e70-9989-625e119fff00","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.1-DE7","Beads installed"
"831c1f13-9891-50b6-8259-8b27a64a140f","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.1-DE7","Wedge installed"
"41aaaa7d-c9d5-5ac6-97f9-75e912e9b25b","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.1-DE7","Trade clean"
"17d73d2e-61cb-445e-ba25-956fe2933f82","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.2-DE7"
"7cca16ab-1b18-5951-a5e4-c87b148b125a","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.2-DE7","Frame prep"
"70fef255-9866-5a2f-9684-3452239bcfda","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.2-DE7","Glass installed correct way around"
"4065763e-136f-56c0-a7aa-d1b946343f5c","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.2-DE7","Beads installed"
"789e5d8f-a130-5204-acee-792893b11f76","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.2-DE7","Wedge installed"
"42adc347-f14a-5c21-aa3a-85f9cb8543e0","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.2-DE7","Trade clean"
"3c772526-f5b1-43a8-bb00-4acbcbacbeb4","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.3-DE7"
"414ce1eb-6aaf-50a3-a244-a279917832c8","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.3-DE7","Frame prep"
"dc8a5941-3f8f-5465-b402-a7d9a5332bf2","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.3-DE7","Glass installed correct way around"
"6ab1b8b3-f1e3-50c3-aa42-749f84318b6e","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.3-DE7","Beads installed"
"4bb73f36-de1a-5dcb-9ba6-dda43f5e822b","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.3-DE7","Wedge installed"
"407d0469-4f90-56ca-843e-92c28d438b8f","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.3-DE7","Trade clean"
"388abf47-442d-4965-89cc-f8dbfe654a9d","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.5-DE10"
"fda83dc2-ff05-5a2c-98d3-55a4ac8157d5","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.5-DE10","Frame prep"
"af6c9802-11e6-5459-b25f-06befd610cde","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.5-DE10","Glass installed correct way around"
"21401331-ff5e-58bf-b108-6ab8860e172c","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.5-DE10","Beads installed"
"83f509ea-a900-5341-a795-d1620ae6b192","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.5-DE10","Wedge installed"
"20ed8cd5-a0ab-5a45-a603-9abd5af4ea07","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.5-DE10","Trade clean"
"8eaf5714-300c-4560-a8b3-314ccb060065","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.4-DE10"
"6f5854c0-30cd-562f-9d9e-2a458029ff2a","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.4-DE10","Frame prep"
"4f3d0952-7e65-5feb-9da0-880c07c9f87c","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.4-DE10","Glass installed correct way around"
"7bb4989c-464c-50b7-beeb-34d0bf9490d4","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.4-DE10","Beads installed"
"dc8f1170-6b42-53fb-b50a-f65aeb765347","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.4-DE10","Wedge installed"
"9c6815af-2dc9-5a14-a9c7-ef4d8502b3e5","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.4-DE10","Trade clean"
"550d8c85-d6e3-4c00-af43-2d1cee451899","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.6-DE7"
"fc353f95-3c5e-521b-b30f-99e2c2d4dd2f","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.6-DE7","Frame prep"
"646f80ae-209d-5586-965f-ef65797f9c9e","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.6-DE7","Glass installed correct way around"
"3ab11b14-10cb-5d12-9925-6b68e2ac30b1","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.6-DE7","Beads installed"
"1007582d-fb19-5906-9c2a-4f2512a855a7","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.6-DE7","Wedge installed"
"3e3131c3-a409-5646-9220-7fa8cecb9c7c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.6-DE7","Trade clean"
"eca1e1c8-34bd-43a6-84f5-6d55ce729be0","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.7-DE7"
"aa999cfa-7f61-5cd4-ae75-aa58f8a48712","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.7-DE7","Frame prep"
"2b5fb47e-9f6e-5055-8250-e945642d1d86","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.7-DE7","Glass installed correct way around"
"9f69540f-5eee-54e5-98c4-5cc52795b8e3","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.7-DE7","Beads installed"
"2bc9127a-8839-573d-8e47-591c2e3302f4","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.7-DE7","Wedge installed"
"49913193-72eb-573d-8762-d69ab57931fd","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.7-DE7","Trade clean"
"d996b6fc-e0ff-4310-8d88-60ed1d5bd098","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W101"
"0fda24ee-5c52-51d5-9231-972a96a4c44b","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W101","Frame prep"
"cbd1066f-9ae0-5e10-af8f-e409c3aebc03","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W101","Glass installed correct way around"
"815130f9-5bf7-5f6e-ab39-d0aa12877496","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W101","Beads installed"
"f0c775ae-3cc0-559e-aed6-b7d4138d3d30","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W101","Wedge installed"
"0f3bd77d-c8f3-5775-95ca-eba0adb88197","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W101","Trade clean"
"7d30921c-4a5e-4d05-ab85-38d7ae421da1","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W100"
"51d50d7a-8271-5ee3-8634-7c43eaecf762","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W100","Frame prep"
"39021cba-c6eb-557b-9a52-63a4d0ff3f12","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W100","Glass installed correct way around"
"54786411-559b-53bc-b1f3-53b88893eb30","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W100","Beads installed"
"d533b0af-92fa-5d93-be59-8e0c5183cb5f","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W100","Wedge installed"
"75b51fa0-b5fc-5239-9e4e-d17d7cb11f50","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W100","Trade clean"
"2e05432b-22cf-43d4-98f9-544601d0bd24","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W107"
"3e1b2df8-c164-5ca4-a1b4-1dd41b5e8e27","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W107","Frame prep"
"bd756d45-1e1b-5a2a-941e-cdb146df47b3","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W107","Glass installed correct way around"
"5163a791-5c3b-5b64-ac08-ea7bf9b3739f","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W107","Beads installed"
"904b90ac-1fb9-5b65-a73e-834167f386ac","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W107","Wedge installed"
"37a0a76e-8964-5df4-81fa-b55332d4bb98","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W107","Trade clean"
"55d6ac05-85d6-45e4-84fc-ac1df4435c1c","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 2","2.W103"
"28e42819-5f84-5b65-a1d1-6b4046fcdb15","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 2","2.W103","Frame prep"
"c49a4e6a-c0ea-5680-830e-7a3efc8e6947","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 2","2.W103","Glass installed correct way around"
"2280a111-d363-5768-af1e-873169d9200e","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 2","2.W103","Beads installed"
"6aa5b882-ceac-50c1-8a77-20892f77357d","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 2","2.W103","Wedge installed"
"db141130-8444-551b-ae32-039b71d749f5","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 2","2.W103","Trade clean"
"7378f425-fefc-4dfe-9c73-56e66a1c4536","","folder-normal","","","step","TRUE","FALSE","Level 3"
"cd78e6e5-9390-4e28-a05b-719abb92dca4","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.1-W1"
"25229f98-5456-59f8-aac5-b3a967dc3bbc","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.1-W1","Frame prep"
"a7a33fea-415c-516a-8f88-128c48f774b9","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.1-W1","Glass installed correct way around"
"75eb5d27-9e7c-5e4c-a881-c258e3724413","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.1-W1","Beads installed"
"79beebe9-6787-5b14-a630-2ccbad7b9d10","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.1-W1","Wedge installed"
"2e5d5174-89dd-5a7f-acd6-32b98bab4255","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.1-W1","Trade clean"
"98b8204c-7f57-4277-8333-7733e7131498","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.1-W2"
"eac5fc16-b369-567e-9186-77bc0098d8ac","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.1-W2","Frame prep"
"7eb2aeb7-f11f-5828-b820-d987be4a9825","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.1-W2","Glass installed correct way around"
"28913631-5bf4-5686-9121-dcb6995107cd","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.1-W2","Beads installed"
"d9486e7d-1cf9-55f3-9bfa-cea93587f673","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.1-W2","Wedge installed"
"26666564-d60d-5967-9656-9de8eea82657","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.1-W2","Trade clean"
"1874cba6-614e-4030-b805-6d054165039a","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.1-W3"
"e01aea32-af9f-5351-985d-9405b468c4b5","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.1-W3","Frame prep"
"01655e8a-0777-5005-8a16-f23963b13431","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.1-W3","Glass installed correct way around"
"c1410872-6ff4-5925-9e9b-e3f2a15a8b92","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.1-W3","Beads installed"
"8ce63788-cf61-543c-b992-cdf9346707b0","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.1-W3","Wedge installed"
"affb563d-c9e4-5ee7-9fc0-58ab2bbd9956","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.1-W3","Trade clean"
"5e283994-691d-4920-b723-03e7d508ee2e","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.2-W1"
"d5a6cf1c-ac12-5405-8606-eef942bd7957","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.2-W1","Frame prep"
"2123ebdb-1671-5081-a93b-555de8a8a30f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.2-W1","Glass installed correct way around"
"36f6a162-77fa-5bad-b6e8-ac07af53b597","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.2-W1","Beads installed"
"e485d7ac-4b68-5fdc-9954-8d998251461d","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.2-W1","Wedge installed"
