"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c39d4da6-59f1-4379-aaa0-a1ea849ba5e7","","pass","","folder","TRUE","FALSE","Electrical "
"a8764c70-9cc6-425b-a3fe-dfdc9bf80a9c","","pass","","folder","TRUE","FALSE","Electrical ","Cable supports"
"fa104395-06be-4dfe-808d-7f9f3c1f7040","","pass","8b80f325dad09e61ef75eb81a886fd2832bb058adc85bd3794a3d9507a32255a","checklist","FALSE","FALSE","Electrical ","Cable supports","ITR-CL-1-101B Cable Supports Above Ground"
"a33ed467-4ac6-4361-8e1d-180b6811e934","","pass","b47fd974c639fc1d1ed4c2d757db194b329cc4693e3d121777a211d7c6da5228","checklist","FALSE","FALSE","Electrical ","Cable supports","ITR-CL-1-101A Conduit/Ducting Below Ground"
"b6840f36-af7b-47a5-a462-8b4390299eb7","","pass","","folder","TRUE","FALSE","Electrical ","Cables"
"ee7767f2-c8c1-44a2-8364-42e8bcf55b29","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","SC105 - 0.5mm2 4PR PVC/PVC/CS"
"3bcd4e9a-d184-4e8f-99e5-c756875b6700","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","SC106 - 0.5mm2 8PR PVC/PVC/ESCS"
"4f3f7fde-401e-4f7b-9db4-3c0445a80b8c","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","SC701 - 0.5mm2 8PR PVC/PVC"
"5e7faa48-2439-4ba9-8591-e6d033da0d37","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P3 - 6mm2 2C+E PVC/PVC"
"5ab4b70d-02a0-4a72-bad3-36446f43ae8a","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P3/1 - 6mm2 2C+E PVC/PVC"
"290ceed5-46e3-4f35-8898-136cca2d0872","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P7 - 4mm2 2C+E PVC/SWA/PVC"
"30058b1e-0d0f-49cf-bc7d-011c158d6876","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P7/1 - 4mm2 2C+E PVC/SWA/PVC"
"1ce2258b-838d-419c-adb7-7aa614c2ad28","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P8 - 4mm2 2C+E PVC/PVC"
"cb01615b-164a-4b4c-af87-b43dd6463a34","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","P9 - 4mm2 2C+E PVC/SWA/PVC"
"7c043833-b04f-4e8d-90c6-8dc17d4a7191","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","DC1+ 16mm2 1C FLEX"
"652a6035-3e95-4b2d-b843-3cfed7cf2b97","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","DC1- - 16mm2 1C FLEX"
"6a50bf8c-426c-4d7f-9efa-1070b13dd741","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","DC2 - 16mm2 2C PVC/PVC"
"26272393-b6f3-465d-b3a7-a10386533f84","","pass","5c3d7493734cf6af3432f68a13eaa9f28626503ad31c7002a6fb029ca583268d","checklist","FALSE","FALSE","Electrical ","Cables","DC3 - 2.5mm2 2C+E PVC/PVC"
