"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fd083407-a685-4215-b91e-b3394380c42d","","pass","","folder","TRUE","FALSE","Electrical"
"0212cd18-e442-457a-be06-8e227c7a3375","","pass","129907f13f64eba9976daf5e069d53477270540a6015eb25378cbe275700cda0","checklist","FALSE","FALSE","Electrical","ITR-CL-1-111 Electrical earthing"
"0e80ba66-b297-4b49-a920-9d6242133413","","pass","Sign Off","checklist","FALSE","FALSE","Electrical","Electrical - Final Sign Off"
"c893b7b5-ce97-40fc-aa5b-8f3837e5bc24","","pass","","folder","TRUE","FALSE","Instrumentation"
"01c41ccb-6f08-4052-a128-9267c8d4c952","","pass","df68b627023895e1ce56a2289dc4f6036b03551876a17fe7871861d7f34b7073","checklist","FALSE","FALSE","Instrumentation","Instrument Installation PI-36301 HV-36303"
"6e206161-dd13-45e7-8093-3c25fa9df47a","","pass","df68b627023895e1ce56a2289dc4f6036b03551876a17fe7871861d7f34b7073","checklist","FALSE","FALSE","Instrumentation","Instrument Installation PI-36311"
"903d0319-c3ab-4e60-9b79-0107eda2e5c6","","pass","df68b627023895e1ce56a2289dc4f6036b03551876a17fe7871861d7f34b7073","checklist","FALSE","FALSE","Instrumentation","Instrument Installation PI-36312"
"15fcee19-4caf-4689-b9bc-f0794ee9c5d1","","pass","Sign Off","checklist","FALSE","FALSE","Instrumentation","Instrumentation - Final Sign Off"
