"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c73894a7-d28b-49b8-b669-72a774b1d58a","","pass","","folder","TRUE","FALSE","Electrical"
"77509c6a-a606-496d-aa37-a03337c3d41c","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut"
"64e61bc9-1036-4cd1-9e5e-4354eebc11a4","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation"
"ec08ba83-a754-4164-9b0d-a13da5ed6658","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","230VAC Distribution Board- DB-30801"
"eccff024-3e56-4547-977a-7e728c71fd49","","pass","f6227248c8ea886011a66bcbb281ca923ac90502a69e8b8af1570c55efdffec4","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","230VAC Distribution Board- DB-30801","ITR-CL-1-102 Entec - Distribution Board Installation"
"a375e7bd-8f79-4ebc-969d-d39348fa7c21","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","Battery Charger- BCH-30801"
"41f6dcb5-c383-4c16-a29c-5a77dab5f7bb","","pass","7c9c058e8a8e3ef859add04a6f323b6c2d9b396d50d2e3139066023c3a965331","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Battery Charger- BCH-30801","ITR-CL-1-100 General Electrical Equipment"
"dac9b6e4-d6e0-438e-8e23-beb28dbdcf6a","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","Isolating Transformer- N-30801"
"da1a905d-a9c7-4182-806c-f01e876ba163","","pass","7bbbaa9a8f829038690aea43dad52c6c81d0ec8ec47ed9950abe59aa2d8d9c60","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Isolating Transformer- N-30801","ITP-E-02A ENTEC- Transformer Installation"
"c4cfbb4f-e17d-4198-98a9-8195ded8612c","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","MAINS/GEN/CO Switch- SW-30801"
"e0a7e2a8-df6e-4503-b6e1-5a2601071e6f","","pass","7c9c058e8a8e3ef859add04a6f323b6c2d9b396d50d2e3139066023c3a965331","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","MAINS/GEN/CO Switch- SW-30801","ITR-CL-1-100 General Electrical Equipment"
"46a41511-01cc-43ad-bc65-838c73198854","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","Heat Trace- SW-30802"
"d5351b7d-bb9d-4541-9be6-04f5181a0fd2","","pass","bb74ea184b617507050dc6c3fed72e62a984223262b37ab24e3dedb3f3d009dc","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Heat Trace- SW-30802","ITR-CL-1-107 Heat Tracing Circuit"
"79950cf4-21cf-40fd-81ee-a5f7a0122132","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","PCV Heaters- SW-30803 and SW-30804"
"cc2c4f4a-00bb-4107-a8a0-23d1230cfedb","","pass","7c9c058e8a8e3ef859add04a6f323b6c2d9b396d50d2e3139066023c3a965331","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","PCV Heaters- SW-30803 and SW-30804","ITR-CL-1-100 General Electrical Equipment"
"9d8f052b-5bd6-4258-94cd-ff4d6944e3ae","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","24VDC Distribution Board- DB-30802"
"0787163a-573c-4ccb-81e2-94c1438951f5","","pass","f6227248c8ea886011a66bcbb281ca923ac90502a69e8b8af1570c55efdffec4","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","24VDC Distribution Board- DB-30802","ITR-CL-1-102 Entec - Distribution Board Installation"
"eb57ad24-5929-42c1-8581-e609faef7d4f","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","GCU PSU Isolator- JB-30803"
"8785f065-f5bd-4b17-ad86-63e00cdd0d09","","pass","7c9c058e8a8e3ef859add04a6f323b6c2d9b396d50d2e3139066023c3a965331","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","GCU PSU Isolator- JB-30803","ITR-CL-1-100 General Electrical Equipment"
"2803b027-8e5d-4915-a49c-a701382c809f","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","Scada Cabinet- BB-30801"
"001edc74-336c-4412-b9f7-29e552ca3f0c","","pass","5ec03c4a0a5df9a4c19167ff06bcd004e88e449210f67c2ab8ecf273a27dcf65","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Scada Cabinet- BB-30801","ITR-CL-1-109 Electrical Equipment Package"
"fbd5d2dc-26ac-4064-bf1a-fd125cac2b39","","pass","cc436754704fada36a60ae050c7bd4f7cd7523861e974ad8e985ebdaf8f22a3c","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Scada Cabinet- BB-30801","ITR-CL-1-105 Control Panel"
"9d3fc2f0-5603-431d-be5f-87b68894b6fe","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","Lighting"
"ed53f51c-4032-4c58-87b1-ea85ea23dfd5","","pass","7bbbaa9a8f829038690aea43dad52c6c81d0ec8ec47ed9950abe59aa2d8d9c60","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Lighting","ITP-E-04A ENTEC- Installation of Lighting Circuits"
"b6362127-32f4-4b8e-8ea4-717ef17e9755","","pass","7c9c058e8a8e3ef859add04a6f323b6c2d9b396d50d2e3139066023c3a965331","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","Lighting","ITR-CL-1-100 General Electrical Equipment"
"f059904a-eb9e-4051-a113-32d4aed72273","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Electrical Installation","PCV Heaters Termination Box- JB-30807"
"4f4db436-1b42-44c6-a1cb-bacc381e46b9","","pass","1b00a7c823f47018b788b7e168c7cde8f7db678d699214b730daa0bb773660cf","checklist","FALSE","FALSE","Electrical","Metering Hut","Electrical Installation","PCV Heaters Termination Box- JB-30807","ITR-CL-1-106 - Junction Box"
"a75e632e-d152-4e9c-b69d-370381ac2d14","","pass","","folder","TRUE","FALSE","Electrical","Metering Hut","Certification"
"273123de-e9d0-441b-8214-f6e549f9a256","","pass","ea593e162f42ba49cc01d9d3c51c3e29ae8de338862ccbd45f23a169577f6885","checklist","FALSE","FALSE","Electrical","Metering Hut","Certification","Certificate of compliance (COC) - Earthing"
"b1cd8a14-45cf-42d9-8008-d8b4bbdb5ae8","","pass","8228f4f7099050d93a9870c2dbbcc219a59e6f8702b372c9ebc8769e41af1191","checklist","FALSE","FALSE","Electrical","Metering Hut","Certification","Record of Inspection (ROI)"
"4fe9d38e-409f-4d9f-bc92-49ef3913121e","","pass","ea593e162f42ba49cc01d9d3c51c3e29ae8de338862ccbd45f23a169577f6885","checklist","FALSE","FALSE","Electrical","Metering Hut","Certification","Certificate of compliance (COC)- Transformer"
"06eacd20-e0f7-494c-bba7-9f612ff48de4","","pass","8228f4f7099050d93a9870c2dbbcc219a59e6f8702b372c9ebc8769e41af1191","checklist","FALSE","FALSE","Electrical","Metering Hut","Certification","Record of Inspection (ROI)- Transformer"
"a18e3536-0883-4e4e-920f-044687df2055","","pass","ea593e162f42ba49cc01d9d3c51c3e29ae8de338862ccbd45f23a169577f6885","checklist","FALSE","FALSE","Electrical","Metering Hut","Certification","Certificate of compliance (COC) - Site Installation"
"6483a2af-9e90-4128-a6a1-45c51746d6c3","","pass","Sign Off","checklist","FALSE","FALSE","Electrical","Metering Hut","Metering Hut - Final Sign Off"
"fc714343-d1d9-4891-be94-fbbfa8004fb6","","pass","","folder","TRUE","FALSE","Electrical","Field Work"
"8349fb7b-31cc-4580-8fbb-6c76a4d64417","","pass","","folder","TRUE","FALSE","Electrical","Field Work","Cable Supports"
"399b2520-c005-42ec-a1cd-3c4c790bf52d","","pass","8b80f325dad09e61ef75eb81a886fd2832bb058adc85bd3794a3d9507a32255a","checklist","FALSE","FALSE","Electrical","Field Work","Cable Supports","ITR-CL-1-101B Cable Supports Above Ground"
"9d382d6e-22a8-406d-88d0-e7286fdca905","","pass","b47fd974c639fc1d1ed4c2d757db194b329cc4693e3d121777a211d7c6da5228","checklist","FALSE","FALSE","Electrical","Field Work","Cable Supports","ITR-CL-1-101A Conduit/Ducting Below Ground"
