"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6362d7d6-1e6a-45f1-89c6-b54911b41d34","","pass","","folder","TRUE","FALSE","HP Stripper"
"71f891d1-fcdc-4ecd-af2e-91bbb43e290f","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection"
"f9b5cc81-a3a2-4566-9645-78b26fa46c52","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops"
"511334ef-e5b9-4f15-ad04-8b959a7c4d70","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V1"
"e5614809-5558-4c3a-8a06-4769b65655e9","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V1","FI-909-01 to Bath 4 line 1"
"16ff7b29-a841-4bf1-b972-3e87e6566606","","pass","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V1","FI-909-01 to Bath 4 line 1","Path #1"
"5819fae7-129b-4bc9-92bd-2ee981af4857","","pass","Weephole Loop V1","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V1","FI-909-01 to Bath 4 line 1","Continuity test procedure"
"bec0b841-4788-4e9b-8955-60930d706fb1","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V2"
"60514309-d743-42de-8009-e7004246e0a2","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V2","FI-909-02 to Bath 4 line 2"
"d65bc1cb-7abf-450b-bee3-35e098b3cd21","","pass","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V2","FI-909-02 to Bath 4 line 2","Path #1"
"dda75a5b-b62c-4baa-8b03-6a2d224e7caa","","pass","Weephole Loop V2","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V2","FI-909-02 to Bath 4 line 2","Continuity test procedure"
"9f5c00de-986f-4b9f-9d2e-fb9b8c315cf6","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V3"
"b02c4be1-61fc-4e62-b48f-fc49fef2bff2","","pass","","folder","TRUE","FALSE","HP Stripper","Leak Detection","Weephole loops","V3","FI-909-03 to Bath 4 line 3"
"0380cc79-12db-4301-b07b-e35bf519b559","","pass","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V3","FI-909-03 to Bath 4 line 3","Path #1"
"538ced9d-3975-4bf1-b618-e3467b9fc4ad","","pass","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V3","FI-909-03 to Bath 4 line 3","Path #2"
"241009d0-5b07-40df-a64e-df176e2d13e4","","pass","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","HP Stripper","Leak Detection","Weephole loops","V3","FI-909-03 to Bath 4 line 3","Path #3"
