"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be8372b5-4c2e-4f8c-ae44-91ddd30c1253","","work-in-progress","","folder","TRUE","FALSE","Phase 1"
"2bc9dee9-b7dd-4ced-b01a-c4df846fbffa","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa"
"f0dd2b9f-6b61-471e-9b6d-2732d7ccbe39","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel"
"0bd4c2db-326f-454b-8018-3f9b4e0dfcf2","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor"
"bc625504-e5e7-4d8d-8558-95ec7f4cb54e","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Tubing"
"71d4e529-b3eb-4710-8f8d-5c4e68b8ff67","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C001"
"c9163255-9f34-49e6-a07d-43ab66a6e415","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C001","ITR-CL-1-104 Cable Installation"
"ff0ddbd8-4fdc-4f23-b2b4-47a5a5a949b9","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C001","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"901de866-12e7-4181-a0c8-01244c1d920a","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F001"
"5bb9bdb5-6f4c-48cc-b59b-f3108189a593","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F001","ITR-CL-1-104 Cable Installation"
"3e07b10d-8831-4f91-aa87-270e68b66330","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F001","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"6a817ed9-0097-45c4-be5d-1e6956c26593","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F002"
"784bbee9-74f0-43d9-bd79-59c1b2116efb","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F002","ITR-CL-1-104 Cable Installation"
"32a9efae-5fbc-46f1-adf8-e64bb661c87a","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","FLAME DETECTOR - 01-HAS-F002","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"0104fd76-1a0b-48a0-90ec-12d53fc6d646","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C002"
"8d89290c-0faa-4463-b27d-7452fa44dd2b","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C002","ITR-CL-1-104 Cable Installation"
"cb496074-a486-4b38-93a2-d10c06405fbf","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Compressor","Electrical","E-STOP - 01-HIR-C002","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"7a4a1685-baef-4b4e-97ab-db85a6745d57","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels"
"d5129b65-5bc6-49a6-9778-cad435ea0700","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing"
"a54e9561-ce47-4a2d-951d-9777afc3e45b","","work-in-progress","e55215becf9a11835a2960ede8303d568e1ce9bd4df1d81b4deaa64712db1e2a","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-I-02 Instrument Tubing Installation Nitrogen Lines"
"be39434e-f6df-44b2-aa06-663fbeb1d0af","","work-in-progress","e55215becf9a11835a2960ede8303d568e1ce9bd4df1d81b4deaa64712db1e2a","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-I-02 Instrument Tubing Installation  Air Line"
"3179054f-aabf-45c1-b4d9-210ca4a577c3","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","All tubing from bulkhead "
"46eaafcb-c2cb-410a-a687-134d156e9b70","","work-in-progress","ITR-CL-1-125 Cone and Thread Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","All tubing from bulkhead ","ITR-CL-1-125 Cone and Thread Tubing Installation"
"adc9c9a4-70fa-4cba-99e1-a62b96669ab8","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-CL-1-117 Instrument Tubing Installation - vent lines from MCIO HAND VALVE"
"3e9068d8-dcb0-49f1-8141-02d288b4502b","","work-in-progress","ITR-CL-1-125 Cone and Thread Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-CL-1-125 Cone and Thread Tubing Installation - MCIO1 to TP MEGC"
"191cd317-77a9-48bc-923e-a317dbcc7f01","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-CL-1-117 Instrument Tubing Installation- Soft lines from MCIO TP to rear MEGC"
"c2ffe349-f4eb-4254-bc16-952db961336e","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","Trailer MEGC"
"3c2e24b6-cd11-42da-a98c-d101e9800230","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","Trailer MEGC","ITR-CL-1-117 Instrument Tubing Installation - Trailer MEGC"
"078bcb8b-8f6d-457b-8d9f-488abbfe24f5","","work-in-progress","ITR-CL-1-125 Cone and Thread Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","ITR-CL-1-125 Cone and Thread Tubing Installation- temporary H2 lines in Geno and dispenser "
"da0d4a97-639b-4050-9f7a-8e4c9f56b174","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","H2 Supply Plug to bulkhead "
"f78cec2a-8b04-49c4-8270-3697d852e1bc","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Tubing","H2 Supply Plug to bulkhead ","ITR-CL-1-117 Instrument Tubing Installation - H2 Supply Plug to bulkhead"
"0430e22d-f349-407a-bdb5-a906a322a8fc","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical"
"753db513-9da9-4860-a137-94ec6c018583","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6"
"34b0dba5-149e-4f30-8518-8020f7788c4f","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-400W1"
"8345c3d5-c230-4198-b225-1161b26a6c0f","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-400W1","ITR-CL-1-104 Cable Installation"
"d3a210c9-0052-476c-93ee-74b27cb701a2","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-400W1","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"e1cf3253-b89d-41f1-9c76-e16140d775dd","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-401W1"
"29cfc2e6-19e7-444f-88d6-273ee0a96d07","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-401W1","ITR-CL-1-104 Cable Installation"
"01186479-87f1-414f-b244-258f35398376","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-402W1"
"f5c6cb92-ec42-424b-9998-e0f12a48dedb","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-402W1","ITR-CL-1-104 Cable Installation"
"9c5352a3-b942-49f6-811d-d7c14be10494","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-403W1"
"a522e052-89e1-4536-9113-86a36b2fc20c","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-403W1","ITR-CL-1-104 Cable Installation"
"b37a2700-5375-4afa-bbbf-0993cf716e07","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-403W8"
"03f3128d-4ed2-4cf1-a345-46573b86fbcd","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-403W8","ITR-CL-1-104 Cable Installation"
"16c5141e-0ef7-4fce-9cae-4fbc0f0f9fc4","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-400W8"
"a9606aba-a154-4c18-8e2b-6f5f757b3773","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-6","JB6-400W8","ITR-CL-1-104 Cable Installation"
"c374b361-35b2-4309-8a50-3901d2127897","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7"
"70646ee8-06d7-4379-9be9-517a45e4dac2","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-410W1"
"9b46a331-96b5-49e2-b9e6-ce2cfef5e582","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-410W1","ITR-CL-1-104 Cable Installation"
"0d2773b4-0744-40af-80b1-6c6e52076bda","","work-in-progress","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-410W1","ITR-CL-1-101 Conduit, Ducting, Unistrut, Cable Tray & Ladder Installation"
"c7513022-1cf3-469e-af43-0f416933b76b","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-411W1"
"3b2ef2e5-9cc7-4314-9449-2ef3d9561dfd","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-411W1","ITR-CL-1-104 Cable Installation"
"c1192240-d3fc-4617-a60e-65c56d60a6a0","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-412W1"
"156c65fc-ff7c-437b-a385-741c5c1c552d","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-412W1","ITR-CL-1-104 Cable Installation"
"3cc698bf-b052-431e-b709-513da146d13d","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-413W1"
"e9229c33-db9d-40e1-ac03-d133bac7fdc9","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-413W1","ITR-CL-1-104 Cable Installation"
"345353f9-df08-4f56-9926-b65dd25120c6","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-413W8"
"437edb28-df43-416e-aa38-cdf3013960b6","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-413W8","ITR-CL-1-104 Cable Installation"
"cb05521e-dca4-4ee7-b7fc-65ec57296590","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","JB-7","JB7-410W8"
"29cd0d95-4861-4c48-be5c-f844367b6148","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","Panel Lighting"
"54220d8b-a318-4bfb-b678-0504eb33e854","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","Panel Lighting","01-HIR-P001"
"69eeeb75-2fbe-484b-8046-b59ed13f9c05","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","MC IO Panels","Electrical","Panel Lighting","01-HIR-P001","ITR-CL-1-104 Cable Installation"
"3549d09e-81c6-4d42-ae74-f903b8d71b47","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels"
"1119c256-a6e6-4b64-a746-1c08a8dc162e","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels","Tubing"
"78a9a836-dcd2-43c2-976e-7fdff27b3f53","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels","Tubing","Tube from bulkhead or MCIO 1/2 to buffers"
"c1a1ab23-4aaf-4309-bb5c-8f6bfd5c8642","","work-in-progress","ITR-CL-1-125 Cone and Thread Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels","Tubing","Tube from bulkhead or MCIO 1/2 to buffers","ITR-CL-1-125 Cone and Thread Tubing Installation - Tube from bulkhead or MCIO 1/2 to buffers"
"8b22b52b-8585-48ea-96d5-0c88f9cc3084","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels","Cable Support"
"1f607da6-c2d0-4d6b-9e3a-08af86d6a52c","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Buffer Vessels","Certification"
"c3688e17-5f06-4f08-9a3e-3c5daedcb2a2","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser"
"c99b7a19-3aad-49f2-94ac-52ce632fe634","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Instruments"
"9e0bd411-0de5-4d02-a9b8-87b5b6f6d080","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing"
"ba39194a-73e1-4c77-82cd-2e2a83dc3831","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","Cone and Thread Tubing  3/4 dispenser to compressor"
"f168f0df-4c30-4ab1-9b5c-63a8b49e3de4","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","Cone and Thread Tubing 3/4"" dispenser end 2"
"80fea838-2dba-493b-9ab7-acc953975f23","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","Cone and Thread Tubing 3/4"" dispenser end 1"
"c4bd5c18-d69d-4532-98bd-52d790a4d08b","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","Cone and Thread Tubing 3/4"" dispenser end 3"
"8baf2b1d-dc38-4ab1-a6b6-f7ecee7c5d14","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","ITR-CL-1-125 Cone and Thread Tubing Installation from chamber to first connection "
"a414c564-d5c0-4f76-a822-910d90ede29a","","work-in-progress","fbe8d4f958532c7ffdb5680867f39c6fc0d6aa3de9841c4476c1f854d502d76e","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Tubing","Cone and Thread Tubing H2 CO-D"
"18b2d25f-bbcb-4650-b315-a3c48e7b70c9","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical"
"afad8d0c-efe8-4856-8fea-eda5604d276c","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-P002"
"70bbcfc5-1917-4636-a987-73c80400d550","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-P002","ITR-CL-1-104 Cable Installation"
"3aaa58ad-cb5f-4b95-8c80-a7f84780dec5","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-D002"
"68191740-9c57-42ae-80d5-65363e0abab3","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-D002","ITR-CL-1-104 Cable Installation"
"4bdc3334-383d-47f7-b0c3-9fa5742dea74","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-D003"
"48f1d0bd-7ac9-4c43-b4a3-2e1394a42dc1","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Electrical","01-HAS-D003","ITR-CL-1-104 Cable Installation"
"3090c94a-ba82-45e8-9536-5e2e4a560f45","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Dispenser","Certification"
"961abbb6-f2f5-46e1-95cc-2733786d8c98","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers"
"5c160c38-5261-4f39-8172-b307994adb03","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183"
"7f359c1f-8a9f-439b-bcbc-dcd1116f24d7","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Instruments"
"e1cd970f-9060-48eb-ad4b-409f4436675f","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Electrical"
"0e65d52a-0afd-42cc-8f8b-76513cfbcc9c","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Electrical","01-CH2-C001"
"c2bd7504-2953-45e1-8e44-3cee443001ba","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Electrical","01-CH2-C001","ITR-CL-1-104 Cable Installation"
"e60d52f7-8c6f-46f7-b617-43da440065e8","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Electrical","01-CH2-P001"
"acb9fff9-8815-45f9-80e5-0b27c36d79bc","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 183","Electrical","01-CH2-P001","ITR-CL-1-104 Cable Installation"
"b7b79582-0dc2-41f7-bd14-3e3236962ba6","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310"
"ca73e20a-010a-4d65-bca7-26a1ecb33e4c","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Instruments"
"49c00626-25fe-4e98-9e0d-7ea7e3499c71","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Electrical"
"6143318a-0537-4f15-9934-2ee4dfcf7bf8","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Electrical","01-CH1-C001"
"c30fc294-6ceb-4ea9-af31-5ab0724bbd91","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Electrical","01-CH1-C001","ITR-CL-1-104 Cable Installation"
"48bd3a66-b4ab-4fcd-9418-d4f0a3277723","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Electrical","01-CH1-P001"
"c464beae-7319-4d5d-8cf7-91a8663847c4","","work-in-progress","ITR-CL-1-104 Cable Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Electrical","01-CH1-P001","ITR-CL-1-104 Cable Installation"
"2929dcde-da33-4a71-a637-daed2571d3cf","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Chillers","Chiller 310","Certification"
"02d5c1ea-7179-4b99-b64c-7741cff5a1d9","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Haskel","Vent lines"
"7fed9263-6b78-4433-8488-72c7033dc614","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Vent lines","Compressor Bulkhead - Vent lines and Vent Stack - ITR-CL-1-117 Instrument Tubing Installation"
"5275e571-4699-4022-b5f7-92bcf8829681","","work-in-progress","ITR-CL-1-117 Instrument Tubing Installation","checklist","FALSE","FALSE","Phase 1","Te Rapa","Haskel","Vent lines","Dispenser - Vent Lines - ITR-CL-1-117 Instrument Tubing Installation"
"0a9bab96-436e-4f4d-9cc7-76e06a6a14de","","work-in-progress","","folder","TRUE","FALSE","Phase 1","Te Rapa","Plug Power"
"85fd9f3c-a5a4-4588-aefa-88f6240adf90","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Plug Power","Water Treatment"
"5141e9a1-f6f3-402e-803b-f584e3d1ee42","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Plug Power","Water Treatment","Instruments"
"0f5a5a3a-0c3c-4052-bb0a-fab1d439b117","","no-status-not-started","","folder","TRUE","FALSE","Phase 1","Te Rapa","Plug Power","Water Treatment","Tubing"
