"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c073042c-8654-49e9-992c-8fbc4b0078d7","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara"
"53e3cf44-dacc-41a9-a62f-84fc49687565","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara","Wellpad EC&I"
"7941266d-710d-4215-aee3-68af8909454d","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11"
"b474a359-2d59-48d2-ad3b-e92503972424","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing"
"ceed46f3-72fc-46ea-8cf0-3c4427b0fea1","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Earth Pegs"
"cf8ada2b-1c35-4530-a9da-e8ea50107ba7","","pass","d66d9a098e773825d9358a8539492b13c41acf50bf20b36f3513c95aaf08354a","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Earth Pegs","Earth Peg #1"
"15aa6c47-6ffa-487a-8b89-e0fa5270f54b","","pass","d66d9a098e773825d9358a8539492b13c41acf50bf20b36f3513c95aaf08354a","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Earth Pegs","Earth Peg #2"
"365b64da-edbb-4cc1-8467-534c106b5443","","pass","","folder","TRUE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds"
"8fb348be-1db9-486f-877e-5400dca2ed32","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #1"
"e91ad8d1-eafc-41a7-b4a3-d3cc931fff48","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #2"
"75699985-88b2-44bc-b62f-5dd937415929","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #3"
"db59e165-7814-48f2-9c2a-28ca5d8d51e0","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #4"
"b7a297a3-1967-4c0d-9a7d-5b2831733be5","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #5"
"10fa7f8f-9edb-4e48-9f55-6a82c421d831","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #6"
"8f529263-50f4-49ad-a489-30e67b6c94d3","","pass","8afb5ea1ef4b673fb65ececf368dfc338f165fce59ad3784a1e526effefd4754","checklist","FALSE","FALSE","Contact Energy - Tauhara","Wellpad EC&I","TH11","Earthing","Cadwelds","Cadweld #7"
