"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bfd27a26-5608-47ba-8864-25a7373eb4ac","","work-in-progress","","folder","TRUE","FALSE","33kV Cable Install"
"a1ac1e59-841d-4793-b456-7017d77fed19","","pass","Ω (DEPRECATED) ITR-E-19 HV Cable Install","checklist","FALSE","FALSE","33kV Cable Install","ITR-E-19 HV Cable Install - Practice Testing "
"cebf88ee-7451-4012-a47a-b1ab43ca3a8f","","not-started","","folder","TRUE","FALSE","33kV Cable Install","Switchroom One"
"4cd8f931-4cac-4ec7-8e23-c79b747aec4a","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0047W - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"10a9c989-f0df-4209-85cc-a4c09708cdc5","","not-started","d38d792e4bd443b8940c23e1ed02c5110de084c448211a8e0249613483dac7a7","checklist","FALSE","FALSE","33kV Cable Install","Switchroom Four","P0047B - 1C 185mm2 Al SCXLPE/TR-XLPE/SCXLPE/CWS/PVC MDPE"
"2269cf12-6dd3-4923-a5e4-ccbe83a0eef4","","not-started","","folder","TRUE","FALSE","HSE"
"b9882831-6047-40d0-83a6-8382238c4330","","no-status-not-started","","folder","TRUE","FALSE","HSE","Toolbox Meeting"
"1f5ea6a9-4336-4c32-84b1-50389cbc4e02","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 29/10/24"
"59a7a16d-6843-4f5d-a02e-40c7ffd10843","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 30/10/24"
"ab7355e0-a4a8-41c7-bce0-6e358f275df7","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 31/10/24"
"02ae551c-a827-44c1-84d4-7f8d4b49572c","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 1/11/24"
"f291eb58-11d2-4131-b9ca-9995ba5d1090","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 2/11/24"
"9fc75b99-89a6-4a20-a998-f0d387b1f94f","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 3/11/24"
"5d6cd8eb-02bc-4d19-a306-6812bcf87194","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 4/11/24"
"f3d9d423-fb08-4963-99bd-14eff94f820c","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 5/11/24"
"45b34c21-aaa9-4229-839b-b822f6b30335","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 6/11/24"
"64a112cb-5d7a-4b9a-becf-4c3d9bbf919f","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 7/11/24"
"25ecd04d-9989-4cf3-8522-c5ad462efc7a","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 8/11/24"
"ea1125a3-dfa5-459f-8231-00673873e598","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 9/11/24"
"61c6d0da-c873-4d99-9de5-166a1c8a44a4","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 10/11/24"
"5ec362f9-96a7-4cbf-aaaa-f17b076019ff","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 11/11/24"
"559d4ccb-f2eb-4bc6-8a9a-38bc4890d260","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 12/11/24"
"5388162c-4ad0-4be5-8023-bf7a3c8c207e","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 13/11/24"
"415222c8-1543-426f-ba9c-a815babc9e59","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 14/11/24"
"7fd6d126-dcaa-4943-a5ce-e77ec13f9c9e","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 15/11/24"
"00ede11f-75f3-4606-bcd9-224b43207e59","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 16/11/24"
"de3d8f35-3756-44b0-adcd-6c5d5212e8aa","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 17/11/24"
"3a81feda-c9f2-49f6-962d-05e67109577e","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 18/11/24"
"e28ca595-323d-46f2-ac6a-223fd701255f","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 19/11/24"
"49c4fd00-7399-43a4-8ab9-ddac6131f70b","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 20/11/24"
"8f6a18c9-1db3-4c3a-bfb9-060ff0612e09","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 21/11/24"
"58a0131f-95ff-457b-af3d-a311a6167b6a","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 22/11/24"
"557d4126-6ad9-4797-a1df-d8280753364e","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 23/11/24"
"614ed621-c021-47f5-93fb-cb2c0f10e280","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 24/11/24"
"46180303-ed30-4685-9e45-34a8439a01d7","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 25/11/24"
"9aea116f-5393-4ab6-b083-f5c2b9a2a62e","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 26/11/24"
"67b03edf-4fd9-4feb-8158-b24acbae1051","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 27/11/24"
"2987028d-3f67-42ee-9e8b-4347956ec46b","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 28/11/24"
"d824441e-fbff-45a9-a858-8d6e9cc20c49","","no-status-not-started","106f7d3bff8b3219ef9ff088dd7bfff6a781a58612a8dd31d1e3bce1968010fb","checklist","FALSE","FALSE","HSE","Toolbox Meeting","Toolbox Meeting - 29/11/24"
"0e00f8b1-158a-4e89-bdd9-c7040a4c33eb","","not-started","","folder","TRUE","FALSE","HSE","Daily Reports"
"fe1f6289-cb16-4598-b311-03babda51807","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 29/10/24"
"7991875e-1bd8-48c5-91e7-bf5cf7dda6d3","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 30/10/24"
"dbf74c8f-b724-44ba-bc05-3559ebd38e2a","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 31/10/24"
"5dbea2e6-67b1-44f4-be25-ecaa4a551f88","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 1/11/24"
"007f541a-9d5b-489e-acf5-24209e576c34","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 2/11/24"
"e348e11e-1c8a-4e6f-9628-50a319c0720c","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 3/11/24"
"0b195b35-2473-4e8c-aacf-50988448306b","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 4/11/24"
"42e4013c-7995-4da3-9208-4e2397b8b342","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 5/11/24"
"9312b4cc-f4ee-4572-bae0-4c39bb74543f","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 6/11/24"
"0a69e06c-5fad-48d4-b9d4-9e92f2021273","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 7/11/24"
"17ffcd76-96bc-43e9-808b-4587bbcbfe1e","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 8/11/24"
"025edbfb-9783-4828-bf5d-ac55fd067092","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 9/11/24"
"f26119b7-3e3e-4610-aa99-3b7aa570d448","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 10/11/24"
"dad5a67b-f9c0-407d-93e0-e0701b080815","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 11/11/24"
"aa7a5a07-fbff-454b-aa30-8fbd6ffe15ab","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 12/11/24"
"e919038c-0797-4266-8562-c9fafb65739e","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 13/11/24"
"8ea4f1a7-dae6-4d11-bd44-d2803e37e21c","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 14/11/24"
"e072a878-0c41-4d65-9b99-7dab832be822","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 15/11/24"
"3a919e9f-38d7-4cfe-aa39-0afa85dabbc5","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 16/11/24"
"f311bfe6-9324-49d7-ae45-572d394b419b","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 17/11/24"
"176f40a6-73d7-42ea-a3d5-46fe92316e23","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 18/11/24"
"36aa3d9b-d0b4-4244-96f2-0676bf103b26","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 19/11/24"
"bc7aba34-5764-42b6-8cc6-106e61d1d957","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 20/11/24"
"1ddab826-f672-4f4b-9f94-aab7f7756f93","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 21/11/24"
"c8bfbfb1-2835-47e6-8dfb-96dc10eff27e","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 22/11/24"
"8359cbeb-7863-4314-b4b9-d62340349dc1","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 23/11/24"
"616a865d-a8be-4537-b306-381e51103da5","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 24/11/24"
"bcc51e38-ff07-45e5-b730-33dc58ecf5a9","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 25/11/24"
"0bc772a3-6946-4b4a-8ac9-77e1e45829b7","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 26/11/24"
"31f64f7f-2781-4714-aaa7-c4b8d884db1b","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 27/11/24"
"d2557937-9046-4b19-ad53-c7f12814f134","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 28/11/24"
"dd094a30-1120-47fd-8326-3e8bb1931137","","not-started","a2ac6e4090127e0270fcc08e1dec2e88e034d1a80b45537c3322469c3c6a1614","checklist","FALSE","FALSE","HSE","Daily Reports","Daily Report - 29/11/24"
