"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2541c63e-9704-4f3a-b0f3-5145924cfbef","","fail","","folder","TRUE","FALSE","Zone 1 - West"
"bf4840d3-7b08-4ebe-a82a-883b8fdae6b1","","fail","","folder","TRUE","FALSE","Zone 1 - West","Concrete and Structures"
"65b80292-11dd-43a1-b1e1-fe560deaac38","","fail","Ω (DEPRECATED) ITP - Underpass Construction - 103 - (alternate Rev D)","checklist","FALSE","FALSE","Zone 1 - West","Concrete and Structures","ITP - Underpass Construction - 103 - Rev D"
"09f335c0-9794-40b0-83e9-e63c8d55e64d","","pass","ITP - Fall Protection Fencing - 304 - Rev B","checklist","FALSE","FALSE","Zone 1 - West","Concrete and Structures","ITP - Fall Protection Fencing - 304 - Rev B"
"6a9cb55a-e817-4ea5-a62a-1acb4ffc5d14","","work-in-progress","ITP - Kerb & Channel and Footpaths - 301 - Rev B","checklist","FALSE","FALSE","Zone 1 - West","Concrete and Structures","ITP - Kerb & Channel and Footpaths - 301 - Rev B"
"35d7469a-d04f-4970-a352-68649fc03c0e","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - West","Pavement "
"b844b630-9d50-4921-b42a-d445ab7c4174","","work-in-progress","ITP - Pavement - Type A - 104.1 - Rev 3","checklist","FALSE","FALSE","Zone 1 - West","Pavement ","ITP - Pavement - Type A - 104.1 - Rev 3"
"3dcd9f93-b336-4e29-b3af-7652b8662bba","","work-in-progress","ITP - Pavement - Type B - 104.2 - Rev 2","checklist","FALSE","FALSE","Zone 1 - West","Pavement ","ITP - Pavement - Type B - 104.2 - Rev 2"
"e8f92010-aa13-443c-958a-c1defef09194","","work-in-progress","ITP - Pavement - Type C - 104.3 - Rev 2","checklist","FALSE","FALSE","Zone 1 - West","Pavement ","ITP - Pavement - Type C - 104.3 - Rev 2"
"daa36b25-c945-4d1c-81a2-b8725c1d54c0","","fail","","folder","TRUE","FALSE","Zone 1 - West","Earthworks"
"c0f74c73-7386-4106-91c9-ec0ddaa21977","","fail","Ω (DEPRECATED) ITP - Earthworks - 101 - Rev 2","checklist","FALSE","FALSE","Zone 1 - West","Earthworks","ITP - Earthworks - 101 - Rev 2"
"44adb1f1-c6c2-4fc8-a87f-44446963b242","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - West","Stormwater"
"bd5c18f6-86fc-40ec-9a04-a07338cb0385","","work-in-progress","ITP - Stormwater (Structures) - 202 - Rev B","checklist","FALSE","FALSE","Zone 1 - West","Stormwater","ITP - Stormwater (Structures) - 202 - Rev B"
"164ae7fc-ecf8-43ec-a7ac-f3b5b702be30","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - West","Streetlighting "
"d006e639-1f22-4e3a-bb73-6755963ebf26","","work-in-progress","ITP - Streetlighting - 903 - Rev B","checklist","FALSE","FALSE","Zone 1 - West","Streetlighting ","ITP - Streetlighting - 903 - Rev B"
"e0d26047-447f-4cd5-9316-33b378bb23ca","","fail","","folder","TRUE","FALSE","Zone 1 - East"
"c18dc69d-aa8d-4307-b0e2-f9211b402502","","fail","","folder","TRUE","FALSE","Zone 1 - East","Earthworks"
"3445656c-c825-4bba-b808-11394908249d","","fail","Ω (DEPRECATED) ITP - Earthworks - 101 - Rev 2 - v1","checklist","FALSE","FALSE","Zone 1 - East","Earthworks","ITP - Earthworks - 101 - Rev 2"
"6ae39d0f-05e2-48f6-b503-c215b9f0a2a8","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - East","Pavement "
"0d59ea50-7545-465c-9ca5-8c029a91dd9d","","work-in-progress","ITP - Pavement - Type A - 104.1 - Rev 3","checklist","FALSE","FALSE","Zone 1 - East","Pavement ","ITP - Pavement - Type A - 104.1 - Rev 3"
"8e3fded3-5adc-4bd4-99c4-3e9f2c9cd471","","work-in-progress","ITP - Pavement - Type B - 104.2 - Rev 2","checklist","FALSE","FALSE","Zone 1 - East","Pavement ","ITP - Pavement - Type B - 104.2 - Rev 2"
"ce7a1d79-8ebb-4b39-af56-d6de583f1e0e","","work-in-progress","ITP - Pavement - Type C - 104.3 - Rev 2","checklist","FALSE","FALSE","Zone 1 - East","Pavement ","ITP - Pavement - Type C - 104.3 - Rev 2"
"b29bf599-1233-4942-b6e0-d112901b9656","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - East","Stormwater"
"e53fe53c-a05a-488c-8ddc-a9fbdf87d2fd","","work-in-progress","ITP - Stormwater (Structures) - 202 - Rev B","checklist","FALSE","FALSE","Zone 1 - East","Stormwater","ITP - Stormwater (Structures) - 202 - Rev B"
"a2e45554-e0ec-4a1b-86ea-30f3ebd89163","","fail","","folder","TRUE","FALSE","Zone 1 - East","Concrete and Structures"
"beb8b087-c1bc-4580-a643-a1d8c808d9cf","","fail","ITP - Underpass Construction - 103 - Rev D","checklist","FALSE","FALSE","Zone 1 - East","Concrete and Structures","ITP - Underpass Construction - 103 - Rev D"
"3a97e56c-fa7f-409a-a64f-9fc10f38082f","","work-in-progress","ITP - Kerb & Channel and Footpaths - 301 - Rev B","checklist","FALSE","FALSE","Zone 1 - East","Concrete and Structures","ITP - Kerb & Channel and Footpaths - 301 - Rev B"
"b88d9062-3072-49ce-a098-99dcbeb31611","","pass","ITP - Fall Protection Fencing - 304 - Rev B","checklist","FALSE","FALSE","Zone 1 - East","Concrete and Structures","ITP - Fall Protection Fencing - 304 - Rev B"
"6a1b16ee-2c48-4491-88dc-325a7be284f3","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - East","Streetlighting "
"ada3185a-9f7e-4f52-b8a9-6834625b2df9","","work-in-progress","ITP - Streetlighting - 903 - Rev B","checklist","FALSE","FALSE","Zone 1 - East","Streetlighting ","ITP - Streetlighting - 903 - Rev B"
"2ae300ef-9f5f-4fd3-8871-66e69b62c88b","","work-in-progress","","folder","TRUE","FALSE","Mid Zone"
"fa52f0f6-317d-4c98-abd9-f16207ff199b","","work-in-progress","","folder","TRUE","FALSE","Mid Zone","Streetlighting "
"5b92cfe1-87a7-4fe0-9818-a698ef40da68","","work-in-progress","ITP - Streetlighting - 903 - Rev B","checklist","FALSE","FALSE","Mid Zone","Streetlighting ","ITP - Streetlighting - 903 - Rev B"
"27dba675-ed7b-4922-8208-87dda1ffb7d1","","no-status-not-started","","folder","TRUE","FALSE","Mid Zone","Earthworks"
"c45d12c2-6eae-4fef-8021-e394bc6ce4af","","no-status-not-started","","folder","TRUE","FALSE","Mid Zone","Stormwater"
"cb954985-4ae3-45df-928b-473b36e87052","","no-status-not-started","","folder","TRUE","FALSE","Mid Zone","Pavement"
"62624780-0f8a-45fe-8245-234565c820b5","","fail","","folder","TRUE","FALSE","Zone 2 Tirau Tie In"
"35c0b38c-7cd3-4bda-9fc6-253e6c4b7eb4","","fail","","folder","TRUE","FALSE","Zone 2 Tirau Tie In","Earthworks"
"4adeeae7-00eb-49b1-91fb-aaeb83d18ae8","","fail","Ω (DEPRECATED) ITP - Earthworks - 101 - Rev 2 - v2","checklist","FALSE","FALSE","Zone 2 Tirau Tie In","Earthworks","ITP - Earthworks - 101 - Rev 2"
"961abf9b-b162-4585-a9fb-ee29bde6ebf7","","work-in-progress","","folder","TRUE","FALSE","Zone 2 Tirau Tie In","Stormwater"
"e54e4aa3-de40-46d8-b87d-aa93bc2aa9a2","","work-in-progress","ITP - Stormwater (Structures) - 202 - Rev B","checklist","FALSE","FALSE","Zone 2 Tirau Tie In","Stormwater","ITP - Stormwater (Structures) - 202 - Rev B"
"e5877159-1b43-4f0e-bf4d-2dbb5b5aef9c","","work-in-progress","","folder","TRUE","FALSE","Zone 2 Tirau Tie In","Pavement "
